Reacciones	Flujos_BRCA_cancer3
ALDD20xm	0.0
ALDD21	0.0
ALDD2xm	1.1713533405454123e-13
ALDD2y	0.0
ALOX5	0.0
ALOX52	0.0
ALR2	-1.187531897936146e-12
ALR3	-1.187531897936146e-12
AMACRp	0.0
AMETt2m	0.0
AMPDA	6.98786864637253
AMPTASECGe	0.0
AMY1e	82.24235555750121
AMY2e	0.0
ANDRSTRNte	0.0
ANDRSTRNtr	0.0
APAT2rm	0.0
APOCF	0.0
APOCFm	0.0
APOC_LYS_BTNP	0.0
APOC_LYS_BTNPm	0.0
APRTO2	0.0
ARAB_Lt	0.0
ARABR	0.0
ARACHCPT1	0.0
ARACHCPT2	0.0
ARACHDtr	0.0
ARACHt	0.0
ARGSS	0.0
R_group_phosphotase_1	0.0
R_group_phosphotase_2	0.0
R_group_phosphotase_3	0.0
ARTFR208	0.0
ARTPLM3m	0.0
ASAH1	0.0
ASCBt4	0.0
ASNALANaEx	0.0
ASNNm	0.0
ASNS1	0.0
ASNTHRNaEx	54.06180627320686
ASNtm	0.0
ASPCTr	-9.862639747116236e-14
ASPTAm	0.0
ATP1ter	0.0
ATP2ter	0.0
ATPasel	0.0
ATPH1e	0.0
ATPH2e	0.0
ATPtm	1000.0
ATPtn	3.0605498076735333e-13
B_MANNASEly	0.0
B3GALT3g	0.0
B3GALT41g	0.0
B3GALT43g	0.0
B3GALT5g	0.0
B3GNT11g	0.0
B3GNT12g	0.0
B3GNT310g	0.0
B3GNT311g	0.0
B3GNT312g	0.0
B3GNT313g	0.0
B3GNT314g	0.0
B3GNT315g	0.0
B3GNT37g	0.0
B3GNT51g	0.0
BACCL	0.0
BACCLm	0.0
BALAtmr	0.0
BAMPPALDOX	0.0
BDHm	0.0
BETALDHxm	0.0
BHBt	0.0
BHBtm	0.0
BHMT	0.0
BILGLCURte	0.0
BILIRED	0.0
BIOCYTtn	0.0
BMTer_U	0.0
BPNT2	0.0
BTND1	0.0
BTND1n	0.0
BTNDe	0.0
BTNDm	0.0
BTNPL	0.0
BTNPLm	0.0
BZt	0.0
BZtr	0.0
C14STRr	0.0
C160CPT1	-15.315762983716732
C160CPT2	-15.315762983716732
C160CRNt	-15.315762983716732
C161CPT1	0.0
C161CPT12	0.0
C161CPT2	0.0
C161CPT22	15.31576298371673
C161CRNt	0.0
C180CPT1	0.0
C180CPT2	0.0
C181CPT1	0.0
C181CPT2	0.0
C204CPT1	0.0
C204CPT2	0.0
C226CPT1	0.0
C226CPT2	0.0
C3STDH1Pr	0.0
C3STDH1r	0.0
C3STKR2r	0.0
C4STMO1r	0.0
C4STMO2Pr	0.0
C4STMO2r	0.0
CAT2p	0.0
CATm	249.99999999999997
CATp	15.315762983716462
CBPPer	9.862639747116236e-14
CBPter	9.862639747116236e-14
CBR2	0.0
CDIPTr	-2.2555741805634733
CDS	0.0
CDSm	0.0
CEPTC	0.0
CEPTE	0.0
CERT1gt	0.0
CERT1rt	0.0
CH25H	0.0
CHLPCTD	0.0
CHOLD2m	0.0
CHOLK	0.0
CHOLPtg	0.0
CHOLPtl	0.0
CHSTEROLt1	0.0
CHTNASE	0.0
CITtam	0.0
CITtbm	0.0
CKc	0.0
CLOXAtex2	0.0
CLPNDCPT1	0.0
CLPNDCPT2	0.0
CLS_hs	2.2555741805634733
CMPACNAtg	0.0
CMPACNAtn	0.0
CMPSAS	0.0
CMPSASn	0.0
CO2ter	-1.9725279494232473e-13
CO2tp	0.0
COAtl	0.0
COAtm	22.973644475575153
COKECBESr	0.0
COQ3m	0.0
COQ5m	0.0
COQ6m	0.0
COQ7m	0.0
CORE2GTg	0.0
COt	0.0
CRNCAR3tp	0.0
CRNCARtp	30.63152596743293
CRNt	0.0
CRNtx	0.0
CSAPASEly	0.0
CSBPASEly	0.0
CSCPASEly	0.0
CSDPASEly	0.0
CSEPASEly	0.0
CSm	0.0
CSNAT2m	0.0
CSNAT2x	0.0
CSNAT3x	0.0
CSNATer	0.0
CSNATm	30.63152596743293
CSNATp	30.631525967432925
CSNATr	0.0
CSPG_At	0.0
CSPG_Atly	0.0
CSPG_Bt	0.0
CSPG_Btly	0.0
CSPG_Ct	0.0
CSPG_Ctly	0.0
CSPG_Dt	0.0
CSPG_Dtly	0.0
CSPG_Et	0.0
CSPG_Etly	0.0
CTPtn	0.0
CYANt	0.0
CYANtm	0.0
CYSASNNaEx	0.0
CYSGLNNaEx	0.0
CYSGLTH	0.0
CYSGLYexR	0.0
CYSO	0.0
CYSTA	0.0
CYStec	-808.3653883128734
CYSTHRNaEx	808.3653883128734
CYTDK1	0.0
CYTDt	0.0
CYTDtl	0.0
CYTK10	0.0
CYTK10n	0.0
CYTK11	0.0
CYTK11n	0.0
CYTK12	0.0
CYTK12n	0.0
CYTK13	1000.0
CYTK13n	0.0
CYTK14	0.0
CYTK14n	0.0
CYTK1m	0.0
CYTK1n	0.0
CYTK2n	-992.4473671545312
CYTK3n	0.0
CYTK4n	0.0
CYTK5	0.0
CYTK5n	0.0
CYTK6	0.0
CYTK6n	0.0
CYTK7	0.0
CYTK7n	-992.4473671545313
CYTK8	0.0
CYTK8n	0.0
CYTK9	0.0
CYTK9n	992.4473671545313
D_3AIBt	0.0
DAG_HSter	0.0
DAGK_hs	3.383167792188445
DASCBR	0.0
DCIm	0.0
DCK1n	-1000.0
DCK2n	7.55263284546869
DCSPTN1CPT1	0.0
DCSPTN1CPT2	0.0
DCSPTN1t	0.0
DCTPtn	992.4473671545313
DCYTt	-992.4473671545312
DDPGAm	0.0
DECDPtm	0.0
DESAT16_2	0.0
DESAT18_10	0.0
DESAT18_3	0.0
DESAT18_4	0.0
DESAT18_5	0.0
DESAT18_6	0.0
DESAT18_7	0.0
DESAT18_8	0.0
DESAT18_9	0.0
DESAT22_1p	0.0
DESAT24_1	0.0
DGAT	0.0
DGK2m	0.0
DGNSKm	0.0
DGSNtm	0.0
DHAAt1r	0.0
DHCR241r	0.0
DHCR242r	0.0
DHCR243r	0.0
DHCR71r	0.0
DHCR72r	0.0
DHCRD1	0.0
DHCRD2	0.0
DHDPBMTm	0.0
DHFtl	0.0
DHFtm	0.0
DHORD9	0.0
DHPM1	0.0
DIDPtn	1000.0
DIGALSIDEtl	0.0
DITPtn	-1000.0
D_LACtm	0.0
DLNLCGCPT1	0.0
DLNLCGCPT2	0.0
DM_Asn_X_Ser_Thr_ly_	0.0
DM_dctp_m_	0.0
DM_dem2emgacpail_prot_hs_r_	0.0
DM_dgpi_prot_hs_r_	0.0
DM_dgtp_m_	0.0
DM_dsT_antigen_g_	0.0
DM_dttp_m_	0.0
DM_dttp_n_	7.552632845468287
DM_ethamp_r_	0.0
DM_gpi_sig_er_	0.0
DM_kdn_c_	0.0
DM_Ser_Gly_Ala_X_Gly_ly_	0.0
DMATTx	0.0
DMHPTCRNCPT2	0.0
DMHPTCRNt	0.0
DMHPTCRNte	0.0
DMNONCRNCPT2	0.0
DNADtn	0.0
DNDPt31m	0.0
DOLGLCP_Lter	0.0
DOLGPP_Ler	0.0
DOLICHOL_Lter	0.0
DOLMANP_Uter	0.0
DOLPGT3_Ler	0.0
DOLPMT3_Uer	0.0
DOLPMT4_Uer	0.0
DOPABMO	0.0
DOPAMT	0.0
DOPASFt	0.0
DOPASULT	0.0
DOPAtu	0.0
DPCOAtl	0.0
DPGase	0.0
DPGM	0.0
DPHMBDCm	0.0
DPMVDx	0.0
DPPS	0.0
DRPA	1.1713533405454123e-13
DSAT	0.0
DTDPtn	7.552632845468286
DUDPtn	0.0
DUMPtn	0.0
DURIK1	992.4473671545312
DUTPDPm	0.0
DUTPDPn	0.0
EBP1r	0.0
EBP2r	0.0
ECOAH12m	0.0
ECOAH1m	15.315762983716523
ECOAH1x	0.0
ECOAH9m	0.0
EHGLAT2m	0.0
EHGLATm	0.0
EICOSTETCPT1	0.0
EICOSTETCPT2	0.0
EICOSTETt	0.0
ELAIDCPT1	0.0
ELAIDCPT2	0.0
ENGASE2ly	0.0
ENGASE3ly	0.0
ENGASEly	0.0
ESTRADIOLt	0.0
ESTRADIOLtr	0.0
ESTRIOLtr	0.0
ESTRONEtr	0.0
ESTSULT	0.0
ETF	0.0
ETFQO	0.0
ETHAK	0.0
ETOHtx	0.0
EX_10fthf[e]	159.0754670756159
EX_10fthf7glu[e]	-159.07546707561588
EX_13_cis_retnglc[e]	0.0
EX_2hb[e]	0.0
EX_34dhoxpeg[e]	-1.4639541472722774e-13
EX_3aib[e]	0.0
EX_3aib_D[e]	0.0
EX_3mlda[e]	0.0
EX_4hphac[e]	0.0
EX_4mptnl[e]	0.0
EX_4nph[e]	0.0
EX_4nphsf[e]	0.0
EX_7dhf[e]	0.0
EX_7thf[e]	0.0
EX_abt[e]	0.0
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs[e]	0.0
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs[e]	0.0
EX_acn13acngalgbside_hs[e]	0.0
EX_acn23acngalgbside_hs[e]	0.0
EX_adp[e]	0.0
EX_adrn[e]	0.0
EX_adrnl[e]	0.0
EX_andrstrn[e]	0.0
EX_arach[e]	0.0
EX_arachd[e]	0.0
EX_atp[e]	-17.377672514640654
EX_bhb[e]	0.0
EX_bilglcur[e]	0.0
EX_biocyt[e]	0.0
EX_chsterol[e]	-3.9471580766576957
EX_chtn[e]	0.0
EX_co[e]	0.0
EX_crn[e]	0.0
EX_crvnc[e]	0.0
EX_cspg_a[e]	0.0
EX_cspg_b[e]	0.0
EX_cspg_c[e]	0.0
EX_cspg_d[e]	0.0
EX_cspg_e[e]	0.0
EX_cyan[e]	0.0
EX_dag_hs[e]	0.0
EX_dcsptn1[e]	0.0
EX_dhf[e]	0.0
EX_dmhptcrn[e]	0.0
EX_dopa[e]	0.0
EX_dopasf[e]	0.0
EX_eicostet[e]	0.0
EX_estradiol[e]	0.0
EX_fuc13galacglcgal14acglcgalgluside_hs[e]	0.0
EX_fucacgalfucgalacglcgalgluside_hs[e]	0.0
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs[e]	0.0
EX_fucgalfucgalacglcgalgluside_hs[e]	0.0
EX_fuc_L[e]	0.0
EX_galfuc12gal14acglcgalgluside_hs[e]	0.0
EX_galfucgalacglcgal14acglcgalgluside_hs[e]	0.0
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs[e]	0.0
EX_gbside_hs[e]	0.0
EX_gd1b2_hs[e]	0.0
EX_glygn2[e]	0.0
EX_glygn4[e]	0.0
EX_gq1balpha_hs[e]	0.0
EX_gthox[e]	0.0
EX_gthrd[e]	-279.36677095972357
EX_gtp[e]	0.0
EX_ha[e]	0.0
EX_hista[e]	0.0
EX_hpdca[e]	0.0
EX_idp[e]	0.0
EX_imp[e]	0.0
EX_ksi[e]	0.0
EX_ksi_deg1[e]	0.0
EX_ksii_core2[e]	0.0
EX_ksii_core4[e]	0.0
EX_leuktrB4[e]	0.0
EX_leuktrC4[e]	0.0
EX_leuktrD4[e]	0.0
EX_lnlc[e]	0.0
EX_lnlnca[e]	0.0
EX_lpchol_hs[e]	0.0
EX_mercplaccys[e]	0.0
EX_n2m2nmasn[e]	0.0
EX_o2s[e]	-1000.0
EX_ocdca[e]	0.0
EX_ocdcea[e]	0.0
EX_octa[e]	0.0
EX_oxa[e]	0.0
EX_pe_hs[e]	-18.28218523501609
EX_peplys[e]	0.0
EX_pglyc_hs[e]	-2.819370986375959
EX_phyt[e]	0.0
EX_ps_hs[e]	-1000.0000000000001
EX_ptdca[e]	0.0
EX_Rtotal2[e]	0.0
EX_s2l2fn2m2masn[e]	0.0
EX_s2l2n2m2masn[e]	0.0
EX_sl_L[e]	0.0
EX_strch1[e]	-82.24235555750121
EX_strch2[e]	82.24235555750121
EX_strdnc[e]	0.0
EX_tagat_D[e]	0.0
EX_tcynt[e]	0.0
EX_tethex3[e]	0.0
EX_tetpent3[e]	0.0
EX_tetpent6[e]	0.0
EX_thf[e]	0.0
EX_thym[e]	992.4473671545312
EX_triodthy[e]	0.0
EX_triodthysuf[e]	0.0
EX_tststerone[e]	0.0
EX_tsul[e]	0.0
EX_tymsf[e]	0.0
EX_utp[e]	-1000.0000000000001
EX_vacc[e]	0.0
EX_whtststerone[e]	0.0
EX_xolest_hs[e]	0.0
EX_xoltri27[e]	0.0
F1PGT	0.0
FACOAL140i	0.0
FACOAL150	0.0
FACOAL160i	0.0
FACOAL170	0.0
FACOAL180i	0.0
FACOAL1812	0.0
FACOAL1813	0.0
FACOAL181i	0.0
FACOAL1821	0.0
FACOAL1822	0.0
FACOAL1831	0.0
FACOAL1832	0.0
FACOAL184	0.0
FACOAL191	0.0
FACOAL200	0.0
FACOAL203	0.0
FACOAL204	0.0
FACOAL2042	0.0
FACOAL205	0.0
FACOAL206	0.0
FACOAL224	0.0
FACOAL2251	0.0
FACOAL2252	0.0
FACOAL226	0.0
FACOAL240	0.0
FACOAL241	0.0
FACOAL244_1	0.0
FACOAL245_1	0.0
FACOAL245_2	0.0
FACOAL246_1	0.0
FACOAL260	0.0
FACOAL80i	0.0
FADDP	0.0
FADH2tru	0.0
FADtru	0.0
FAEL183	0.0
FAEL184	0.0
FAEL204	0.0
FAEL205	0.0
FAH3	0.0
FALDH	-1.4639541472722776e-13
FAOXC11	0.0
FAOXC140	0.0
FAOXC150m	0.0
FAOXC160	0.0
FAOXC16080m	0.0
FAOXC161802m	0.0
FAOXC16180m	0.0
FAOXC170m	0.0
FAOXC180	0.0
FAOXC1811601m	0.0
FAOXC1811602m	0.0
FAOXC1811603m	0.0
FAOXC182806m	0.0
FAOXC18280m	0.0
FAOXC183803m	0.0
FAOXC183806m	0.0
FAOXC18480m	0.0
FAOXC200180m	0.0
FAOXC2031836m	0.0
FAOXC204	0.0
FAOXC204184m	0.0
FAOXC2051843m	0.0
FAOXC2242046m	0.0
FAOXC2251836m	0.0
FAOXC2252053m	0.0
FAOXC226	0.0
FAOXC226205m	0.0
FAOXC80	0.0
FAS100COA	0.0
FAS120COA	0.0
FAS140COA	0.0
FAS160COA	0.0
FAS180COA	0.0
FAS80COA_L	0.0
FATP1t	0.0
FATP2t	0.0
FATP3t	0.0
FATP6t	0.0
FATP7t	0.0
FATP8t	0.0
FBA4	0.0
FBP26	0.0
FCOAH	0.0
FE3R2e	0.0
FK	0.0
FKYNH	0.0
FORMCOAtx	0.0
FORt2m	0.0
FORtr	0.0
FPGS2	0.0
FPGS2m	0.0
FPGS3	0.0
FPGS3m	0.0
FPGS4	0.0
FPGS4m	0.0
FPGS5	0.0
FPGS5m	0.0
FPGS6	0.0
FPGS6m	0.0
FPGS7m	0.0
FPGS8	0.0
FPGS8m	0.0
FPGS9	0.0
FPGS9m	0.0
FPGSm	0.0
FRDPtr	0.0
FTHFLm	0.0
FUC13GALACGLCGAL14ACGLCGALGLUSIDEte	0.0
FUCACGALFUCGALACGLCGALGLUSIDEte	0.0
FUCASE2e	0.0
FUCASE2ly	0.0
FUCASEe	0.0
FUCASEly	0.0
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEte	0.0
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEtg	0.0
FUCGALFUCGALACGLCGALGLUSIDEte	0.0
FUCtly	0.0
FUMAC	0.0
FUMm	469.36847403256564
FUMSO3tm	0.0
FUMSO4tm	0.0
FUMtm	469.44186981551303
FUMTSULtm	0.0
FUT14g	0.0
FUT15g	0.0
FUT16g	0.0
FUT17g	0.0
FUT18g	0.0
FUT910g	0.0
FUT911g	0.0
FUT99g	0.0
G14T2g	0.0
G14T3g	0.0
G14T4g	0.0
G14T5g	0.0
G3PD2m	0.0
G5SADrm	0.0
G5SDym	0.0
G6PDH1rer	4.9313198735581175e-14
G6PDH2rer	4.9313198735581175e-14
G6PPer	0.0
GACMTRc	0.0
GACPAILter	0.0
GALASE10ly	0.0
GALASE11ly	0.0
GALASE12ly	0.0
GALASE13ly	0.0
GALASE14ly	0.0
GALASE15ly	0.0
GALASE16ly	0.0
GALASE17ly	0.0
GALASE18ly	0.0
GALASE19ly	0.0
GALASE1ly	0.0
GALASE20ly	0.0
GALASE3ly	0.0
GALASE4ly	0.0
GALASE5ly	0.0
GALASE6ly	0.0
GALASE7ly	0.0
GALASE8ly	0.0
GALASE9ly	0.0
GALFUC12GAL14ACGLCGALGLUSIDEte	0.0
GALFUC12GAL14ACGLCGALGLUSIDEtg	0.0
GALFUCGALACGLCGAL14ACGLCGALGLUSIDEte	0.0
GALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg	0.0
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEte	0.0
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEtg	0.0
GALGLUSIDEtl	0.0
GALGT1	0.0
GALGT3	0.0
GALNACT1g	0.0
GALNACT2g	0.0
GALNACT3g	0.0
GALNACT4g	0.0
GALNACT5g	0.0
GALNTg	0.0
GALOR	0.0
GALSIDEtl	0.0
GALt1r	0.0
GALT2g	0.0
GALTg	0.0
GALtly	0.0
GAMt1r	0.0
GARFT	0.0
GASNASE2ly	0.0
GASNASE3ly	0.0
GASNASEly	0.0
GBA	0.0
GBAl	0.0
GBGT1	0.0
GBSIDEte	0.0
GCNTg	0.0
GD1B2te	0.0
GD1B2tg	0.0
GDPFUCtg	0.0
GDPtg	0.0
GFUCS	0.0
GGH_10FTHF5GLUe	159.07546707561588
GGH_10FTHF5GLUl	0.0
GGH_10FTHF6GLUe	159.0754670756159
GGH_10FTHF6GLUl	0.0
GGH_10FTHF7GLUe	159.07546707561588
GGH_10FTHF7GLUl	0.0
GGH_5DHFe	0.0
GGH_5DHFl	0.0
GGH_5THFe	0.0
GGH_5THFl	0.0
GGH_6DHFe	0.0
GGH_6DHFl	0.0
GGH_6THFe	0.0
GGH_6THFl	0.0
GGH_7DHFe	0.0
GGH_7DHFl	0.0
GGH_7THFe	0.0
GGH_7THFl	0.0
GGLUCT	0.0
GGNG	0.0
GGT_L	0.0
GGT5r	0.0
GHMT2rm	0.0
GHMT3	0.0
GLACO	0.0
GLACter	0.0
GLAl	0.0
GLB1	0.0
GLBRAN	0.0
GLCAASE1ly	0.0
GLCAASE4ly	0.0
GLCAASE5ly	0.0
GLCAASE6ly	0.0
GLCAASE7ly	0.0
GLCAASE8ly	0.0
GLCAASE9ly	0.0
GLCAE1g	0.0
GLCAE2g	0.0
GLCAT2g	0.0
GLCAT3g	0.0
GLCAT4g	0.0
GLCAT5g	0.0
GLCAT6g	0.0
GLCAT7g	0.0
GLCAT8g	0.0
GLCAT9g	0.0
GLCATg	0.0
GLCNACASE1ly	0.0
GLCNACASE2ly	0.0
GLCNACASE3ly	0.0
GLCNACASE4ly	0.0
GLCNACASE5ly	0.0
GLCNACDASg	0.0
GLCNACT1g	0.0
GLCNACT2g	0.0
GLCNACT3g	0.0
GLCNACT4g	0.0
GLCNACT5g	0.0
GLCt1r	657.9388444600097
GLCter	9.862639747116236e-14
GLCtg	0.0
GLCtly	0.0
GLCURter	0.0
GLCURtly	0.0
GLDBRAN	0.0
GLGNS1	0.0
GLNtm	0.0
GLPASE1	0.0
GLPASE2	0.0
GLU5Km	0.0
GLUCYS	0.0
GLUDxm	0.0
GLUDym	1000.0
GLUt2m	1000.0
GLUt7l	0.0
GLUTCOADHm	0.0
GLUtr	0.0
GLXtm	0.0
GLYAMDTRc	0.0
GLYBtm	0.0
GLYCK2	0.0
GLYCLTDy	0.0
GLYCtm	0.0
GLYOXm	0.0
GLYt7_211_r	-175.10305761576666
GMPtg	0.0
GNDer	9.862639747116236e-14
GPAM_hs	0.0
GPIAT	0.0
GPIDA2er	0.0
GPIDAer	0.0
GPIMTer_U	0.0
GQ1BALPHAte	0.0
GQ1BALPHAtg	0.0
GRTTx	0.0
GSNt	0.0
GSNtl	0.0
GTHO	46.448186479058215
GTHOm	0.0
GTHP	46.448186479058215
GTHPe	0.0
GTHPm	0.0
GTHRDtr	0.0
GTHS	0.0
GTMLTe	0.0
GULNDer	0.0
GULNter	0.0
H2CO3Dm	-1.1875318979361458e-12
H2ETer	0.0
H2MTer_U	0.0
H2O2tly	0.0
H2O2tn	0.0
H2Oter	1.592040737601958e-29
H2Otg	0.0
H2Otly	0.0
H2Otn	969.7894686181259
H3ETer	0.0
H3MTer_U	0.0
H4ET3er	0.0
H4ETer	0.0
H5MTer_U	0.0
H6ET3er	0.0
H6_ETer	0.0
H7_ETer	0.0
H7_TAer	0.0
H8TAer	0.0
HACD1m	15.315762983716523
HACD1x	0.0
HACD9m	0.0
HAtly	0.0
HBZOPT10m	0.0
HCO3_CLt	-969.368474032567
HDD2COAtx	0.0
HEX10	0.0
HEX4	0.0
HEXCCOAtx	0.0
HGNTOR	0.0
HIBDm	453.22968278610114
HISTASE	0.0
HISTAtu	0.0
HMGCOASi	0.0
HMGCOASim	0.0
HMGLm	0.0
HMGLx	0.0
HOXG	0.0
HPACtr	0.0
HPDCACRNCPT1	0.0
HPDCACRNCPT2	0.0
HPDCAt	0.0
HS1ly	0.0
HS2ly	0.0
HS3ly	0.0
HS4ly	0.0
HSAT1ly	0.0
HSAT2ly	0.0
HSAT3ly	0.0
HSAT4ly	0.0
HSD17B1	0.0
HSD17B42x	0.0
HSD17B4x	0.0
HSD17B7r	0.0
HSD17B9r	0.0
HSPASEly	0.0
HSPGt	0.0
HSPGtly	0.0
Htg	0.0
HYPTROX	0.0
ICDHxm	0.0
ICDHy	999.9999999999999
ICDHyp	0.0
ICDHyrm	-1000.0
IDOAASE1ly	0.0
IDOAASE2ly	0.0
IDOAASE3ly	0.0
IDOAASE4ly	0.0
IDOURtly	0.0
IDPtn	1000.0
ILEt5m	0.0
ILETAm	0.0
ILEtec	0.0
IPDDIx	0.0
IPDPtx	0.0
ITCOAL1m	0.0
ITCOALm	0.0
ITPtn	-1000.0
KAS8	0.0
KCC2t	-794.2654164168003
KDNH	0.0
KHK	0.0
KHK2	0.0
KSII_CORE2t	0.0
KSII_CORE2tly	0.0
KSII_CORE4tly	0.0
KSItly	0.0
LACZe	0.0
LALDO	0.0
LAPCOAl	0.0
LCADi_D	0.0
LCADim	-1.187531897936146e-12
LCTStg	0.0
LCYSTAT	0.0
LCYSTCBOXL	0.0
LDH_Lm	-1.187531897936146e-12
LEUKTRA4tr	0.0
LEUKTRB4tr	0.0
LEUKTRD4tr	0.0
LEUt5m	0.0
LEUTAm	0.0
LEUtec	105.55034641144252
LFORKYNHYD	0.0
LGNCt	0.0
LINKDEG1ly	0.0
LINKDEG2ly	0.0
LINKDEG3ly	0.0
LINKDEG4ly	0.0
LNELDCCPT1	0.0
LNELDCCPT2	0.0
LNLCCPT1	0.0
LNLCCPT2	0.0
LNLNCACPT1	0.0
LNLNCACPT2	0.0
LNLNCACRNt	0.0
LNLNCAt	0.0
LNLNCGCPT1	0.0
LNLNCGCPT2	0.0
LNSTLSr	0.0
LPCHOLt	0.0
LPS	0.0
LPS2	0.0
LPS3	0.0
LSTO1r	0.0
LSTO2r	0.0
LTA4H	0.0
LTC4Sr	0.0
LYSt4	114.560647456977
LYStiDF	0.0
LYStn	0.0
MACACI	0.0
MACOXO	0.0
MALSO3tm	0.0
MALSO4tm	0.07339578294830351
MALTly	0.0
MALtm	-469.44186981551286
MALTSULtm	0.0
MALTt1r	0.0
MANtly	0.0
MAOLNOR	0.0
MAOX	-1.4639541472722776e-13
MCCCrm	0.0
MCDp	0.0
MCLACCYSR	0.0
MCLOR	0.0
MCPST	0.0
MDHm	1.187531897936146e-12
MDRPD	0.0
ME2m	0.0
MECOALm	0.0
MECOAS1m	0.0
MERCPLACCYSt	0.0
