Reacciones	FlujosC3
ADNt	-3.2474335457818877e-13
ADNtl	0.0
ADNtm	-2.2064360295861393e-13
ADPMAN	0.0
ADPRIBt	0.0
ADRNCPT1	0.0
ADRNCPT2	0.0
ADRNCRNt	0.0
ADSK	0.0
ADSL1	0.0
ADSL2	0.0
AFLATOXINte	0.0
AG13T1g	0.0
AG13T2g	0.0
AG13T3g	0.0
AGMTm	0.0
AGPAT1	0.0
AGTim	0.0
AHEXASE2ly	0.0
AHEXASEly	0.0
AIRCr	0.0
AKGDm	1000.0
AKGMALtm	0.0
AKGt4_3	33.495992583407464
AKR1C1	0.0
ALASm	0.0
ALATA_L	-122.42382861680902
ALAtN1	0.0
ALCD21_D	0.0
ALCD21_L	0.0
ALCD22_D	0.0
ALCD22_L	0.0
ALCD2if	0.0
ALCD2yf	0.0
ALDD20x	0.0
ALDD20xm	0.0
ALDD21	0.0
ALDD2xm	0.0
ALDD2y	0.0
ALDSTRNte	0.0
ALDSTRNtm	0.0
ALOX12	0.0
ALOX15	0.0
ALOX5	0.0
ALOX52	0.0
ALR2	541.5216287056976
ALR3	0.0
AMACRp	0.0
AMETt2m	0.0
AMPDA	8.744697541983845
AMPTASECGe	363.61541807642544
AMY1e	0.0
AMY2e	0.0
ANDRSTRNtr	0.0
AOBUTDsm	0.0
APAT2rm	0.0
APOCF	0.0
APOCFm	0.0
APOC_LYS_BTNP	0.0
APOC_LYS_BTNPm	0.0
APRTO2	0.0
ARAB_Lt	0.0
ARABR	0.0
ARACHCOAtx	0.0
ARACHCPT1	0.0
ARACHCPT2	0.0
ARACHCRNt	0.0
ARACHDCOAtx	-9.950382616429628e-15
ARACHDt2	0.0
ARACHDtr	0.0
ARGDCm	0.0
ARGLYSex	0.0
ARGNm	0.0
ARGSS	0.0
ARGtm	0.0
R_group_phosphotase_1	0.0
R_group_phosphotase_2	0.0
R_group_phosphotase_3	0.0
ARTFR208	0.0
ARTPLM3m	0.0
ASAH1	0.0
ASCBt4	0.0
ASNNm	0.0
ASNS1	0.0
ASNtm	0.0
ASNtN1	0.0
ASPCTr	0.0
ASPDt6	0.0
ASPDxt	0.0
ASPGLUm	0.0
ASPTAm	0.0
ATP1ter	0.0
ATP2ter	0.0
ATPH1e	0.0
ATPH2e	0.0
ATPtm	1000.0000000000015
ATPtn	1.9128436297959583e-14
B_MANNASEly	0.0
B3GALT3g	0.0
B3GALT41g	0.0
B3GALT42g	0.0
B3GALT43g	0.0
B3GALT44g	0.0
BACCL	0.0
BACCLm	0.0
BALAtmr	0.0
BAMPPALDOX	0.0
BDHm	0.0
BETALDHxm	0.0
BHBtm	0.0
BHMT	2.406120009160707e-13
BILGLCURte	0.0
BILIRED	0.0
BIOCYTtn	0.0
BMTer_U	0.0
BPNT2	0.0
BTND1	0.0
BTND1n	0.0
BTNDe	0.0
BTNDm	0.0
BTNPL	0.0
BTNPLm	0.0
BTNt2	0.0
BUTt2m	0.0
BZt	0.0
BZtr	0.0
C14STRr	0.0
C160CPT1	-4.78151344042763
C160CPT2	-4.781513440427631
C160CRNt	0.0
C161CPT1	0.0
C161CPT12	0.0
C161CPT2	0.0
C161CPT22	4.781513440427639
C161CRN2t	0.0
C161CRNt	0.0
C180CPT1	0.0
C180CPT2	0.0
C180CRNt	0.0
C181CPT1	0.0
C181CPT2	0.0
C181CRNt	0.0
C204CPT1	0.0
C204CPT2	0.0
C204CRNt	0.0
C226CPT1	0.0
C226CPT2	0.0
C3STDH1Pr	0.0
C3STDH1r	0.0
C3STKR2r	0.0
C4STMO1r	0.0
C4STMO2Pr	0.0
C4STMO2r	0.0
CAATPS	0.0
CAT2p	0.0
CAt7r	0.0
CATm	361.6854396600536
CATp	7.421455210406115e-14
CBPPer	0.0
CBPter	0.0
CBR2	0.0
CDIPTr	-2.8226509384624316
CDS	0.0
CDSm	0.0
CEPTC	0.0
CEPTE	0.0
CERK	0.0
CERT1gt	0.0
CERT1rt	0.0
CH25H	0.0
CHLP	0.0
CHLPCTD	0.0
CHOLD2m	0.0
CHOLK	0.0
CHOLPtg	0.0
CHOLPtl	0.0
CHOLt4	41.63180118930024
CHOLtg	0.0
CHOLtr	0.0
CHOLtu	0.0
CHSTEROLt1	0.0
CHSTEROLt3	0.0
CHTNASE	0.0
CITRtm	0.0
CITt4_2	0.0
CITtam	0.0
CITtbm	0.0
CK	0.0
CKc	0.0
CLFORtex	0.0
CLOHtex2	0.0
CLPNDCOAtx	0.0
CLPNDCPT1	0.0
CLPNDCPT2	0.0
CLPNDCRNt	0.0
CLS_hs	2.8226509384624316
CMPACNAtg	0.0
CMPACNAtn	0.0
CMPSAS	0.0
CMPSASn	0.0
CO2ter	0.0
CO2tg	0.0
CO2tp	0.0
COAtg	0.0
COAtl	0.0
COAtm	5.0073840069159295e-14
COKECBESr	0.0
COQ3m	0.0
COQ5m	0.0
COQ6m	0.0
COQ7m	0.0
CORE2GTg	0.0
CORE6GTg	0.0
COt	0.0
COUCOAFm	0.0
COUMARINte	0.0
CREATt4_2_r	0.0
CREATtmdiffir	0.0
CRNCAR3tp	0.0
CRNCARtp	-1.5676305185542983e-13
CRNtim	0.0
CRTSLtm	0.0
CRTSLtr	0.0
CRTSTRNt	0.0
CSAPASEly	0.0
CSBPASEly	0.0
CSCPASEly	0.0
CSDPASEly	0.0
CSEPASEly	0.0
CSm	52.596647844704286
CSNAT2m	0.0
CSNAT2x	0.0
CSNAT3x	0.0
CSNATer	0.0
CSNATm	-1.3195050411217425e-13
CSNATp	-1.3195050411217422e-13
CSNATr	0.0
CSPG_At	0.0
CSPG_Atly	0.0
CSPG_Bt	0.0
CSPG_Btly	0.0
CSPG_Ct	0.0
CSPG_Ctly	0.0
CSPG_Dt	0.0
CSPG_Dtly	0.0
CSPG_Et	0.0
CSPG_Etly	0.0
CTPtn	0.0
CYANt	0.0
CYANtm	0.0
CYSGLTH	0.0
CYSGLUexR	0.0
CYSGLYexR	0.0
CYSO	56.15006739061344
CYSTA	204.2448255583979
CYStec	0.0
CYTD	0.0
CYTDK1	9.451449822767188
CYTDt	9.451449822767188
CYTDtl	0.0
CYTK10	0.0
CYTK10n	0.0
CYTK11	0.0
CYTK11n	0.0
CYTK12	0.0
CYTK12n	0.0
CYTK13	0.0
CYTK13n	0.0
CYTK14	0.0
CYTK14n	0.0
CYTK1m	0.0
CYTK1n	0.0
CYTK2n	-109.51779107831163
CYTK3	0.0
CYTK3n	0.0
CYTK4	0.0
CYTK4n	0.0
CYTK5	-9.451449822767165
CYTK5n	0.0
CYTK6	0.0
CYTK6n	0.0
CYTK7	0.0
CYTK7n	0.0
CYTK8	0.0
CYTK8n	0.0
CYTK9	0.0
CYTK9n	0.0
D_3AIBt	0.0
DADA	0.0
DADAe	0.0
DADNt4	0.0
DAG_HSter	0.0
DAGK_hs	4.233734286323047
DAGKn_hs	0.0
DALAt2r	0.0
DASCBR	0.0
DASPO1p	0.0
DCIm	0.0
DCK1n	-109.51779107831163
DCK2n	0.0
DCSPTN1CPT1	-2.9481720694656625e-13
DCSPTN1CPT2	-2.833663086818077e-13
DCSPTN1CRNt	0.0
DCTPtn	109.51779107831163
DCYTD	9.56711335350201e-15
DDPGAm	0.0
DECDPtm	0.0
DESAT16_2	0.0
DESAT18_10	0.0
DESAT18_3	0.0
DESAT18_4	0.0
DESAT18_5	0.0
DESAT18_6	0.0
DESAT18_7	0.0
DESAT18_8	0.0
DESAT18_9	0.0
DESAT20_1	0.0
DESAT20_2	0.0
DESAT22_1p	0.0
DESAT24_1	0.0
DGAT	0.0
DGK2m	6.795785728982504e-29
DGNSKm	9.567113353502058e-15
DGSNtm	9.567113353502059e-15
DGULND	-118.87040907089971
DHAAt1r	0.0
DHCR241r	0.0
DHCR242r	0.0
DHCR243r	0.0
DHCR71r	0.0
DHCR72r	0.0
DHCRD1	0.0
DHCRD2	0.0
DHDPBMTm	0.0
DHEASt	0.0
DHEAStr	0.0
DHEASULT	0.0
DHFtl	0.0
DHFtm	0.0
DHORD9	0.0
DHPM1	-1.3682830137372572e-13
DHPM2	0.0
DIDPtn	0.0
DIGALSIDEtg	0.0
DIGALSIDEtl	0.0
DINt	0.0
DITPtn	0.0
D_LACtm	0.0
DLNLCGCPT1	0.0
DLNLCGCPT2	0.0
DLNLCGCRNt	0.0
DLNLCGt	0.0
DM_Asn_X_Ser_Thr_ly_	0.0
DM_dctp_m_	0.0
DM_dem2emgacpail_prot_hs_r_	0.0
DM_dgpi_prot_hs_r_	0.0
DM_dttp_m_	2.7066799398861652e-30
DM_gncore2_g_	0.0
DM_gpi_sig_er_	0.0
DM_kdn_c_	0.0
DM_mem2emgacpail_prot_hs_r_	0.0
DM_Ser_Gly_Ala_X_Gly_ly_	0.0
DMATTx	0.0
DMGDHm	0.0
DMGtm	0.0
DMHPTCRNCPT2	0.0
DMHPTCRNt	0.0
DMHPTCRNte	0.0
DMNONCRNCPT2	0.0
DNDPt11m	0.0
DNDPt23m	0.0
DNDPt28m	0.0
DNDPt38m	0.0
DNDPt59m	0.0
DNDPt62m	0.0
DOLGLCP_Lter	0.0
DOLGPP_Ler	0.0
DOLICHOL_Lter	0.0
DOLICHOL_Uter	0.0
DOLK_U	0.0
DOLMANP_Uter	0.0
DOLPGT3_Ler	0.0
DOLPGT3_Uer	0.0
DOLPMT3_Uer	0.0
DOLPMT4_Uer	0.0
DOPABMO	0.0
DOPAMT	0.0
DOPASFt	0.0
DOPASULT	0.0
DOPAt4_2_r	0.0
DOPAtu	0.0
DOPAVESSEC	0.0
DPCOAtl	0.0
DPGase	0.0
DPGM	0.0
DPHMBDCm	0.0
DPMVDx	0.0
DPPS	0.0
DRPA	0.0
DSAT	0.0
DUDPtn	0.0
DUMPtn	0.0
DURAD	1.368283013737257e-13
DURAD2	0.0
DURIK1	0.0
DURIK1m	0.0
DUTPDPm	0.0
DUTPDPn	0.0
EAFLATOXINte	0.0
EBASTINEOHte	0.0
EBASTINEOHtr	0.0
EBASTINEte	0.0
EBASTINEtr	0.0
EBP1r	0.0
EBP2r	0.0
ECOAH12m	0.0
ECOAH1m	3.383606262882244e-14
ECOAH1x	0.0
ECOAH9m	0.0
EHGLAT2m	0.0
EHGLATm	0.0
EICOSTETCPT1	0.0
EICOSTETCPT2	0.0
EICOSTETCRNt	0.0
ELAIDCPT1	0.0
ELAIDCPT2	0.0
ELAIDCRNt	0.0
ENGASE2ly	0.0
ENGASE3ly	0.0
ENGASEly	0.0
ESTRADIOLtr	0.0
ESTRIOLtr	0.0
ESTRONESt	0.0
ESTSULT	0.0
ETF	0.0
ETFQO	0.0
ETHAK	0.0
ETHP	0.0
ETOHMO	0.0
ETOHtx	0.0
EX_10fthf[e]	0.0
EX_10fthf7glu[e]	0.0
EX_1glyc_hs[e]	0.0
EX_24nph[e]	0.0
EX_2hb[e]	-33.49599258340746
EX_34dhoxpeg[e]	0.0
EX_3aib[e]	1000.0
EX_3aib_D[e]	0.0
EX_3mlda[e]	0.0
EX_4hphac[e]	0.0
EX_4mptnl[e]	0.0
EX_4nphsf[e]	0.0
EX_4pyrdx[e]	0.0
EX_5adtststerones[e]	0.0
EX_5fthf[e]	0.0
EX_5htrp[e]	0.0
EX_5mthf[e]	106.06409698726243
EX_7dhf[e]	0.0
EX_7thf[e]	-106.0640969872624
EX_ach[e]	0.0
EX_acnacngal14acglcgalgluside_hs[e]	0.0
EX_acngalacglcgal14acglcgalgluside_hs[e]	0.0
EX_adprbp[e]	0.0
EX_aflatoxin[e]	0.0
EX_ak2lgchol_hs[e]	0.0
EX_ala_D[e]	0.0
EX_aldstrn[e]	0.0
EX_aprgstrn[e]	0.0
EX_arachd[e]	0.0
EX_asp_D[e]	0.0
EX_atp[e]	-21.74661514323607
EX_bhb[e]	0.0
EX_bilglcur[e]	0.0
EX_biocyt[e]	0.0
EX_chol[e]	-41.63180118930023
EX_chsterol[e]	-4.939518081623956
EX_chtn[e]	0.0
EX_co[e]	0.0
EX_coumarin[e]	0.0
EX_crtstrn[e]	0.0
EX_cspg_a[e]	0.0
EX_cspg_b[e]	0.0
EX_cspg_c[e]	0.0
EX_cspg_d[e]	0.0
EX_cyan[e]	0.0
EX_dag_hs[e]	0.0
EX_dheas[e]	0.0
EX_dhf[e]	0.0
EX_dlnlcg[e]	0.0
EX_dmhptcrn[e]	0.0
EX_dopasf[e]	0.0
EX_eaflatoxin[e]	0.0
EX_ebastine[e]	0.0
EX_ebastineoh[e]	0.0
EX_estrones[e]	0.0
EX_fuc13galacglcgal14acglcgalgluside_hs[e]	0.0
EX_fucacngal14acglcgalgluside_hs[e]	0.0
EX_fuc_L[e]	0.0
EX_gd1c_hs[e]	0.0
EX_gluala[e]	0.0
EX_glygn2[e]	0.0
EX_glygn4[e]	0.0
EX_glygn5[e]	0.0
EX_gp1c_hs[e]	0.0
EX_gp1calpha_hs[e]	0.0
EX_gq1b_hs[e]	0.0
EX_gq1balpha_hs[e]	0.0
EX_gthox[e]	0.0
EX_gthrd[e]	-404.44614350539484
EX_gtp[e]	0.0
EX_hcoumarin[e]	0.0
EX_hestratriol[e]	0.0
EX_hom_L[e]	0.0
EX_htaxol[e]	0.0
EX_i[e]	0.0
EX_imp[e]	0.0
EX_inost[e]	-169.9217463730217
EX_ksi[e]	0.0
EX_ksi_deg1[e]	0.0
EX_ksii_core2[e]	0.0
EX_ksii_core4[e]	0.0
EX_leuktrA4[e]	-40.830725428969295
EX_leuktrB4[e]	0.0
EX_leuktrC4[e]	0.0
EX_leuktrE4[e]	40.83072542896929
EX_lgnc[e]	0.0
EX_lnlnca[e]	0.0
EX_lpchol_hs[e]	0.0
EX_mercplaccys[e]	148.09475816778448
EX_n2m2nmasn[e]	0.0
EX_nad[e]	0.0
EX_nadp[e]	0.0
EX_ncam[e]	0.0
EX_nifedipine[e]	0.0
EX_no[e]	0.0
EX_nrvnc[e]	0.0
EX_o2s[e]	-1000.0
EX_oagd3_hs[e]	0.0
EX_oagt3_hs[e]	0.0
EX_ocdcea[e]	0.0
EX_octa[e]	0.0
EX_oxa[e]	0.0
EX_paf_hs[e]	0.0
EX_pe_hs[e]	-13.40722877564065
EX_peplys[e]	0.0
EX_pglyc_hs[e]	-3.52819261239274
EX_phyt[e]	0.0
EX_prgstrn[e]	0.0
EX_prostgd2[e]	0.0
EX_prostge1[e]	0.0
EX_prostge2[e]	0.0
EX_ps_hs[e]	-211.5537896836924
EX_ptdca[e]	0.0
EX_retn[e]	0.0
EX_Rtotal[e]	0.0
EX_s2l2fn2m2masn[e]	0.0
EX_s2l2n2m2masn[e]	0.0
EX_sl_L[e]	0.0
EX_spc_hs[e]	0.0
EX_sphs1p[e]	0.0
EX_srtn[e]	0.0
EX_strch1[e]	0.0
EX_strch2[e]	0.0
EX_tagat_D[e]	0.0
EX_taxol[e]	0.0
EX_tchola[e]	0.0
EX_tcynt[e]	0.0
EX_tetpent3[e]	0.0
EX_tetpent6[e]	0.0
EX_tettet6[e]	0.0
EX_thyox_L[e]	0.0
EX_triodthy[e]	0.0
EX_tststerone[e]	0.0
EX_tststerones[e]	0.0
EX_tsul[e]	0.0
EX_txa2[e]	0.0
EX_tymsf[e]	0.0
EX_Tyr_ggn[e]	0.0
EX_urate[e]	0.0
EX_utp[e]	-1000.0000000000001
EX_whhdca[e]	0.0
EX_whtststerone[e]	0.0
EX_xolest_hs[e]	0.0
EX_xoltri24[e]	0.0
EX_xoltri25[e]	0.0
EX_xoltri27[e]	0.0
F1Atg	0.0
F1PGT	0.0
FACOAL140i	0.0
FACOAL150	0.0
FACOAL160i	0.0
FACOAL170	0.0
FACOAL180i	0.0
FACOAL1812	0.0
FACOAL1813	0.0
FACOAL181i	0.0
FACOAL1821	0.0
FACOAL1822	0.0
FACOAL1831	0.0
FACOAL1832	0.0
FACOAL184	0.0
FACOAL191	0.0
FACOAL200	0.0
FACOAL203	0.0
FACOAL204	0.0
FACOAL2042	0.0
FACOAL205	0.0
FACOAL206	0.0
FACOAL224	0.0
FACOAL2251	0.0
FACOAL2252	0.0
FACOAL226	2.833663086818077e-13
FACOAL240	0.0
FACOAL241	0.0
FACOAL244_1	0.0
FACOAL245_1	0.0
FACOAL245_2	0.0
FACOAL246_1	0.0
FACOAL260	0.0
FACOAL40im	0.0
FACOAL80i	0.0
FADDP	0.0
FADH2tru	0.0
FADtru	0.0
FAEL183	0.0
FAEL184	0.0
FAEL204	0.0
FAEL205	0.0
FALDH	0.0
FALDtly	0.0
FALDtm	0.0
FAOXC11	0.0
FAOXC140	0.0
FAOXC150m	0.0
FAOXC160	0.0
FAOXC16080m	0.0
FAOXC16080x	0.0
FAOXC161802m	0.0
FAOXC16180m	0.0
FAOXC170m	0.0
FAOXC180	4.781513440427631
FAOXC180x	0.0
FAOXC1811601m	0.0
FAOXC1811602m	0.0
FAOXC1811603m	0.0
FAOXC182806m	0.0
FAOXC18280m	0.0
FAOXC183803m	0.0
FAOXC183806m	0.0
FAOXC183806x	0.0
FAOXC18480m	0.0
FAOXC18480x	0.0
FAOXC200180m	0.0
FAOXC200180x	0.0
FAOXC2031836m	0.0
FAOXC204	0.0
FAOXC204184m	0.0
FAOXC2051843m	0.0
FAOXC2051843x	0.0
FAOXC2242046m	0.0
FAOXC2242046x	9.950382616429619e-15
FAOXC2251836m	0.0
FAOXC2251836x	0.0
FAOXC2252053m	-2.833663086818077e-13
FAOXC2252053x	0.0
FAOXC226	0.0
FAOXC226205m	0.0
FAOXC226205x	0.0
FAOXC240200x	0.0
FAOXC241181x	0.0
FAOXC2442246x	0.0
FAOXC2452253x	0.0
FAOXC2452256x	0.0
FAOXC246226x	0.0
FAOXC260240x	0.0
FAOXC80	0.0
FAS100COA	0.0
FAS120COA	0.0
FAS140COA	0.0
FAS160COA	0.0
FAS180COA	0.0
FAS80COA_L	0.0
FATP1t	0.0
FATP2t	0.0
FATP3t	0.0
FATP5t	0.0
FATP8t	0.0
FATP9t	0.0
FBA4	0.0
FBA5	0.0
FBP26	0.0
FCLTm	0.0
FCOAH	0.0
FDH	-1.0903606361774376e-14
FE3R2e	0.0
FK	0.0
FKYNH	0.0
FOLR2	0.0
FOLt2	0.0
FORMCOAtx	0.0
FORt2m	0.0
FORtr	0.0
FPGS2	0.0
FPGS2m	0.0
FPGS3	0.0
FPGS3m	0.0
FPGS4	0.0
FPGS4m	0.0
FPGS5	0.0
FPGS5m	0.0
FPGS6	0.0
FPGS6m	0.0
FPGS7m	0.0
FPGS8	0.0
FPGS8m	0.0
FPGS9	0.0
FPGS9m	0.0
FPGSm	0.0
FRDPtr	0.0
FRUt1r	0.0
FTHFDH	0.0
FTHFLm	0.0
FUC13GALACGLCGAL14ACGLCGALGLUSIDEte	0.0
FUCACNGAL14ACGLCGALGLUSIDEte	0.0
FUCASE2e	0.0
FUCASE2ly	0.0
FUCASEe	0.0
FUCASEly	0.0
FUCtly	0.0
FUMAC	0.0
FUMm	694.681798677539
FUMSO3tm	0.0
FUMSO4tm	0.0
FUMtm	0.0
FUMTSULtm	0.0
G14T2g	0.0
G14T3g	0.0
G14T4g	0.0
G14T5g	0.0
G3PD2m	0.0
G5SADrm	0.0
G5SDym	0.0
G6PDH1rer	0.0
G6PDH2rer	0.0
G6PPer	0.0
G6Pter	0.0
GACMTRc	0.0
GACPAILter	0.0
GALASE10ly	0.0
GALASE11ly	0.0
GALASE12ly	0.0
GALASE13ly	0.0
GALASE14ly	0.0
GALASE15ly	0.0
GALASE16ly	0.0
GALASE17ly	0.0
GALASE18ly	0.0
GALASE19ly	0.0
GALASE1ly	0.0
GALASE20ly	0.0
GALASE3ly	0.0
GALASE4ly	0.0
GALASE5ly	0.0
GALASE6ly	0.0
GALASE7ly	0.0
GALASE8ly	0.0
GALASE9ly	0.0
GALC	0.0
GALGLUSIDEtl	0.0
GALGT1	0.0
GALGT2	0.0
GALGT3	0.0
GALGT4	0.0
GALNACT1g	0.0
GALNACT2g	0.0
GALNACT3g	0.0
GALNACT4g	0.0
GALNACT5g	0.0
GALNTg	0.0
GALOR	0.0
GALSIDEtg	0.0
GALSIDEtl	0.0
GALt1r	0.0
GALT2g	0.0
GALTg	0.0
GALtly	0.0
GAMt1r	0.0
GAMYe	0.0
GAO1	0.0
GAO1g	0.0
GAO2	0.0
GAO2g	0.0
GARFT	0.0
GASNASE2ly	0.0
GASNASE3ly	0.0
GASNASEly	0.0
GBA	4.233734286323048
GBAl	0.0
GBGT1	0.0
GBSIDEtl	0.0
GD1Cte	0.0
GD1Ctg	0.0
GFUCS	0.0
GGH_10FTHF5GLUe	0.0
GGH_10FTHF5GLUl	0.0
GGH_10FTHF6GLUe	0.0
GGH_10FTHF6GLUl	0.0
GGH_10FTHF7GLUe	0.0
GGH_10FTHF7GLUl	0.0
GGH_5DHFe	0.0
GGH_5DHFl	0.0
GGH_5THFe	106.0640969872624
GGH_5THFl	0.0
GGH_6DHFe	0.0
GGH_6DHFl	0.0
GGH_6THFe	106.0640969872624
GGH_6THFl	0.0
GGH_7DHFe	0.0
GGH_7DHFl	0.0
GGH_7THFe	106.0640969872624
GGH_7THFl	0.0
GGLUCT	0.0
GGNG	0.0
GGT_L	0.0
GGT5r	0.0
GHMT2rm	0.0
GHMT3	0.0
GLACO	0.0
GLACter	0.0
GLAl	0.0
GLB1	0.0
GLBRAN	0.0
GLCAASE1ly	0.0
GLCAASE4ly	0.0
GLCAASE5ly	0.0
GLCAASE6ly	0.0
GLCAASE7ly	0.0
GLCAASE8ly	0.0
GLCAASE9ly	0.0
GLCAE1g	0.0
GLCAE2g	0.0
GLCAT2g	0.0
GLCAT3g	0.0
GLCAT4g	0.0
GLCAT5g	0.0
GLCAT6g	0.0
GLCAT7g	0.0
GLCAT8g	0.0
GLCAT9g	0.0
GLCATg	0.0
GLCMter	0.0
GLCNACASE1ly	0.0
GLCNACASE2ly	0.0
GLCNACASE3ly	0.0
GLCNACASE4ly	0.0
GLCNACASE5ly	0.0
GLCNACDASg	0.0
GLCNACT1g	0.0
GLCNACT2g	0.0
GLCNACT3g	0.0
GLCNACT4g	0.0
GLCNACT5g	0.0
GLCt1r	-4.233734286322896
GLCtg	0.0
GLCtly	0.0
GLCURtly	0.0
GLDBRAN	0.0
GLGNS1	0.0
GLNtm	52.59664784470629
GLNtN1	1000.0
GLPASE1	0.0
GLPASE2	0.0
GLU5Km	0.0
GLUCYS	0.0
GLUDC	0.0
GLUDxm	-11.953783601069437
GLUDym	11.953783601069786
GluForTx	0.0
GLUNm	52.59664784470629
GLUt2m	1000.0
GLUt7l	0.0
GLUTCOADHm	0.0
GLUtr	0.0
GLXO2p	0.0
GLYAMDTRc	0.0
GLYATm	0.0
GLYBt4_2_r	1.557666440713514e-13
GLYBtm	0.0
GLYCLTDy	0.0
GLYCLTtp	0.0
GLYCtm	0.0
GLYCTO1p	0.0
GLYKm	0.0
GLYOXm	0.0
GLYt7_211_r	0.0
GLYtp	-2.406120009160707e-13
GMPtg	0.0
GMPtn	0.0
GNDer	0.0
GNMT	0.0
GP1CALPHAte	0.0
GP1CALPHAtg	0.0
GP1Cte	0.0
GP1Ctg	0.0
GPAM_hs	0.0
GPIAT	0.0
GPIDA2er	0.0
GPIDAer	0.0
GPIMTer_U	0.0
GQ1BALPHAte	0.0
GQ1BALPHAtg	0.0
GQ1Bte	0.0
GQ1Btg	0.0
GRTTx	0.0
GSNt	0.0
GSNtl	0.0
GT1Atg	0.0
GTHO	0.0
GTHOm	0.0
GTHP	0.0
GTHPe	0.0
GTHPm	0.0
GTHRDtr	0.0
GTHS	0.0
GUACYC	0.0
GUAD	0.0
GULN3D	-118.87040907089971
H2CO3Dm	-5.667326173636154e-13
H2ETer	0.0
H2MTer_U	0.0
H2O2syn	0.0
