	Reacciones	FlujosN1
258	ASPDt6	0.0
259	ASPDxt	0.0
260	ASPGLUm	49.1415206670127
261	ASPTAm	-49.14152066701269
262	ATP1ter	0.0
263	ATP2ter	0.0
264	ATPasel	0.0
265	ATPH1e	0.0
266	ATPH2e	0.0
267	ATPtm	989.9331028505687
268	ATPtn	0.0
269	B_MANNASEly	0.0
270	B3GALT3g	0.0
271	B3GALT41g	0.0
272	B3GALT42g	0.0
273	B3GALT43g	0.0
274	B3GALT44g	0.0
275	B3GALT5g	0.0
276	BACCL	0.0
277	BACCLm	0.0
278	BALAtmr	0.0
279	BAMPPALDOX	0.0
280	BDHm	0.0
281	BETALDHxm	0.0
282	BHBtm	0.0
283	BHMT	0.0
284	BILDGLCURte	0.0
285	BILDGLCURtr	0.0
286	BILGLCURte	0.0
287	BILIRED	0.0
288	BILIRUBtr	0.0
289	BIOCYTtn	0.0
290	BMTer_U	0.0
291	BPNT2	0.0
292	BTND1	0.0
293	BTND1n	0.0
294	BTNDe	0.0
295	BTNDm	0.0
296	BTNPL	0.0
297	BTNPLm	0.0
298	BTNt2	0.0
299	BUTt2m	0.0
300	BZt	0.0
301	BZtr	0.0
302	C14STRr	0.0
303	C160CPT1	0.0
304	C160CPT2	0.0
305	C160CRNt	0.0
306	C161CPT1	0.0
307	C161CPT12	0.0
308	C161CPT2	0.0
309	C161CPT22	0.0
310	C161CRN2t	0.0
311	C161CRNt	0.0
312	C180CPT1	0.0
313	C180CPT2	0.0
314	C180CRNt	0.0
315	C181CPT1	0.0
316	C181CPT2	0.0
317	C181CRNt	0.0
318	C204CPT1	0.0
319	C204CPT2	0.0
320	C204CRNt	0.0
321	C226CPT1	0.0
322	C226CPT2	0.0
323	C3STDH1Pr	0.0
324	C3STDH1r	0.0
325	C3STKR2r	0.0
326	C4STMO1r	0.0
327	C4STMO2Pr	0.0
328	C4STMO2r	0.0
329	CAATPS	0.0
330	CAT2p	0.0
331	CAt7r	0.0
332	CATm	450.9727746255789
333	CATp	-4.167835861796481e-14
334	CBPPer	0.0
335	CBPter	0.0
336	CBR2	636.5807793041195
337	CDIPTr	-3.249436192598266
338	CDS	0.0
339	CDSm	0.0
340	CEPTC	0.0
341	CEPTE	0.0
342	CERK	0.0
343	CERT1gt	0.0
344	CERT1rt	0.0
345	CGLYt3_2_	0.0
346	CH25H	0.0
347	CHLP	0.0
348	CHLPCTD	0.0
349	CHOLD2m	0.0
350	CHOLK	0.0
351	CHOLPtg	0.0
352	CHOLPtl	0.0
353	CHOLt4	47.92653590431477
354	CHOLtg	0.0
355	CHOLtr	0.0
356	CHOLtu	0.0
357	CHSTEROLSULT	0.0
358	CHSTEROLt1	0.0
359	CHSTEROLt3	0.0
360	CHTNASE	0.0
361	CITRtm	0.0
362	CITtam	0.0
363	CITtbm	0.0
364	CK	0.0
365	CKc	0.0
366	CLHCO3tex2	0.0
367	CLOHtex2	0.0
368	CLPNDCOAtx	0.0
369	CLPNDCPT1	0.0
370	CLPNDCPT2	0.0
371	CLPNDCRNt	0.0
372	CLS_hs	3.2494361925982664
373	CMPACNAtg	0.0
374	CMPACNAtn	0.0
375	CMPSAS	0.0
376	CMPSASn	0.0
377	CO2ter	-666.6666666666667
378	CO2tg	0.0
379	CO2tp	0.0
380	COAtg	0.0
381	COAtl	0.0
382	COAtm	-3.60918001374106e-13
383	COKECBESr	0.0
384	COQ3m	0.0
385	COQ5m	0.0
386	COQ6m	0.0
387	COQ7m	0.0
388	CORE2GTg	0.0
389	CORE6GTg	0.0
390	COt	0.0
391	COUCOAFm	0.0
392	COUMARINte	0.0
393	CREATt4_2_r	0.0
394	CREATtmdiffir	0.0
395	CRNCAR3tp	0.0
396	CRNCARtp	0.0
397	CRNt	0.0
398	CRNtHa	0.0
399	CRNtim	0.0
400	CRTSLtm	0.0
401	CRTSLtr	0.0
402	CRTSTRNt	0.0
403	CSAPASEly	0.0
404	CSBPASEly	0.0
405	CSCPASEly	0.0
406	CSDPASEly	0.0
407	CSEPASEly	0.0
408	CSm	0.0
409	CSNAT2m	0.0
410	CSNAT2x	0.0
411	CSNAT3x	0.0
412	CSNATer	0.0
413	CSNATm	0.0
414	CSNATp	0.0
415	CSNATr	0.0
416	CSPG_At	0.0
417	CSPG_Atly	0.0
418	CSPG_Bt	0.0
419	CSPG_Btly	0.0
420	CSPG_Ct	0.0
421	CSPG_Ctly	0.0
422	CSPG_Dt	0.0
423	CSPG_Dtly	0.0
424	CSPG_Et	0.0
425	CSPG_Etly	0.0
426	CTPtn	0.0
427	CYANt	0.0
428	CYANtm	0.0
429	CYSGLUexR	0.0
430	CYSGLYexR	0.0
431	CYSO	0.0
432	CYSTA	0.0
433	CYStec	0.0
434	CYTD	0.0
435	CYTDK1	0.0
436	CYTDt	10.880510483296103
437	CYTDtl	0.0
438	CYTK10	0.0
439	CYTK10n	0.0
440	CYTK11	0.0
441	CYTK11n	0.0
442	CYTK12	0.0
443	CYTK12n	0.0
444	CYTK13	0.0
445	CYTK13n	0.0
446	CYTK14	0.0
447	CYTK14n	0.0
448	CYTK1m	0.0
449	CYTK1n	0.0
450	CYTK2n	0.0
451	CYTK3	0.0
452	CYTK3n	0.0
453	CYTK4	0.0
454	CYTK4n	0.0
455	CYTK5	-10.880510483296097
456	CYTK5n	0.0
457	CYTK6	0.0
458	CYTK6n	0.0
459	CYTK7	0.0
460	CYTK7n	0.0
461	CYTK8	10.8805104832961
462	CYTK8n	0.0
463	CYTK9	0.0
464	CYTK9n	0.0
465	D_3AIBt	0.0
466	DADA	0.0
467	DADAe	0.0
468	DADNt4	0.0
469	DAG_HSter	0.0
470	DAGK_hs	0.0
471	DAGKn_hs	0.0
472	DAGt	-4.8738755587384865
473	DASCBR	0.0
474	DASPO1p	0.0
475	DCIm	0.0
476	DCK1n	0.0
477	DCK2n	0.0
478	DCSPTN1CPT1	0.0
479	DCSPTN1CPT2	0.0
480	DCSPTN1CRNt	0.0
481	DCSPTN1t	0.0
482	DCT	0.0
483	DCTPtn	0.0
484	DCYTD	0.0
485	DDPGAm	0.0
486	DECDPtm	0.0
487	DESAT16_2	0.0
488	DESAT18_10	0.0
489	DESAT18_3	0.0
490	DESAT18_4	0.0
491	DESAT18_5	0.0
492	DESAT18_6	0.0
493	DESAT18_7	0.0
494	DESAT18_8	0.0
495	DESAT18_9	0.0
496	DESAT20_1	0.0
497	DESAT20_2	0.0
498	DESAT22_1p	0.0
499	DESAT24_1	0.0
500	DGAT	0.0
501	DGK2m	0.0
502	DGNSKm	0.0
503	DGSNtm	0.0
504	DHAAt1r	0.0
505	DHCR241r	0.0
506	DHCR242r	0.0
507	DHCR243r	0.0
508	DHCR71r	0.0
509	DHCR72r	0.0
510	DHCRD1	0.0
511	DHCRD2	0.0
512	DHDPBMTm	0.0
513	DHEASt	1.7490698322713444e-13
514	DHEAStr	0.0
515	DHEASULT	0.0
516	DHEAtr	-1.7490698322713444e-13
517	DHFtl	0.0
518	DHFtm	0.0
519	DHORD9	0.0
520	DHPM1	0.0
521	DHPM2	0.0
522	DIDPtn	0.0
523	DIGALSGALSIDEtg	0.0
524	DIGALSIDEtl	0.0
525	DINt	0.0
526	DITPtn	0.0
527	D_LACtm	0.0
528	DLNLCGCPT1	0.0
529	DLNLCGCPT2	0.0
530	DLNLCGCRNt	0.0
531	DLNLCGt	0.0
532	DM_Asn_X_Ser_Thr_ly_	0.0
533	DM_dctp_m_	0.0
534	DM_dem2emgacpail_prot_hs_r_	0.0
535	DM_dgpi_prot_hs_r_	0.0
536	DM_dttp_m_	0.0
537	DM_gpi_sig_er_	0.0
538	DM_kdn_c_	0.0
539	DM_mem2emgacpail_prot_hs_r_	0.0
540	DM_Ser_Gly_Ala_X_Gly_ly_	0.0
541	DMATTx	0.0
542	DMGDHm	0.0
543	DMGtm	0.0
544	DMHPTCRNCPT2	0.0
545	DMHPTCRNt	0.0
546	DMHPTCRNte	0.0
547	DMNONCRNCPT2	0.0
548	DNDPt23m	0.0
549	DNDPt28m	0.0
550	DNDPt38m	0.0
551	DOLGLCP_Lter	0.0
552	DOLGPP_Ler	0.0
553	DOLICHOL_Lter	0.0
554	DOLICHOL_Uter	0.0
555	DOLK_U	0.0
556	DOLMANP_Uter	0.0
557	DOLPGT3_Ler	0.0
558	DOLPGT3_Uer	0.0
559	DOLPMT3_Uer	0.0
560	DOLPMT4_Uer	0.0
561	DOPABMO	0.0
562	DOPAMT	0.0
563	DOPAQNISO1	0.0
564	DOPASFt	0.0
565	DOPASULT	0.0
566	DOPAt4_2_r	99.49427960942809
567	DOPAtu	-99.49427960942809
568	DPCOAtl	0.0
569	DPGase	0.0
570	DPGM	0.0
571	DPHMBDCm	0.0
572	DPMVDx	0.0
573	DPPS	0.0
574	DRPA	0.0
575	DSAT	0.0
576	DUDPtn	0.0
577	DUMPtn	0.0
578	DURAD	0.0
579	DURAD2	0.0
580	DURIK1	0.0
581	DURIK1m	0.0
582	DUTPDPm	0.0
583	DUTPDPn	0.0
584	EAFLATOXINte	0.0
585	EBASTINEOHte	0.0
586	EBASTINEOHtr	0.0
587	EBASTINEte	0.0
588	EBASTINEtr	0.0
589	EBP1r	0.0
590	EBP2r	0.0
591	ECOAH12m	352.8040285841446
592	ECOAH1m	0.0
593	ECOAH1x	0.0
594	ECOAH9m	0.0
595	EHGLAT2m	0.0
596	EHGLATm	0.0
597	EICOSTETCPT1	0.0
598	EICOSTETCPT2	0.0
599	EICOSTETCRNt	0.0
600	ELAIDCPT1	0.0
601	ELAIDCPT2	0.0
602	ELAIDCRNt	0.0
603	ENGASE2ly	0.0
604	ENGASE3ly	0.0
605	ENGASEly	0.0
606	ESTRADIOLtr	0.0
607	ESTRIOLtr	0.0
608	ESTRONEtr	0.0
609	ESTSULT	0.0
610	ETF	0.0
611	ETFQO	0.0
612	ETHAK	0.0
613	ETHP	0.0
614	ETOHMO	0.0
615	ETOHtx	0.0
616	EX_10fthf[e]	0.0
617	EX_10fthf7glu[e]	0.0
618	EX_13_cis_retnglc[e]	0.0
619	EX_24nph[e]	0.0
620	EX_2hb[e]	0.0
621	EX_34dhoxpeg[e]	0.0
622	EX_3aib[e]	0.0
623	EX_3aib_D[e]	0.0
624	EX_3mlda[e]	0.0
625	EX_4hphac[e]	0.0
626	EX_4mptnl[e]	0.0
627	EX_4nphsf[e]	0.0
628	EX_4pyrdx[e]	0.0
629	EX_5adtststerones[e]	1.7490698322713441e-13
630	EX_5fthf[e]	0.0
631	EX_5htrp[e]	0.0
632	EX_5mthf[e]	87.15613339025164
633	EX_6htststerone[e]	0.0
634	EX_7dhf[e]	-79.51053327641507
635	EX_7thf[e]	-87.15613339025157
636	EX_abt[e]	0.0
637	EX_ach[e]	0.0
638	EX_acn13acngalgbside_hs[e]	0.0
639	EX_acn23acngalgbside_hs[e]	0.0
640	EX_acnacngal14acglcgalgluside_hs[e]	0.0
641	EX_acnacngalgbside_hs[e]	0.0
642	EX_acngalacglcgal14acglcgalgluside_hs[e]	0.0
643	EX_adprbp[e]	0.0
644	EX_aflatoxin[e]	0.0
645	EX_ak2lgchol_hs[e]	0.0
646	EX_aldstrn[e]	0.0
647	EX_aprgstrn[e]	0.0
648	EX_arachd[e]	-1.707141586264404e-13
649	EX_asp_D[e]	0.0
650	EX_atp[e]	-25.03470668300553
651	EX_bhb[e]	0.0
652	EX_bildglcur[e]	0.0
653	EX_bilglcur[e]	0.0
654	EX_biocyt[e]	0.0
655	EX_chol[e]	-47.92653590431476
656	EX_chtn[e]	0.0
657	EX_co[e]	0.0
658	EX_coumarin[e]	0.0
659	EX_crtstrn[e]	0.0
660	EX_cspg_a[e]	0.0
661	EX_cspg_b[e]	0.0
662	EX_cspg_c[e]	0.0
663	EX_cspg_d[e]	0.0
664	EX_cyan[e]	0.0
665	EX_dcsptn1[e]	0.0
666	EX_dheas[e]	-1.7490698322713444e-13
667	EX_dhf[e]	79.51053327641509
668	EX_digalsgalside_hs[e]	0.0
669	EX_dlnlcg[e]	0.0
670	EX_dmhptcrn[e]	0.0
671	EX_dopasf[e]	0.0
672	EX_eaflatoxin[e]	0.0
673	EX_ebastine[e]	0.0
674	EX_ebastineoh[e]	0.0
675	EX_fuc13galacglcgal14acglcgalgluside_hs[e]	0.0
676	EX_fucacngal14acglcgalgluside_hs[e]	0.0
677	EX_fucgalgbside_hs[e]	0.0
678	EX_fuc_L[e]	0.0
679	EX_gd1c_hs[e]	0.0
680	EX_glygn2[e]	0.0
681	EX_glygn4[e]	0.0
682	EX_glygn5[e]	0.0
683	EX_gp1c_hs[e]	0.0
684	EX_gp1calpha_hs[e]	0.0
685	EX_gq1b_hs[e]	0.0
686	EX_gq1balpha_hs[e]	0.0
687	EX_gt1a_hs[e]	0.0
688	EX_gthox[e]	0.0
689	EX_gtp[e]	0.0
690	EX_hcoumarin[e]	0.0
691	EX_hestratriol[e]	0.0
692	EX_hom_L[e]	0.0
693	EX_htaxol[e]	0.0
694	EX_i[e]	0.0
695	EX_idp[e]	0.0
696	EX_imp[e]	0.0
697	EX_inost[e]	83.46432058058444
698	EX_ksi[e]	0.0
699	EX_ksi_deg1[e]	0.0
700	EX_ksii_core2[e]	0.0
701	EX_ksii_core4[e]	0.0
702	EX_leuktrA4[e]	0.0
703	EX_leuktrB4[e]	0.0
704	EX_leuktrC4[e]	0.0
705	EX_leuktrD4[e]	0.0
706	EX_leuktrE4[e]	0.0
707	EX_lgnc[e]	0.0
708	EX_lnlc[e]	0.0
709	EX_lnlnca[e]	0.0
710	EX_lpchol_hs[e]	0.0
711	EX_mercplaccys[e]	0.0
712	EX_n2m2nmasn[e]	0.0
713	EX_nad[e]	0.0
714	EX_nadp[e]	0.0
715	EX_ncam[e]	0.0
716	EX_nifedipine[e]	0.0
717	EX_no[e]	0.0
718	EX_nrpphrsf[e]	0.0
719	EX_nrvnc[e]	0.0
720	EX_o2s[e]	-1000.0
721	EX_oagd3_hs[e]	0.0
722	EX_oagt3_hs[e]	0.0
723	EX_ocdcea[e]	0.0
724	EX_octa[e]	0.0
725	EX_oxa[e]	0.0
726	EX_paf_hs[e]	0.0
727	EX_pe_hs[e]	-15.434403819603396
728	EX_peplys[e]	0.0
729	EX_pglyc_hs[e]	-4.061655875668377
730	EX_phyt[e]	0.0
731	EX_prgstrn[e]	0.0
732	EX_prostge1[e]	0.0
733	EX_prostgf2[e]	636.5807793041193
734	EX_ps_hs[e]	-59.29928384824977
735	EX_ptdca[e]	0.0
736	EX_Rtotal[e]	4.873875558738487
737	EX_s2l2fn2m2masn[e]	0.0
738	EX_s2l2n2m2masn[e]	0.0
739	EX_sl_L[e]	0.0
740	EX_spc_hs[e]	0.0
741	EX_sphs1p[e]	0.0
742	EX_srtn[e]	0.0
743	EX_strch1[e]	0.0
744	EX_strch2[e]	0.0
745	EX_tagat_D[e]	0.0
746	EX_taxol[e]	0.0
747	EX_tchola[e]	0.0
748	EX_tcynt[e]	0.0
749	EX_tetpent3[e]	0.0
750	EX_tetpent6[e]	0.0
751	EX_tettet6[e]	0.0
752	EX_triodthy[e]	0.0
753	EX_tststerones[e]	0.0
754	EX_tsul[e]	0.0
755	EX_txa2[e]	0.0
756	EX_tymsf[e]	0.0
757	EX_Tyr_ggn[e]	0.0
758	EX_urate[e]	289.9140362034334
759	EX_utp[e]	-1000.0000000000001
760	EX_whhdca[e]	0.0
761	EX_whtststerone[e]	0.0
762	EX_xolest_hs[e]	0.0
763	EX_xoltri24[e]	0.0
764	EX_xoltri25[e]	0.0
765	EX_xoltri27[e]	0.0
766	F1PGT	0.0
767	FACOAL140i	0.0
768	FACOAL150	0.0
769	FACOAL160i	0.0
770	FACOAL170	0.0
771	FACOAL180i	0.0
772	FACOAL1812	0.0
773	FACOAL1813	0.0
774	FACOAL181i	0.0
775	FACOAL1821	0.0
776	FACOAL1822	0.0
777	FACOAL1831	0.0
778	FACOAL1832	0.0
779	FACOAL184	0.0
780	FACOAL191	0.0
781	FACOAL200	0.0
782	FACOAL203	0.0
783	FACOAL204	0.0
784	FACOAL2042	0.0
785	FACOAL205	0.0
786	FACOAL206	0.0
787	FACOAL224	0.0
788	FACOAL2251	0.0
789	FACOAL2252	0.0
790	FACOAL226	0.0
791	FACOAL240	0.0
792	FACOAL241	0.0
793	FACOAL244_1	0.0
794	FACOAL245_1	0.0
795	FACOAL245_2	0.0
796	FACOAL246_1	0.0
797	FACOAL260	0.0
798	FACOAL40im	0.0
799	FACOAL80i	0.0
800	FADDP	0.0
801	FADH2tru	0.0
802	FADtru	0.0
803	FAEL183	0.0
804	FAEL184	0.0
805	FAEL204	0.0
806	FAEL205	0.0
807	FALDH	0.0
808	FALDtly	0.0
809	FALDtm	0.0
810	FAOXC11	0.0
811	FAOXC140	0.0
812	FAOXC150m	0.0
813	FAOXC160	0.0
814	FAOXC16080m	0.0
815	FAOXC16080x	0.0
816	FAOXC161802m	0.0
817	FAOXC16180m	0.0
818	FAOXC170m	0.0
819	FAOXC180	0.0
820	FAOXC180x	0.0
821	FAOXC1811601m	0.0
822	FAOXC1811602m	0.0
823	FAOXC1811603m	0.0
824	FAOXC182806m	0.0
825	FAOXC18280m	0.0
826	FAOXC183803m	0.0
827	FAOXC183806m	0.0
828	FAOXC183806x	0.0
829	FAOXC18480m	0.0
830	FAOXC18480x	0.0
831	FAOXC200180m	0.0
832	FAOXC200180x	0.0
833	FAOXC2031836m	0.0
834	FAOXC204	0.0
835	FAOXC204184m	0.0
836	FAOXC2051843m	0.0
837	FAOXC2051843x	0.0
838	FAOXC2242046m	0.0
839	FAOXC2242046x	0.0
840	FAOXC2251836m	0.0
841	FAOXC2251836x	0.0
842	FAOXC2252053m	0.0
843	FAOXC2252053x	0.0
844	FAOXC226	0.0
845	FAOXC226205m	0.0
846	FAOXC226205x	0.0
847	FAOXC240200x	0.0
848	FAOXC241181x	0.0
849	FAOXC2442246x	0.0
850	FAOXC2452253x	0.0
851	FAOXC2452256x	0.0
852	FAOXC246226x	0.0
853	FAOXC260240x	0.0
854	FAOXC80	0.0
855	FAS100COA	0.0
856	FAS120COA	0.0
857	FAS140COA	0.0
858	FAS160COA	0.0
859	FAS180COA	0.0
860	FAS80COA_L	0.0
861	FATP1t	0.0
862	FATP2t	0.0
863	FATP3t	0.0
864	FATP5t	-636.5807793041193
865	FATP8t	0.0
866	FATP9t	0.0
867	FBA4	0.0
868	FBA5	0.0
869	FBP26	0.0
870	FCLTm	0.0
871	FCOAH	0.0
872	FDH	0.0
873	FE3R2e	0.0
874	FK	0.0
875	FKYNH	0.0
876	FOLR2	0.0
877	FORMCOAtx	0.0
878	FORt2m	0.0
879	FORtr	0.0
880	FPGS2	0.0
881	FPGS2m	0.0
882	FPGS3	0.0
883	FPGS3m	0.0
884	FPGS4	0.0
885	FPGS4m	0.0
886	FPGS5	0.0
887	FPGS5m	0.0
888	FPGS6	0.0
889	FPGS6m	0.0
890	FPGS7m	0.0
891	FPGS8	0.0
892	FPGS8m	0.0
893	FPGS9	0.0
894	FPGS9m	0.0
895	FPGSm	0.0
896	FRDPtr	0.0
897	FRUt1r	0.0
898	FTHFDH	0.0
899	FTHFLm	0.0
900	FUC13GALACGLCGAL14ACGLCGALGLUSIDEte	0.0
901	FUCACNGAL14ACGLCGALGLUSIDEte	0.0
902	FUCASE2e	0.0
903	FUCASE2ly	0.0
904	FUCASEe	0.0
905	FUCASEly	0.0
906	FUCGALGBSIDEte	0.0
907	FUCGALGBSIDEtg	0.0
908	FUCtly	0.0
909	FUMAC	0.0
910	FUMm	1000.0
911	FUMSO3tm	0.0
912	FUMSO4tm	0.0
913	FUMtm	0.0
914	FUMTSULtm	0.0
915	FUT11g	0.0
916	G14T2g	0.0
917	G14T3g	0.0
918	G14T4g	0.0
919	G14T5g	0.0
920	G3PD2m	0.0
921	G5SADrm	0.0
922	G5SDym	0.0
923	G6PDH1rer	666.6666666666664
924	G6PDH2rer	3.15825002977793e-13
925	G6PPer	0.0
926	G6Pter	666.6666666666666
927	GACMTRc	0.0
928	GACPAILter	0.0
929	GAL3ST11	0.0
930	GAL3ST12	0.0
931	GALASE10ly	0.0
932	GALASE11ly	0.0
933	GALASE12ly	0.0
934	GALASE13ly	0.0
935	GALASE14ly	0.0
