Reacciones	FlujosC2
ACOX22x	0.0
ACOX2x	0.0
ACP1_FMN_	0.0
ACRNtm	-1000.0
ACS2	0.0
ACSm	0.0
ACtg	0.0
ADA	0.0
ADAe	108.52918826514274
ADEt	-108.52918826514274
ADK1m	0.0
ADK3	0.0
ADK3m	1.4653962682847824e-13
ADKd	0.0
ADMDC	92.3937866194074
ADNCYC	0.0
ADNK1m	1.465396268284782e-13
ADNt	0.0
ADNt4	0.0
ADNtl	0.0
ADNtm	1.465396268284782e-13
ADPMAN	0.0
ADPRIBt	0.0
ADRNCPT1	0.0
ADRNCPT2	0.0
ADRNCRNt	0.0
ADSK	0.0
ADSL1	0.0
ADSL2	0.0
AFLATOXINte	0.0
AG13T1g	0.0
AG13T2g	0.0
AG13T3g	0.0
AGPAT1	0.0
AHEXASE2ly	0.0
AHEXASEly	0.0
AIRCr	0.0
AKGDm	1000.0
AKGMALtm	0.0
AKR1C1	0.0
ALASERNaEx	0.0
ALASm	0.0
ALATA_L	-1000.0
ALAtN1	0.0
ALCD21_D	0.0
ALCD21_L	0.0
ALCD22_D	0.0
ALCD22_L	0.0
ALCD2if	0.0
ALCD2yf	0.0
ALDD20x	0.0
ALDD20xm	0.0
ALDD21	0.0
ALDD2xm	0.0
ALDD2y	685.9350737961593
ALOX12	0.0
ALOX15	0.0
ALOX5	0.0
ALOX52	1000.0
ALR2	0.0
ALR3	0.0
AMACRp	0.0
AMETt2m	0.0
AMPDA	10.903758957434116
AMPTASECGe	881.9175781430093
AMY1e	0.0
AMY2e	0.0
ANDRSTRNte	867.8577459751477
ANDRSTRNtr	0.0
AOBUTDsm	0.0
APAT2rm	218.36207816101543
APOCF	0.0
APOCFm	0.0
APOC_LYS_BTNP	0.0
APOC_LYS_BTNPm	0.0
APRTO2	0.0
ARAB_Lt	0.0
ARABR	0.0
ARACHCOAtx	0.0
ARACHCPT1	0.0
ARACHCPT2	0.0
ARACHCRNt	0.0
ARACHDCOAtx	0.0
ARACHDt2	-1000.0
ARGSS	0.0
R_group_phosphotase_2	0.0
R_group_phosphotase_3	0.0
ARTFR208	0.0
ARTPLM3m	0.0
ASAH1	0.0
ASCBt4	0.0
ASNGLNNaEx	0.0
ASNNm	0.0
ASNS1	0.0
ASNTHRNaEx	0.0
ASNtm	0.0
ASNtN1	1000.0
ASPCTr	0.0
ASPDt6	0.0
ASPDxt	0.0
ASPGLUm	0.0
ASPTAm	0.0
ATP1ter	0.0
ATP2ter	0.0
ATPasel	0.0
ATPH1e	0.0
ATPH2e	0.0
ATPtm	1000.0
ATPtn	0.0
B_MANNASEly	0.0
B3GALT3g	0.0
B3GALT41g	0.0
B3GALT42g	0.0
B3GALT43g	0.0
B3GALT5g	0.0
B3GNT11g	0.0
B3GNT310g	0.0
B3GNT311g	0.0
B3GNT312g	0.0
B3GNT313g	0.0
B3GNT314g	0.0
B3GNT31g	0.0
B3GNT32g	0.0
B3GNT33g	0.0
B3GNT34g	0.0
B3GNT35g	0.0
B3GNT36g	0.0
B3GNT39g	0.0
B3GNT51g	0.0
BACCL	0.0
BACCLm	0.0
BALAtmr	218.36207816101543
BAMPPALDOX	0.0
BDHm	0.0
BETALDHxm	0.0
BHBtm	0.0
BHMT	46.19689330970369
BILIRED	0.0
BIOCYTtn	0.0
BMTer_U	0.0
BPNT2	0.0
BTND1	0.0
BTND1n	0.0
BTNDe	0.0
BTNDm	0.0
BTNPL	0.0
BTNPLm	0.0
BTNt2	0.0
BUP2	0.0
BZt	0.0
BZtr	0.0
C14STRr	0.0
C160CPT1	0.0
C160CPT2	0.0
C160CRNt	0.0
C161CPT1	0.0
C161CPT12	0.0
C161CPT2	0.0
C161CPT22	317.13773027939874
C161CRN2t	0.0
C161CRNt	0.0
C180CPT1	0.0
C180CPT2	0.0
C180CRNt	0.0
C181CPT1	0.0
C181CPT2	0.0
C181CRNt	0.0
C204CPT1	0.0
C204CPT2	0.0
C204CRNt	0.0
C226COAtx	0.0
C226CPT1	0.0
C226CPT2	0.0
C3STDH1Pr	0.0
C3STDH1r	0.0
C3STKR2r	0.0
C4STMO1r	0.0
C4STMO2Pr	0.0
C4STMO2r	0.0
CAATPS	0.0
CAT2p	0.0
CAt7r	0.0
CATm	250.0
CATp	523.0984466548517
CBPPer	0.0
CBPter	0.0
CBR2	0.0
CDIPTr	-3.5195620324436385
CDS	0.0
CDSm	0.0
CEPTC	0.0
CEPTE	0.0
CERK	0.0
CERT1gt	0.0
CERT1rt	0.0
CERT2gt	0.0
CGLYt3_2_	0.0
CH25H	0.0
CHLP	0.0
CHLPCTD	0.0
CHOLD2m	0.0
CHOLK	0.0
CHOLPtg	0.0
CHOLPtl	0.0
CHOLtg	0.0
CHOLtr	0.0
CHOLtu	229.70774460275976
CHSTEROLt1	0.0
CHTNASE	0.0
CITRtm	0.0
CITtam	0.0
CITtbm	0.0
CK	0.0
CKc	0.0
CLFORtex	0.0
CLHCO3tex2	0.0
CLI2tex	500.00000000000006
CLOHtex2	0.0
CLOXAtex2	0.0
CLPNDCPT1	0.0
CLPNDCPT2	0.0
CLPNDCRNt	0.0
CLS_hs	3.519562032443639
CMPACNAtg	0.0
CMPACNAtn	0.0
CMPSAS	0.0
CMPSASn	0.0
CO2ter	0.0
CO2tg	0.0
CO2tp	0.0
COAtg	-1000.0
COAtl	0.0
COAtm	872.7699378275742
COKECBESr	0.0
COQ3m	0.0
COQ5m	0.0
COQ6m	0.0
COQ7m	0.0
CORE2GTg	0.0
CORE6GTg	0.0
COt	0.0
COUCOAFm	0.0
COUMARINte	0.0
CREATt4_2_r	0.0
CREATtmdiffir	0.0
CRNCAR3tp	-1.1967582990619122e-13
CRNCARtp	1000.0000000000002
CRNt	0.0
CRNtHa	0.0
CRNtim	97.49741548564272
CRTSLtr	0.0
CSAPASEly	0.0
CSBPASEly	0.0
CSCPASEly	0.0
CSDPASEly	0.0
CSEPASEly	0.0
CSm	0.0
CSNAT2m	1000.0
CSNAT2x	0.0
CSNAT3x	-1.1967582990619124e-13
CSNATer	0.0
CSNATm	1.6668773003248785e-13
CSNATp	1000.0
CSNATr	-1000.0000000000001
CSPG_At	0.0
CSPG_Atly	0.0
CSPG_Bt	0.0
CSPG_Btly	0.0
CSPG_Ct	0.0
CSPG_Ctly	0.0
CSPG_Dt	0.0
CSPG_Dtly	0.0
CSPG_Et	0.0
CSPG_Etly	0.0
CTPtn	0.0
CYANt	0.0
CYANtm	0.0
CYSGLTH	0.0
CYSGLUexR	0.0
CYSGLYexR	0.0
CYSO	867.8577459751476
CYSSERNaEx	0.0
CYSTA	867.8577459751476
CYStec	881.9175781430093
CYTD	0.0
CYTDK1	0.0
CYTDt	246.2824878268633
CYTDtl	0.0
CYTK10	0.0
CYTK10n	0.0
CYTK11	0.0
CYTK11n	0.0
CYTK12	0.0
CYTK12n	0.0
CYTK13	0.0
CYTK13n	0.0
CYTK14	0.0
CYTK14n	0.0
CYTK1m	0.0
CYTK1n	0.0
CYTK2n	-234.4974798067509
CYTK3	0.0
CYTK3n	0.0
CYTK4	0.0
CYTK4n	0.0
CYTK5	0.0
CYTK5n	0.0
CYTK6	0.0
CYTK6n	0.0
CYTK7	0.0
CYTK7n	0.0
CYTK8	246.28248782686333
CYTK8n	0.0
CYTK9	0.0
CYTK9n	0.0
D_3AIBt	999.9999999999998
DADA	0.0
DADAe	250.5146191048579
DADNt4	-250.5146191048579
DAG_HSter	0.0
DAGK_hs	5.279041147650496
DAGKn_hs	0.0
DALAt2r	-847.3497898040422
DASCBR	0.0
DASPO1p	0.0
DCIm	0.0
DCK1n	-234.4974798067509
DCK2n	0.0
DCSPTN1CPT1	0.0
DCSPTN1CPT2	0.0
DCSPTN1CRNt	0.0
DCTPtn	234.49747980675093
DCYTD	234.49747980675087
DDPGAm	0.0
DECDPtm	0.0
DESAT16_2	0.0
DESAT18_10	0.0
DESAT18_3	0.0
DESAT18_4	0.0
DESAT18_5	0.0
DESAT18_6	0.0
DESAT18_7	0.0
DESAT18_8	0.0
DESAT18_9	0.0
DESAT20_1	0.0
DESAT20_2	0.0
DESAT22_1p	0.0
DESAT22_2p	0.0
DESAT24_1	0.0
DGAT	0.0
DGK2m	0.0
DGNSKm	0.0
DGSNtm	0.0
DHAAt1r	0.0
DHCHOLESTANATEtm	0.0
DHCR241r	0.0
DHCR242r	303.0894267326202
DHCR243r	0.0
DHCR71r	0.0
DHCR72r	0.0
DHCRD1	0.0
DHCRD2	0.0
DHDPBMTm	0.0
DHEASt	0.0
DHEAStr	0.0
DHEAtr	0.0
DHFtl	0.0
DHFtm	0.0
DHORD9	0.0
DHPM1	218.36207816101543
DHPM2	0.0
DIDPtn	703.4924394202527
DIGALSIDEtg	0.0
DIGALSIDEtl	0.0
DINt	250.5146191048579
DITPtn	-703.4924394202527
D_LACtm	-55.95438063738034
DLNLCGCPT1	0.0
DLNLCGCPT2	0.0
DLNLCGCRNt	0.0
DLNLCGt	0.0
DM_Asn_X_Ser_Thr_ly_	0.0
DM_dctp_m_	0.0
DM_dem2emgacpail_prot_hs_r_	0.0
DM_dgpi_prot_hs_r_	0.0
DM_dsT_antigen_g_	0.0
DM_dttp_m_	0.0
DM_gpi_sig_er_	0.0
DM_kdn_c_	0.0
DM_mem2emgacpail_prot_hs_r_	0.0
DM_Ser_Gly_Ala_X_Gly_ly_	0.0
DM_sTn_antigen_g_	0.0
DMATTx	0.0
DMGDHm	0.0
DMGtm	0.0
DMHPTCRNCPT2	0.0
DMHPTCRNt	0.0
DMHPTCRNte	0.0
DMNONCRNCPT2	0.0
DMNONCRNt	0.0
DNDPt23m	0.0
DNDPt28m	0.0
DNDPt38m	0.0
DNDPt39m	0.0
DNDPt60m	0.0
DNDPt62m	0.0
DOLGLCP_Lter	0.0
DOLGPP_Ler	0.0
DOLICHOL_Lter	0.0
DOLICHOL_Uter	0.0
DOLK_U	0.0
DOLMANP_Uter	0.0
DOLPGT3_Ler	0.0
DOLPGT3_Uer	0.0
DOLPMT3_Uer	0.0
DOLPMT4_Uer	0.0
DOPABMO	0.0
DOPAMT	0.0
DOPASFt	0.0
DOPASULT	0.0
DOPAt4_2_r	-1000.0
DOPAtu	1000.0000000000001
DPCOAtl	0.0
DPGase	0.0
DPGM	0.0
DPHMBDCm	0.0
DPMVDx	0.0
DPPS	0.0
DRPA	685.9350737961593
DSAT	0.0
DUDPtn	0.0
DUMPtn	0.0
DURAD	-218.36207816101546
DURAD2	0.0
DURIK1	0.0
DURIK1m	0.0
DUTPDPm	0.0
DUTPDPn	0.0
EAFLATOXINte	0.0
EBASTINEOHte	0.0
EBASTINEOHtr	0.0
EBASTINEte	0.0
EBASTINEtr	0.0
EBP1r	0.0
EBP2r	0.0
ECOAH12m	0.0
ECOAH1m	0.0
ECOAH1x	0.0
ECOAH9m	-458.13479206253294
EHGLAT2m	0.0
EHGLATm	0.0
EICOSTETCPT1	0.0
EICOSTETCPT2	0.0
EICOSTETCRNt	0.0
ELAIDCPT1	0.0
ELAIDCPT2	0.0
ELAIDCRNt	0.0
ENGASE2ly	0.0
ENGASE3ly	0.0
ENGASEly	0.0
ESTRADIOLt	0.0
ESTRADIOLtr	0.0
ESTRIOLtr	0.0
ESTRONESt	0.0
ESTRONEtr	0.0
ESTSULT	0.0
ETF	0.0
ETFQO	0.0
ETHAK	0.0
ETHP	0.0
ETOHtx	0.0
EX_10fthf[e]	0.0
EX_10fthf7glu[e]	0.0
EX_2hb[e]	541.865207937467
EX_34dhoxpeg[e]	0.0
EX_3aib[e]	0.0
EX_3aib_D[e]	999.9999999999998
EX_3mlda[e]	0.0
EX_4hphac[e]	0.0
EX_4mptnl[e]	0.0
EX_4nphsf[e]	0.0
EX_4pyrdx[e]	0.0
EX_5adtststerones[e]	1000.0
EX_5fthf[e]	0.0
EX_5htrp[e]	0.0
EX_5mthf[e]	230.55987159582537
EX_7dhf[e]	0.0
EX_7thf[e]	-230.55987159582554
EX_abt[e]	0.0
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs[e]	0.0
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs[e]	0.0
EX_ach[e]	-229.70774460275976
EX_acnacngal14acglcgalgluside_hs[e]	0.0
EX_acnacngalgbside_hs[e]	0.0
EX_acngalacglcgal14acglcgalgluside_hs[e]	0.0
EX_adprbp[e]	0.0
EX_aflatoxin[e]	0.0
EX_ak2lgchol_hs[e]	0.0
EX_ala_D[e]	847.3497898040422
EX_andrstrn[e]	-867.8577459751477
EX_aprgstrn[e]	0.0
EX_arachd[e]	0.0
EX_asp_D[e]	0.0
EX_atp[e]	-478.5534374503764
EX_bhb[e]	0.0
EX_bilglcur[e]	0.0
EX_biocyt[e]	0.0
EX_chtn[e]	0.0
EX_co[e]	0.0
EX_coumarin[e]	0.0
EX_cspg_a[e]	0.0
EX_cspg_b[e]	0.0
EX_cspg_c[e]	0.0
EX_cspg_d[e]	0.0
EX_cyan[e]	0.0
EX_dag_hs[e]	-1000.0
EX_dheas[e]	0.0
EX_dhf[e]	0.0
EX_dlnlcg[e]	0.0
EX_dmhptcrn[e]	0.0
EX_dopasf[e]	0.0
EX_eaflatoxin[e]	0.0
EX_ebastine[e]	0.0
EX_ebastineoh[e]	0.0
EX_estradiol[e]	0.0
EX_estrones[e]	0.0
EX_fuc13galacglcgal14acglcgalgluside_hs[e]	0.0
EX_fucacngal14acglcgalgluside_hs[e]	0.0
EX_fucgalgbside_hs[e]	0.0
EX_fuc_L[e]	0.0
EX_galacglcgalgbside_hs[e]	0.0
EX_galfuc12gal14acglcgalgluside_hs[e]	0.0
EX_galfucgalacglcgal14acglcgalgluside_hs[e]	0.0
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs[e]	0.0
EX_galgalgalthcrm_hs[e]	0.0
EX_gluala[e]	0.0
EX_glygn2[e]	0.0
EX_glygn4[e]	0.0
EX_gq1b_hs[e]	0.0
EX_gq1balpha_hs[e]	0.0
EX_gt1a_hs[e]	0.0
EX_gthox[e]	0.0
EX_gthrd[e]	-881.9175781430095
EX_gtp[e]	0.0
EX_hcoumarin[e]	0.0
EX_hestratriol[e]	0.0
EX_hom_L[e]	0.0
EX_htaxol[e]	0.0
EX_i[e]	1000.0000000000001
EX_idp[e]	0.0
EX_imp[e]	0.0
EX_inost[e]	-7.038822163872314
EX_ksi[e]	0.0
EX_ksi_deg1[e]	0.0
EX_ksii_core2[e]	0.0
EX_ksii_core4[e]	0.0
EX_leuktrA4[e]	1000.0
EX_leuktrB4[e]	0.0
EX_leuktrE4[e]	-1.4159557886350577e-13
EX_lgnc[e]	0.0
EX_lnlnca[e]	0.0
EX_lpchol_hs[e]	0.0
EX_mercplaccys[e]	0.0
EX_n2m2nmasn[e]	0.0
EX_nad[e]	0.0
EX_nadp[e]	0.0
EX_ncam[e]	0.0
EX_no[e]	0.0
EX_nrvnc[e]	0.0
EX_o2s[e]	-1000.0
EX_oagd3_hs[e]	1000.0000000000001
EX_oagt3_hs[e]	0.0
EX_octa[e]	0.0
EX_oxa[e]	0.0
EX_paf_hs[e]	0.0
EX_pe_hs[e]	-16.717466802584838
EX_peplys[e]	0.0
EX_pglyc_hs[e]	-4.399301590047067
EX_phyt[e]	0.0
EX_prgstrn[e]	0.0
EX_prostge1[e]	0.0
EX_prostgf2[e]	-700.6849841760667
EX_ps_hs[e]	-58.94979598378878
EX_ptdca[e]	0.0
EX_retn[e]	999.9999999999998
EX_Rtotal[e]	1000.0000000000001
EX_s2l2fn2m2masn[e]	0.0
EX_s2l2n2m2masn[e]	0.0
EX_sl_L[e]	0.0
EX_spc_hs[e]	0.0
EX_sphs1p[e]	0.0
EX_strch1[e]	0.0
EX_strch2[e]	0.0
EX_tagat_D[e]	0.0
EX_taxol[e]	0.0
EX_tcynt[e]	0.0
EX_tetpent3[e]	0.0
EX_tetpent6[e]	0.0
EX_tettet6[e]	0.0
EX_thyox_L[e]	-1000.0
EX_triodthy[e]	1000.0
EX_tststerone[e]	-999.9999999999998
EX_tsul[e]	0.0
EX_txa2[e]	0.0
EX_tymsf[e]	0.0
EX_urate[e]	303.08942673262015
EX_utp[e]	-1000.0000000000001
EX_whhdca[e]	0.0
EX_whtststerone[e]	0.0
EX_xolest_hs[e]	0.0
EX_xoltri24[e]	0.0
EX_xoltri25[e]	0.0
EX_xoltri27[e]	0.0
F1Atg	0.0
F1PGT	0.0
FACOAL140i	0.0
FACOAL150	0.0
FACOAL160i	0.0
FACOAL170	0.0
FACOAL180i	0.0
FACOAL1812	0.0
FACOAL1813	0.0
FACOAL181i	0.0
FACOAL1821	0.0
FACOAL1822	0.0
FACOAL1831	0.0
FACOAL1832	0.0
FACOAL184	0.0
FACOAL191	0.0
FACOAL200	0.0
FACOAL203	0.0
FACOAL204	0.0
FACOAL2042	0.0
FACOAL205	0.0
FACOAL206	0.0
FACOAL224	0.0
FACOAL2251	0.0
FACOAL2252	0.0
FACOAL226	0.0
FACOAL240	0.0
FACOAL241	0.0
FACOAL244_1	0.0
FACOAL245_1	0.0
FACOAL245_2	0.0
FACOAL246_1	0.0
FACOAL260	0.0
FACOAL80i	0.0
FADDP	-1.2632164315783683e-13
FADH2tru	303.0894267326202
FADtru	303.0894267326201
FAEL183	0.0
FAEL184	0.0
FAEL204	0.0
FAEL205	0.0
FALDH	0.0
FALDtm	0.0
FAOXC11	0.0
FAOXC140	0.0
FAOXC150m	0.0
FAOXC160	0.0
FAOXC16080m	0.0
FAOXC16080x	0.0
FAOXC161802m	0.0
FAOXC16180m	0.0
FAOXC170m	0.0
FAOXC180	0.0
FAOXC180x	0.0
FAOXC1811601m	0.0
FAOXC1811602m	0.0
FAOXC1811603m	0.0
FAOXC182806m	0.0
FAOXC18280m	0.0
FAOXC183803m	0.0
FAOXC183806m	0.0
FAOXC183806x	0.0
FAOXC18480m	0.0
FAOXC18480x	0.0
FAOXC200180m	0.0
FAOXC200180x	0.0
FAOXC2031836m	0.0
FAOXC204	0.0
FAOXC204184m	0.0
FAOXC2051843m	0.0
FAOXC2051843x	0.0
FAOXC2242046m	0.0
FAOXC2242046x	0.0
FAOXC2251836m	0.0
FAOXC2251836x	0.0
FAOXC2252053m	0.0
FAOXC2252053x	0.0
FAOXC226	0.0
FAOXC226205m	0.0
FAOXC226205x	0.0
FAOXC240200x	0.0
FAOXC241181x	0.0
FAOXC2442246x	0.0
FAOXC2452253x	0.0
FAOXC2452256x	0.0
FAOXC246226x	0.0
FAOXC260240x	0.0
FAOXC80	0.0
FAS100COA	0.0
FAS120COA	0.0
FAS140COA	0.0
FAS160COA	0.0
FAS180COA	0.0
FAS80COA_L	0.0
FATP1t	0.0
FATP2t	0.0
FATP3t	0.0
FATP5t	0.0
FATP8t	0.0
FATP9t	0.0
FBA4	0.0
FBP26	0.0
FCLTm	0.0
FCOAH	0.0
FE3R2e	0.0
FK	0.0
FKYNH	0.0
FOLR2	0.0
FORMCOAtx	0.0
FORt2m	0.0
FORtr	0.0
FPGS2	0.0
FPGS2m	0.0
FPGS3	0.0
FPGS3m	0.0
FPGS4	0.0
FPGS4m	0.0
FPGS5	0.0
FPGS5m	0.0
FPGS6	0.0
FPGS6m	0.0
FPGS7m	0.0
FPGS8	0.0
FPGS8m	0.0
FPGS9	0.0
FPGS9m	0.0
FPGSm	0.0
FRDPtr	0.0
FTHFDH	0.0
FTHFLm	0.0
FUC13GALACGLCGAL14ACGLCGALGLUSIDEte	0.0
FUCACNGAL14ACGLCGALGLUSIDEte	0.0
FUCASE2e	0.0
FUCASE2ly	0.0
FUCASEe	0.0
FUCASEly	0.0
FUCGALGBSIDEte	0.0
FUCGALGBSIDEtg	0.0
FUCtly	0.0
FUMm	1000.0
FUMSO3tm	0.0
FUMSO4tm	0.0
FUMtm	0.0
FUMTSULtm	0.0
FUT11g	0.0
FUT14g	0.0
FUT15g	0.0
FUT16g	0.0
FUT17g	0.0
FUT18g	0.0
G14T2g	0.0
G14T3g	0.0
G14T4g	0.0
G14T5g	0.0
G3PD2m	0.0
G5SADrm	0.0
G5SDym	0.0
G6PDH1rer	0.0
G6PDH2rer	0.0
G6PPer	0.0
G6Pter	0.0
GACMTRc	0.0
GACPAILter	0.0
GALACGLCGALGBSIDEte	0.0
GALACGLCGALGBSIDEtg	0.0
GALASE10ly	0.0
GALASE11ly	0.0
GALASE12ly	0.0
GALASE13ly	0.0
GALASE14ly	0.0
GALASE15ly	0.0
GALASE16ly	0.0
GALASE17ly	0.0
GALASE18ly	0.0
GALASE19ly	0.0
GALASE1ly	0.0
GALASE20ly	0.0
GALASE3ly	0.0
GALASE4ly	0.0
GALASE5ly	0.0
GALASE6ly	0.0
GALASE7ly	0.0
GALASE8ly	0.0
GALASE9ly	0.0
GALC	0.0
GALFUC12GAL14ACGLCGALGLUSIDEte	0.0
GALFUC12GAL14ACGLCGALGLUSIDEtg	0.0
GALFUCGALACGLCGAL14ACGLCGALGLUSIDEte	0.0
GALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg	0.0
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEte	0.0
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEtg	0.0
GALGALGALTHCRMte	0.0
GALGALGALTHCRMtg	0.0
GALGLUSIDEtl	0.0
GALGT1	0.0
GALGT2	0.0
GALGT3	0.0
GALNACT1g	0.0
GALNACT2g	0.0
GALNACT3g	0.0
GALNACT4g	0.0
GALNACT5g	0.0
GALNTg	0.0
GALOR	-6.223260449788957e-14
GALSIDEtg	0.0
GALSIDEtl	0.0
GALt1r	-6.223260449788957e-14
GALT2g	0.0
GALTg	0.0
GALtly	0.0
GAMt1r	0.0
GAO1	0.0
GAO1g	1000.0
GAO2	0.0
GARFT	0.0
GASNASE2ly	0.0
GASNASE3ly	0.0
GASNASEly	0.0
GBA	5.279041147650495
GBAl	0.0
GBGT1	0.0
GBSIDEtl	0.0
GCNTg	0.0
GDPFUCtg	0.0
GDPtg	0.0
GGH_10FTHF5GLUe	0.0
GGH_10FTHF5GLUl	0.0
GGH_10FTHF6GLUe	0.0
GGH_10FTHF6GLUl	0.0
GGH_10FTHF7GLUe	0.0
GGH_10FTHF7GLUl	0.0
GGH_5DHFe	0.0
GGH_5DHFl	0.0
GGH_5THFe	230.55987159582554
GGH_5THFl	0.0
GGH_6DHFe	0.0
GGH_6DHFl	0.0
GGH_6THFe	230.55987159582554
GGH_6THFl	0.0
GGH_7DHFe	0.0
GGH_7DHFl	0.0
GGH_7THFe	230.55987159582554
GGH_7THFl	0.0
GGLUCT	0.0
GGNG	0.0
GGT_L	0.0
GGT5r	0.0
GHMT2rm	1000.0
GHMT3	0.0
GLACO	0.0
GLACter	0.0
GLAl	0.0
GLB1	0.0
GLBRAN	0.0
GLCAASE1ly	0.0
GLCAASE4ly	0.0
GLCAASE5ly	0.0
GLCAASE6ly	0.0
GLCAASE7ly	0.0
GLCAASE8ly	0.0
GLCAASE9ly	0.0
GLCAE1g	0.0
GLCAE2g	0.0
GLCAT2g	0.0
GLCAT3g	0.0
GLCAT4g	0.0
GLCAT5g	0.0
GLCAT6g	0.0
GLCAT7g	0.0
GLCAT8g	0.0
GLCAT9g	0.0
GLCATg	0.0
GLCMter	0.0
GLCNACASE1ly	0.0
GLCNACASE2ly	0.0
GLCNACASE3ly	0.0
GLCNACASE4ly	0.0
GLCNACASE5ly	0.0
GLCNACDASg	0.0
GLCNACT1g	0.0
GLCNACT2g	0.0
GLCNACT3g	0.0
GLCNACT4g	0.0
GLCNACT5g	0.0
GLCt1r	0.0
GLCtg	0.0
GLCtly	0.0
GLCURtly	0.0
GLDBRAN	0.0
GLGNS1	0.0
GLNALANaEx	0.0
