Reacciones	Flujos_BRCA_control3
ARGtm	0.0
R_group_phosphotase_1	0.0
R_group_phosphotase_2	0.0
R_group_phosphotase_3	0.0
ARTFR208	0.0
ARTPLM3m	0.0
ASAH1	0.0
ASCBt4	0.0
ASNCYSNaEx	0.0
ASNt4	54.71175416208626
ASPTAm	0.0
ATP2ter	0.0
ATPH1e	0.0
ATPH2e	0.0
ATPtm	1000.0
ATPtn	0.0
B_MANNASEly	0.0
B3GALT3g	0.0
B3GALT41g	0.0
B3GALT43g	0.0
B3GNT11g	0.0
B3GNT310g	0.0
B3GNT312g	0.0
B3GNT314g	0.0
B3GNT37g	0.0
B3GNT51g	0.0
BACCL	0.0
BACCLm	0.0
BAMPPALDOX	0.0
BBHOX	0.0
BETALDHxm	0.0
BHMT	0.0
BILGLCURte	0.0
BILIRED	0.0
BIOCYTtn	0.0
BMTer_U	0.0
BPNT2	0.0
BTND1	0.0
BTND1n	0.0
BTNDe	0.0
BTNDm	0.0
BTNPL	0.0
BTNPLm	0.0
BUTt2m	0.0
BZt	0.0
BZtr	0.0
C14STRr	0.0
C160CPT1	0.0
C160CPT2	0.0
C160CRNt	0.0
C161CPT1	0.0
C161CPT12	0.0
C161CPT2	0.0
C161CPT22	0.0
C161CRN2t	0.0
C161CRNt	0.0
C180CPT1	0.0
C180CPT2	0.0
C180CRNt	0.0
C181CPT1	0.0
C181CPT2	0.0
C181CRNt	0.0
C204CPT1	0.0
C204CPT2	0.0
C204CRNt	0.0
C226CPT1	0.0
C226CPT2	0.0
C3STDH1Pr	0.0
C3STDH1r	0.0
C3STKR2r	0.0
C4STMO1r	0.0
C4STMO2Pr	0.0
C4STMO2r	0.0
CAT2p	0.0
CATm	535.7802386872058
CATp	104.54748134678437
CBPPer	0.0
CBPter	0.0
CBR2	0.0
CDIPTr	-2.282691396541413
CDPDAGtm	0.0
CDS	0.0
CDSm	0.0
CEPTC	0.0
CEPTE	0.0
CERK	0.0
CERT1gt	0.0
CERT1rt	0.0
CERT2rt	0.0
CH25H	0.0
CHLPCTD	0.0
CHOLD2m	0.0
CHOLK	0.0
CHOLPtl	0.0
CHSTEROLt1	0.0
CHTNASE	0.0
CITtam	0.0
CITtbm	0.0
CKc	0.0
CLOXAtex2	0.0
CLPNDCOAtx	0.0
CLPNDCPT1	0.0
CLPNDCPT2	0.0
CLPNDCRNt	0.0
CLS_hs	2.2826913965414133
CMPACNAtg	0.0
CMPACNAtn	0.0
CMPSAS	0.0
CMPSASn	0.0
CO2ter	0.0
CO2tg	0.0
CO2tm	456.64396490455556
CO2tp	0.0
COAtg	0.0
COAtl	0.0
COKECBESr	0.0
COQ3m	0.0
COQ5m	0.0
COQ6m	0.0
COQ7m	0.0
CORE2GTg	0.0
COt	0.0
CREATt4_2_r	111.90513731368662
CRNCAR3tp	0.0
CRNCARtp	209.09496269356873
CRNtim	97.18982537988323
CSAPASEly	0.0
CSBPASEly	0.0
CSCPASEly	0.0
CSDPASEly	0.0
CSEPASEly	0.0
CSm	209.09496269357038
CSNAT2m	0.0
CSNAT2x	0.0
CSNAT3x	0.0
CSNATer	0.0
CSNATm	209.09496269356876
CSNATp	209.0949626935687
CSNATr	0.0
CSPG_At	0.0
CSPG_Atly	0.0
CSPG_Bt	0.0
CSPG_Btly	0.0
CSPG_Ct	0.0
CSPG_Ctly	0.0
CSPG_Dt	0.0
CSPG_Dtly	0.0
CSPG_Et	0.0
CSPG_Etly	0.0
CTPtn	0.0
CYANt	209.09496269357027
CYANtm	209.09496269357024
CYSASNNaEx	0.0
CYSGLNNaEx	0.0
CYSGLTH	0.0
CYSGLYexR	830.3141306504689
CYSO	985.2846880661968
CYSSERNaEx	923.7223795213978
CYSTA	0.0
CYStec	1000.0
CYSTHRNaEx	0.0
CYTDK1	0.0
CYTDt	0.0
CYTDtl	0.0
CYTK10	0.0
CYTK10n	0.0
CYTK11	0.0
CYTK11n	0.0
CYTK12	0.0
CYTK12n	0.0
CYTK13	-3.423841290094626
CYTK13n	0.0
CYTK14	11.067274242178227
CYTK14n	0.0
CYTK1n	0.0
CYTK2n	0.0
CYTK3	0.0
CYTK3n	0.0
CYTK4	0.0
CYTK4n	0.0
CYTK5	0.0
CYTK5n	0.0
CYTK6	0.0
CYTK6n	0.0
CYTK7	0.0
CYTK7n	0.0
CYTK8	0.0
CYTK8n	0.0
CYTK9	0.0
CYTK9n	0.0
DAG_HSter	0.0
DAGK_hs	3.4238412900946265
DASCBR	0.0
DCIm	-4.0603275154586926e-13
DCK1n	0.0
DCK2n	0.0
DCSPTN1COAtx	0.0
DCSPTN1CPT1	0.0
DCSPTN1CPT2	0.0
DCSPTN1CRNt	0.0
DCSPTN1t	0.0
DCTPtn	0.0
DDPGAm	0.0
DECDPtm	0.0
DESAT16_2	0.0
DESAT18_10	0.0
DESAT18_3	0.0
DESAT18_4	0.0
DESAT18_5	0.0
DESAT18_6	0.0
DESAT18_7	0.0
DESAT18_8	0.0
DESAT18_9	0.0
DESAT24_1	0.0
DGAT	0.0
DGK2m	0.0
DGNSKm	0.0
DGSNtm	0.0
DGULND	-1000.0000000000002
DHAAt1r	0.0
DHCHOLESTANATEtm	0.0
DHCR241r	0.0
DHCR242r	3.197994534516358
DHCR243r	0.0
DHCR71r	0.0
DHCR72r	0.0
DHCRD1	0.0
DHCRD2	0.0
DHDPBMTm	0.0
DHEASt	0.0
DHEAtr	0.0
DHFtl	0.0
DHFtm	0.0
DHPM1	0.0
DIDPtn	0.0
DIGALSIDEtl	0.0
DITPtn	0.0
D_LACtm	-14.715311933803124
DLNLCGCPT1	0.0
DLNLCGCPT2	0.0
DLNLCGCRNt	0.0
DLNLCGt	0.0
DM_Asn_X_Ser_Thr_ly_	0.0
DM_dctp_m_	0.0
DM_dem2emgacpail_prot_hs_r_	0.0
DM_dgpi_prot_hs_r_	0.0
DM_dgtp_m_	0.0
DM_dsT_antigen_g_	0.0
DM_dttp_m_	0.0
DM_dttp_n_	0.0
DM_ethamp_r_	0.0
DM_gpi_sig_er_	0.0
DM_kdn_c_	0.0
DM_mem2emgacpail_prot_hs_r_	0.0
DM_Ser_Gly_Ala_X_Gly_ly_	0.0
DMATTx	0.0
DMHPTCRNCPT2	0.0
DMHPTCRNt	0.0
DMHPTCRNte	0.0
DMNONCOACRNCPT1	0.0
DMNONCRNCPT2	0.0
DMNONCRNt	0.0
DNADtn	0.0
DNDPt30m	0.0
DOLGLCP_Lter	0.0
DOLGPP_Ler	0.0
DOLMANP_Uter	0.0
DOLPMT3_Uer	0.0
DOLPMT4_Uer	0.0
DOPAMT	0.0
DPCOAtl	0.0
DPGase	0.0
DPGM	0.0
DPHMBDCm	0.0
DPMVDx	0.0
DPPS	0.0
DRPA	0.0
DSAT	0.0
DTTPtn	0.0
DUDPtn	0.0
DUMPtn	0.0
DURAD	0.0
DURAD2	0.0
DURIK1	0.0
DURIK1m	0.0
DUTPDPm	0.0
DUTPDPn	0.0
EBP1r	0.0
EBP2r	0.0
ECOAH12m	223.81027462737322
ECOAH1m	0.0
ECOAH1x	0.0
ECOAH9m	0.0
EHGLAT2m	0.0
EHGLATm	0.0
EICOSTETCPT1	0.0
EICOSTETCPT2	0.0
EICOSTETCRNt	0.0
EICOSTETt	0.0
ELAIDCPT1	0.0
ELAIDCPT2	0.0
ELAIDCRNt	0.0
ENGASE2ly	0.0
ENGASE3ly	0.0
ENGASEly	0.0
ESTRADIOLt	1.5989972672581785
ESTRIOLGLCte	0.0
ESTRIOLGLCtr	0.0
ESTRONEtr	-1.5989972672581785
ETF	0.0
ETFQO	0.0
ETHAK	0.0
ETOHtx	0.0
EX_13_cis_retnglc[e]	0.0
EX_2hb[e]	0.0
EX_34dhoxpeg[e]	0.0
EX_3mlda[e]	0.0
EX_4hphac[e]	0.0
EX_4mptnl[e]	0.0
EX_4nph[e]	130.2599099932047
EX_5adtststeroneglc[e]	0.0
EX_5adtststerones[e]	866.8619459748138
EX_abt[e]	0.0
EX_adrnl[e]	0.0
EX_ala_B[e]	0.0
EX_andrstrnglc[e]	0.0
EX_aprgstrn[e]	0.0
EX_arachd[e]	0.0
EX_atp[e]	-10.51471332941097
EX_bilglcur[e]	0.0
EX_biocyt[e]	0.0
EX_chsterol[e]	-3.9946120415887254
EX_chtn[e]	0.0
EX_co[e]	0.0
EX_creat[e]	-111.90513731368662
EX_cspg_a[e]	0.0
EX_cspg_b[e]	0.0
EX_cspg_c[e]	0.0
EX_cspg_d[e]	0.0
EX_cspg_e[e]	0.0
EX_cyan[e]	-209.09496269357027
EX_dag_hs[e]	0.0
EX_dcsptn1[e]	0.0
EX_dheas[e]	0.0
EX_dlnlcg[e]	0.0
EX_dmhptcrn[e]	0.0
EX_dopa[e]	0.0
EX_eicostet[e]	0.0
EX_estradiol[e]	-1.5989972672581785
EX_estriolglc[e]	0.0
EX_fuc_L[e]	0.0
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs[e]	0.0
EX_gbside_hs[e]	0.0
EX_gd1b2_hs[e]	0.0
EX_glygn2[e]	0.0
EX_glygn4[e]	0.0
EX_gq1balpha_hs[e]	0.0
EX_gthox[e]	0.0
EX_gthrd[e]	-1000.0
EX_gtp[e]	0.0
EX_h2o2[e]	-1000.0
EX_hestratriol[e]	1.5989972672581785
EX_hpdca[e]	0.0
EX_idp[e]	0.0
EX_imp[e]	0.0
EX_ksi[e]	0.0
EX_ksi_deg1[e]	0.0
EX_ksii_core2[e]	0.0
EX_ksii_core4[e]	0.0
EX_leuktrB4[e]	14.153569178383908
EX_leuktrD4[e]	5.5964904354036245
EX_lgnc[e]	0.0
EX_lnlnca[e]	0.0
EX_lpchol_hs[e]	0.0
EX_mercplaccys[e]	0.0
EX_n2m2nmasn[e]	0.0
EX_nrpphr[e]	0.0
EX_nrvnc[e]	0.0
EX_o2s[e]	-1000.0
EX_oagd3_hs[e]	0.0
EX_oagt3_hs[e]	0.0
EX_octa[e]	0.0
EX_oxa[e]	0.0
EX_pchol_hs[e]	0.0
EX_pe_hs[e]	-48.14420286439101
EX_peplys[e]	0.0
EX_pglyc_hs[e]	-2.8532663433180194
EX_phyt[e]	0.0
EX_ps_hs[e]	-0.9315083093570157
EX_ptdca[e]	0.0
EX_Rtotal2[e]	0.0
EX_s2l2fn2m2masn[e]	0.0
EX_s2l2n2m2masn[e]	0.0
EX_sl_L[e]	359.5637534530977
EX_strch1[e]	0.0
EX_strch2[e]	0.0
EX_strdnc[e]	0.0
EX_tagat_D[e]	0.0
EX_tcynt[e]	209.09496269357027
EX_tetpent3[e]	0.0
EX_tetpent6[e]	0.0
EX_tettet6[e]	0.0
EX_thym[e]	0.0
EX_tststerone[e]	-866.8619459748138
EX_tststeroneglc[e]	0.0
EX_tsul[e]	-209.0949626935702
EX_txa2[e]	0.0
EX_utp[e]	-1000.0000000000001
EX_vacc[e]	0.0
EX_whhdca[e]	0.0
EX_whtststerone[e]	0.0
EX_xolest_hs[e]	0.0
EX_xoltri27[e]	0.0
F1PGT	0.0
FACOAL140i	0.0
FACOAL150	0.0
FACOAL160i	0.0
FACOAL170	0.0
FACOAL180i	0.0
FACOAL1812	0.0
FACOAL1813	0.0
FACOAL181i	0.0
FACOAL1821	0.0
FACOAL1822	0.0
FACOAL1831	0.0
FACOAL1832	0.0
FACOAL184	0.0
FACOAL191	0.0
FACOAL200	0.0
FACOAL203	0.0
FACOAL204	0.0
FACOAL2042	0.0
FACOAL205	0.0
FACOAL206	0.0
FACOAL224	0.0
FACOAL2251	0.0
FACOAL2252	0.0
FACOAL226	0.0
FACOAL240	0.0
FACOAL241	0.0
FACOAL244_1	0.0
FACOAL245_1	0.0
FACOAL245_2	0.0
FACOAL246_1	0.0
FACOAL260	0.0
FACOAL40im	0.0
FACOAL80i	0.0
FADH2tru	3.197994534516358
FADtru	3.197994534516358
FAEL183	0.0
FAEL184	0.0
FAEL204	0.0
FAEL205	0.0
FALDH	0.0
FAOXC11	0.0
FAOXC140	0.0
FAOXC150m	0.0
FAOXC160	0.0
FAOXC16080m	0.0
FAOXC16080x	0.0
FAOXC161802m	0.0
FAOXC16180m	0.0
FAOXC170m	0.0
FAOXC180	0.0
FAOXC180x	0.0
FAOXC1811601m	0.0
FAOXC1811602m	0.0
FAOXC1811603m	0.0
FAOXC182806m	0.0
FAOXC18280m	0.0
FAOXC183803m	0.0
FAOXC183806m	0.0
FAOXC183806x	0.0
FAOXC18480m	0.0
FAOXC18480x	0.0
FAOXC200180m	0.0
FAOXC200180x	0.0
FAOXC2031836m	0.0
FAOXC204	0.0
FAOXC204184m	0.0
FAOXC2051843m	0.0
FAOXC2051843x	0.0
FAOXC2242046m	0.0
FAOXC2242046x	0.0
FAOXC2251836m	0.0
FAOXC2251836x	0.0
FAOXC2252053m	0.0
FAOXC2252053x	0.0
FAOXC226	0.0
FAOXC226205m	0.0
FAOXC226205x	0.0
FAOXC240200x	0.0
FAOXC241181x	0.0
FAOXC2442246x	0.0
FAOXC2452253x	0.0
FAOXC2452256x	0.0
FAOXC246226x	0.0
FAOXC260240x	0.0
FAOXC80	0.0
FAS100COA	0.0
FAS120COA	0.0
FAS140COA	0.0
FAS160COA	0.0
FAS180COA	0.0
FAS80COA_L	0.0
FBA4	0.0
FBP26	0.0
FCOAH	0.0
FE3R2e	0.0
FK	0.0
FKYNH	0.0
FORMCOAtx	0.0
FORt2m	0.0
FORtr	0.0
FPGS2	0.0
FPGS2m	0.0
FPGS3	0.0
FPGS3m	0.0
FPGS4	0.0
FPGS4m	0.0
FPGS5	0.0
FPGS5m	0.0
FPGS6	0.0
FPGS6m	0.0
FPGS7m	0.0
FPGS8	0.0
FPGS8m	0.0
FPGS9	0.0
FPGS9m	0.0
FPGSm	0.0
FRDPtr	0.0
FTHFLm	0.0
FUCASE2e	0.0
FUCASE2ly	0.0
FUCASEe	0.0
FUCASEly	0.0
FUCtly	0.0
FUMAC	0.0
FUMm	1000.0
FUMTSULtm	-209.0949626935702
FUT18g	0.0
G14T2g	0.0
G14T3g	0.0
G14T4g	0.0
G14T5g	0.0
G3PD2m	0.0
G5SADrm	0.0
G5SDym	0.0
G6PDH1rer	0.0
G6PDH2rer	0.0
G6PPer	0.0
G6Pter	0.0
GACMTRc	-111.90513731368662
GACPAILter	0.0
GALASE10ly	0.0
GALASE11ly	0.0
GALASE12ly	0.0
GALASE13ly	0.0
GALASE14ly	0.0
GALASE15ly	0.0
GALASE16ly	0.0
GALASE17ly	0.0
GALASE18ly	0.0
GALASE19ly	0.0
GALASE1ly	0.0
GALASE20ly	0.0
GALASE3ly	0.0
GALASE4ly	0.0
GALASE5ly	0.0
GALASE6ly	0.0
GALASE7ly	0.0
GALASE8ly	0.0
GALASE9ly	0.0
GALC	0.0
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEte	0.0
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEtg	0.0
GALGLUSIDEtl	0.0
GALGT1	0.0
GALGT3	0.0
GALNACT1g	0.0
GALNACT2g	0.0
GALNACT3g	0.0
GALNACT4g	0.0
GALNACT5g	0.0
GALNTg	0.0
GALOR	-951.9107529929851
GALSIDEtl	0.0
GALt1r	-1000.0
GALT2g	0.0
GALTg	0.0
GALtly	0.0
GAMt1r	0.0
GAO1	0.0
GAO1g	0.0
GAO2	0.0
GARFT	0.0
GASNASE2ly	0.0
GASNASE3ly	0.0
GASNASEly	0.0
GBA	0.0
GBAl	0.0
GBGT1	0.0
GBSIDEte	0.0
GCNTg	0.0
GD1B2te	0.0
GD1B2tg	0.0
GDPFUCtg	0.0
GDPtg	0.0
GFUCS	0.0
GGH_10FTHF5GLUl	0.0
GGH_10FTHF6GLUl	0.0
GGH_10FTHF7GLUl	0.0
GGH_5DHFl	0.0
GGH_6DHFl	0.0
GGH_7DHFl	0.0
GGLUCT	0.0
GGNG	0.0
GGT5r	5.5964904354036245
GHMT2rm	0.0
GHMT3	0.0
GLACO	0.0
GLACter	0.0
GLAl	0.0
GLB1	0.0
GLBRAN	0.0
GLCAASE1ly	0.0
GLCAASE4ly	0.0
GLCAASE5ly	0.0
GLCAASE6ly	0.0
GLCAASE7ly	0.0
GLCAASE8ly	0.0
GLCAASE9ly	0.0
GLCAE1g	0.0
GLCAE2g	0.0
GLCAT2g	0.0
GLCAT3g	0.0
GLCAT4g	0.0
GLCAT5g	0.0
GLCAT6g	0.0
GLCAT7g	0.0
GLCAT8g	0.0
GLCAT9g	0.0
GLCATg	0.0
GLCNACASE1ly	0.0
GLCNACASE2ly	0.0
GLCNACASE3ly	0.0
GLCNACASE4ly	0.0
GLCNACASE5ly	0.0
GLCNACDASg	0.0
GLCNACT1g	0.0
GLCNACT2g	0.0
GLCNACT3g	0.0
GLCNACT4g	0.0
GLCNACT5g	0.0
GLCt1r	3.423841290094626
GLCter	0.0
GLCtg	0.0
GLCtly	0.0
GLCURtly	0.0
GLDBRAN	0.0
GLGNS1	0.0
GLNASNNaEx	0.0
GLNCYSNaEx	0.0
GLNTHRNaEx	0.0
GLNtm	0.0
GLPASE1	349.3630823356717
GLPASE2	0.0
GLU5Km	0.0
GLUCYS	0.0
GLUDxm	0.0
GLUDym	0.0
GLUNm	0.0
GLUt7l	0.0
GLUTCOADHm	0.0
GLUtr	-5.5964904354036245
GLXtm	0.0
GLYAMDTRc	-111.90513731368661
GLYBtm	0.0
GLYCK2	0.0
GLYCLTDy	0.0
GLYCtm	0.0
GLYOXm	14.715311933803124
GLYt4	164.08937891412694
GLYtm	0.0
GMPtg	0.0
GNDer	0.0
GPAM_hs	0.0
GPIAT	0.0
GPIDA2er	0.0
GPIDAer	0.0
GPIMTer_U	0.0
GQ1BALPHAte	0.0
GQ1BALPHAtg	0.0
GRTTx	0.0
GSNt	0.0
GSNtl	0.0
GTHO	1000.0
GTHOm	0.0
GTHP	225.12398791776056
GTHPe	0.0
GTHPm	0.0
GTHRDtr	5.596490435403625
GTHS	0.0
GTMLTe	0.0
GUACYC	0.0
GULN3D	-1000.0000000000003
H2CO3Dm	0.0
H2ETer	0.0
H2MTer_U	0.0
H2O2t	1000.0000000000001
H2O2tly	0.0
H2O2tm	0.0
H2O2tn	0.0
H2O2tp	0.0
H2Otg	0.0
H2Otly	0.0
H2Otn	0.0
H3MTer_U	0.0
H4ET3er	0.0
H5MTer_U	0.0
H6ET3er	0.0
H6MTer_U	0.0
H7_TAer	0.0
H8TAer	0.0
HACD1m	0.0
HACD1x	0.0
HACD9m	0.0
HAS1	0.0
HAS2	0.0
HAtly	0.0
HBZOPT10m	0.0
HCO3_CLt	359.5637534530978
HESTRATRIOLte	1.5989972672581785
HESTRATRIOLtr	-1.5989972672581787
HEX10	0.0
HEX4	0.0
HEXCCOAtx	0.0
HGNTOR	0.0
HIBDm	223.81027462737322
HISDC	0.0
HISTASE	0.0
HKYNH	0.0
HMGCOASi	0.0
HMGCOASim	0.0
HMGCOAtx	0.0
HMGLm	0.0
HMGLx	0.0
HOMt4	0.0
HOXG	0.0
HPACtr	0.0
HPDCACRNCPT1	0.0
HPDCACRNCPT2	0.0
HPDCACRNt	0.0
HPDCAt	0.0
HS1ly	0.0
HS2ly	0.0
HS3ly	0.0
HS4ly	0.0
HSAT1ly	0.0
HSAT2ly	0.0
HSAT3ly	0.0
HSAT4ly	0.0
HSD17B1	-1.5989972672581785
HSD17B42x	0.0
HSD17B4x	0.0
HSD3B11	0.0
HSD3B7P	0.0
HSPASEly	0.0
HSPGt	0.0
HSPGtly	0.0
Htg	0.0
ICDHxm	0.0
ICDHy	1000.0
ICDHyp	0.0
ICDHyrm	-889.5492022254987
IDOAASE1ly	0.0
IDOAASE2ly	0.0
IDOAASE3ly	0.0
IDOAASE4ly	0.0
IDOURtly	0.0
IDPtn	0.0
ILEt5m	0.0
ILETAm	0.0
ILEtec	599.2622347476133
IPDDIx	0.0
IPDPtx	0.0
ITCOAL1m	0.0
ITCOALm	0.0
ITPtn	0.0
KAS8	0.0
KCC2t	0.0
KCCt	0.0
KDNH	0.0
KHK	0.0
KHK2	0.0
KSII_CORE2t	0.0
KSII_CORE2tly	0.0
KSII_CORE4tly	0.0
KSItly	0.0
KYN	0.0
LACZe	0.0
LALDO	14.715311933803125
LAPCOAl	0.0
LCADi_D	0.0
LCADim	0.0
LCTStg	0.0
LCYSTAT	359.56375345309783
LCYSTCBOXL	0.0
LDH_Lm	0.0
LEUKTRA4tr	5.5964904354036245
LEUKTRB4tr	0.0
LEUKTRC4t	-5.5964904354036245
LEUKTRD4tr	-5.5964904354036245
LEUt5m	0.0
LEUTAm	0.0
LEUtec	0.0
LFORKYNHYD	0.0
LGNCt	0.0
LINKDEG1ly	0.0
LINKDEG2ly	0.0
LINKDEG3ly	0.0
LINKDEG4ly	0.0
LNELDCCPT1	0.0
LNELDCCPT2	0.0
LNELDCCRNt	0.0
LNLCCPT1	0.0
LNLCCPT2	0.0
LNLCCRNt	0.0
LNLNCACPT1	0.0
LNLNCACPT2	0.0
LNLNCACRNt	0.0
LNLNCAt	0.0
LNLNCGCPT1	0.0
LNLNCGCPT2	0.0
LNLNCGCRNt	0.0
LNSTLSr	0.0
LPASE	0.0
LPS	0.0
LPS2	0.0
LPS3	0.0
LSTO1r	0.0
LSTO2r	0.0
LTA4H	0.0
LTC4Sr	5.5964904354036245
LTDCL	0.0
LYStiDF	115.93793127518751
LYStn	0.0
M4BTAer	0.0
M4CET3er	0.0
MACACI	0.0
MACOXO	0.0
MALSO4tm	209.09496269357024
MALTly	0.0
MALTt1r	0.0
MANtly	0.0
MAOLNOR	0.0
MAOX	0.0
MCCCrm	0.0
MCDp	0.0
MCLACCYSR	0.0
MCLOR	0.0
MCPST	0.0
MDHm	209.09496269357038
MDRPD	0.0
ME2	0.0
MECOALm	0.0
MECOAS1m	0.0
MELATNOX	318.1541518652581
MERCPLACCYSt	0.0
METAT	0.0
METS	0.0
METt4	0.0
METtec	0.0
MEVK1x	0.0
MGCHrm	0.0
MGSA2	0.0
MHISOR	0.0
MI1345PP	0.0
MI134PP	0.0
MI145PK	0.0
MI145PP	0.0
MI14PP	0.0
MI1PS	4.565186988365332
MI34PP	0.0
MINOHPtn	0.0
MLTG1ly	0.0
MMCDm	0.0
MMEm	0.0
MMMm	1000.0
MMSAD1m	0.0
MMSAD3m	0.0
MMTSADm	1000.0
MTAP	0.0
MTHFCm	0.0
MTHFD2m	0.0
MTHFDm	0.0
N2M2NMASNtly	0.0
N3Tg	0.0
NABTNO	0.0
NACHEX10ly	0.0
NACHEX11ly	0.0
NACHEX12ly	0.0
NACHEX13ly	0.0
NACHEX14ly	0.0
NACHEX15ly	0.0
NACHEX16ly	0.0
NACHEX17ly	0.0
NACHEX18ly	0.0
NACHEX19ly	0.0
NACHEX1ly	0.0
NACHEX20ly	0.0
NACHEX21ly	0.0
NACHEX22ly	0.0
NACHEX23ly	0.0
NACHEX24ly	0.0
NACHEX25ly	0.0
NACHEX26ly	0.0
NACHEX27ly	0.0
NACHEX2ly	0.0
NACHEX3ly	0.0
NACHEX4ly	0.0
NACHEX5ly	0.0
NACHEX6ly	0.0
NACHEX7ly	0.0
NACHEX8ly	0.0
NACHEX9ly	0.0
NACHEXA10ly	0.0
NACHEXA11ly	0.0
NACHEXA12ly	0.0
NACHEXA13ly	0.0
NACHEXA14ly	0.0
NACHEXA15ly	0.0
NACHEXA16ly	0.0
NACHEXA17ly	0.0
NACHEXA18ly	0.0
NACHEXA19ly	0.0
NACHEXA1ly	0.0
NACHEXA20ly	0.0
NACHEXA21ly	0.0
NACHEXA22ly	0.0
NACHEXA2ly	0.0
NACHEXA3ly	0.0
NACHEXA4ly	0.0
NACHEXA5ly	0.0
