gen,q_value,Log2FC,sign
MB,0.03781046199279703,1.4267758265998611,UP
CHRNA3,0.03780368212670336,1.1960287292989744,UP
ARHGAP23,0.037376077803858036,1.1333408923797972,UP
SMO,0.0370342738263646,1.1876497296749466,UP
MSC,0.03692857712540367,1.477463702907522,UP
THRB-AS1,0.036662873272397895,1.0706869212666623,UP
SGO1,0.036491687726385516,1.074491443399473,UP
,0.036433589097247386,1.13945895495181,UP
FGD2,0.03631665725167733,1.1591331589142653,UP
AL731566.2,0.035711851196278156,1.0648029365514406,UP
LY86,0.03550292874546751,1.1913240061778936,UP
SLIT3,0.03550292874546751,1.0524263570952581,UP
FGFR3,0.03549326330406749,1.2700811676546646,UP
LAMP5,0.0353176993217913,1.3302972550852976,UP
LMOD1,0.035255627381211824,1.0356950555367317,UP
C16orf89,0.03504243635601182,1.2143784708095995,UP
SAMSN1,0.03483944802605581,1.0641534441801308,UP
CCDC188,0.03475157127104777,1.1532726237728221,UP
IL16,0.03473386914308865,1.0957280699381946,UP
MSX1,0.034695583526322155,1.0406196214918102,UP
PPIAP75,0.03444833047685407,1.1271693383530532,UP
OLR1,0.03416417562850506,2.023466859264223,UP
FPR1,0.034046770059202924,1.301278229762716,UP
HAVCR2,0.03394843004473427,1.3000875099596856,UP
MOXD1,0.03394843004473427,1.3513962695259065,UP
PURPL,0.033842661679773775,1.0441181003216502,UP
CYP4F3,0.0337344402859293,1.0628762998980874,UP
RPSAP6,0.033519955091466866,1.0377964180347665,UP
SLA,0.03347704489588666,1.1483325594630327,UP
CSF3R,0.03342783378227257,1.1438572480428737,UP
LCP2,0.03334116889878431,1.1330389835166867,UP
,0.0333050268130312,1.217447643064461,UP
EDN1,0.03312119042770135,1.0648433292043455,UP
CCL4L2,0.03296014339537743,1.4284698871110708,UP
NCF2,0.03291589267312973,1.2920954548973609,UP
CD163L1,0.03290267882061527,1.529468680067846,UP
SLPI,0.03285123804010404,1.2773733482308716,UP
CD163,0.032580652626031416,1.2628134225577397,UP
GPR85,0.03249587330383098,2.13067986382355,UP
IGHA1,0.03235815864885403,2.1783859030540205,UP
COMP,0.03215746459957207,1.5019568355845434,UP
HMOX1,0.03182346356794934,1.3406632009252029,UP
MIR217HG,0.03182235438862453,1.5118062188464276,UP
SRPX2,0.03152294450879514,1.0917674822753245,UP
MFAP4,0.03146734217266385,1.123266433770815,UP
CPXM2,0.03105275683259495,1.0302261801869899,UP
COL15A1,0.03105275683259495,1.1492838729325165,UP
MILR1,0.030911710170898055,1.6375468364369805,UP
EFEMP1,0.0308961849211045,1.0937420101331419,UP
AC015914.1,0.030648694111898515,1.1270389245054213,UP
,0.030523507563164437,1.2178550779745583,UP
IL1RN,0.030027861175664715,1.782746981773169,UP
SEMA6C,0.02978050198207342,1.0117600291308368,UP
ASCL1,0.029385347707670637,1.876044506871665,UP
ADGRE2,0.029361018357675732,1.529074261621556,UP
PDLIM3,0.02924060222212645,1.049848052422757,UP
AOC3,0.02914558454108928,1.071817367307501,UP
PI16,0.02903146661911876,1.3862514979438858,UP
FAM163A,0.02903146661911876,1.4919946068379368,UP
LNCATV,0.028801573167932668,1.0005489258270581,UP
GALNTL6,0.028801573167932668,1.4951756412262511,UP
,0.02865320744918211,1.1621105441832287,UP
AP005131.1,0.028495845203324002,1.19263683941504,UP
COL3A1,0.028454760879875682,1.1572590754566388,UP
COL6A3,0.028422884392177463,1.1331597606583776,UP
IL18R1,0.028413014065786692,1.1806989493884257,UP
RUNX1,0.028288845767112138,1.2741722589042974,UP
AC008708.2,0.028015629792820254,1.163223846530658,UP
KCNH3,0.027659228428838643,1.0033554781002467,UP
KLRB1,0.027256289062484205,1.3687037729221079,UP
IL2RG,0.02680324064815536,1.3971499413317474,UP
HSP90AB4P,0.02680324064815536,1.061064842476291,UP
AC009318.4,0.02680324064815536,1.0814554310269633,UP
TSPAN18,0.026784711526611625,1.3436094253811763,UP
APOC1,0.026782014507012702,1.2022268497762243,UP
MMP14,0.02665589404230369,1.1861403146688492,UP
PAPPA,0.02642762675956121,1.1960469426681695,UP
CENPE,0.02617686299925942,1.1520798545193445,UP
ACOXL-AS1,0.02597038416655755,1.2885580132223806,UP
ENC1,0.025892283006689065,1.1108324659809818,UP
SOCS1,0.025608403076607465,1.5402812645971122,UP
RAB7B,0.025511082561706123,1.2926856909736228,UP
LRRC53,0.025495789934724795,2.1344592036993864,UP
AL354977.2,0.02486321445798625,1.0263524712249201,UP
RN7SL164P,0.024215986514435756,1.1227559043823614,UP
BRS3,0.024212985051400553,1.2100731983019632,UP
LNCTAM34A,0.024104461837602037,1.0677833183025374,UP
,0.02399859556097901,1.6917890694377284,UP
CLCNKA,0.023919827886336523,1.2824158935526422,UP
TSPAN11,0.023824148396564056,1.4691669693705387,UP
CIT,0.02361365218463735,1.0643539589287525,UP
JAML,0.023188348746960148,1.321620628032794,UP
OSBPL3,0.023174705492405728,1.340337051315328,UP
OLIG3,0.02291329881092003,1.1034841315375,UP
ABCC2,0.02291329881092003,1.5310071810071284,UP
HOXB-AS1,0.022904688194066096,1.6756332944471162,UP
BGN,0.02289310273463625,1.1406936369501892,UP
VSIG4,0.02289310273463625,1.277976326643788,UP
REG3G,0.022830833562233102,2.127333549249156,UP
HOXB4,0.021796140854596354,1.5559116942823374,UP
ABCA8,0.02157135130080032,1.1969698432451479,UP
RARG,0.0209849915880409,1.0822288387003325,UP
MRC2,0.02073119648518774,1.2925871550247594,UP
IQCA1,0.020456729473219158,1.8434483097644063,UP
FCGBP,0.020456729473219158,1.0965949244155064,UP
PADI2,0.0204382156627619,1.7283404103361535,UP
CD248,0.020165547113155914,1.205858732595186,UP
SLC24A2,0.020146220666105243,1.1814032114640165,UP
PALD1,0.020056176150064157,1.430906868286619,UP
GIMAP2,0.019854572924729582,1.257548233444682,UP
PTGIR,0.019854572924729582,1.2527235834682073,UP
C11orf96,0.01972844453105944,1.5352395200751154,UP
FYB1,0.019694709380554065,1.1715326997763842,UP
BAIAP2L2,0.019593916009395855,1.097066781950686,UP
MUC13,0.019591767211617036,1.1658293799796833,UP
GBP2,0.019576377693999364,1.0596601967325356,UP
CCL4,0.019562274315659718,1.2090051849678063,UP
CCL5,0.0194706544274284,1.005454191806341,UP
DHRS9,0.019215887180610406,1.8376383089148889,UP
CH25H,0.019032375676014898,1.1864613572807747,UP
AOC1,0.019002847129142037,1.2454811039625469,UP
CHD5,0.019002201509097663,1.1410555787592598,UP
IGLC3,0.019002201509097663,2.513162697636789,UP
TFF1,0.018860486326935,2.62477913793106,UP
CTSV,0.018512595559865036,-1.0827908685795693,DOWN
SERPING1,0.018490616875540065,1.2263969986304937,UP
NCF4,0.018334210742732133,1.2988248635836759,UP
LAIR1,0.018334210742732133,1.2704434395710464,UP
ZNF521,0.018295378834713036,1.1126313606154998,UP
COCH,0.018159476277059147,1.4963896695390477,UP
AC022613.3,0.018149047268066227,1.0464054684713784,UP
AL033380.1,0.018009972981795373,-1.1095007423043324,DOWN
CASC15,0.01791703130888555,1.386985424783137,UP
HLA-DRB6,0.017836263852813065,1.1800719599893195,UP
SLFN13,0.017831338187421858,1.432209534639697,UP
FABP6,0.017772391565148184,1.3640360271412997,UP
COL28A1,0.017725377041905643,1.0059515886677763,UP
LYPLAL1-AS1,0.017373268902840897,2.0467824051805534,UP
EGR4,0.017356170184855416,1.1490330594889624,UP
SLC7A2-IT1,0.017290469589694036,1.2376439930546355,UP
CREB3L1,0.017277968682489934,1.30854389582915,UP
ADGRB3,0.016107282463863743,1.081650220217313,UP
DDX50P1,0.015949350381183346,1.1107080263016471,UP
EMID1,0.015842091538017446,1.215724564124572,UP
PYCARD,0.015842091538017446,1.0349102850562486,UP
PLP1,0.015842091538017446,1.5862509787384986,UP
CST2,0.015841907843164336,1.5907199905765728,UP
LSP1,0.015841907843164336,1.3111124355949202,UP
CYGB,0.015566416723251,1.1133606557340823,UP
CCR1,0.015545727122532663,1.4364803611734698,UP
ZG16B,0.015497466231456923,1.8336790517828137,UP
GYPC,0.015497466231456923,1.0887136064523635,UP
IGLV1-51,0.01549547819517231,1.945136716559944,UP
BCL2A1,0.015332450693799057,1.9368541283650422,UP
IL18,0.015332450693799057,1.3182946031221208,UP
MLIP-AS1,0.015278303936653156,1.2651950526419675,UP
PLPP2,0.0152614695571023,1.3992487805119604,UP
ANKRD20A11P,0.015112012637752107,1.5932241012588257,UP
SUCNR1,0.015043990916367208,2.4149983707626763,UP
MSC-AS1,0.014987093392825416,1.2491332120752823,UP
NR2F1,0.0149734577021586,1.170611105097183,UP
SERPINF1,0.014949809177348856,1.177901215253825,UP
TREM2,0.014896923028682106,2.097687283531054,UP
OMG,0.014823479979068193,1.1023498735633697,UP
AFAP1L2,0.014456086886897541,1.1283713255722343,UP
FAM81A,0.014415518030028293,1.0622595641331516,UP
NTRK2,0.01427805539646552,1.002019962623285,UP
LGALS1,0.014255073699440245,1.0567043611589009,UP
HTRA3,0.013853265542833601,1.2612630615642695,UP
REG1B,0.013810282879767122,2.448777761384178,UP
SLITRK5,0.013499208298713391,1.5765650478596411,UP
BRCA2,0.013474413436515746,1.073116340099931,UP
PDGFRB,0.013153535687788234,1.0642242851705537,UP
MFAP2,0.012998699612869782,1.6318094335599496,UP
RPL9P32,0.012998699612869782,1.1712968253093143,UP
F12,0.01298419841004627,1.0807612329916547,UP
AC131182.1,0.012931990277331065,1.0447186896534761,UP
SLCO2B1,0.012785102886465076,1.120825770724096,UP
TPSB2,0.012291554820239529,1.3345888493054354,UP
CD300A,0.012175186438902938,1.5597435560313426,UP
BST2,0.012079573428898604,1.0167960308487778,UP
PTGIS,0.012041445039767253,1.6486105128223045,UP
ABCC3,0.011895902239584612,1.54553574128268,UP
REG1CP,0.011868869015991606,2.8105297830450477,UP
CD3D,0.011868869015991606,1.5732220841706912,UP
DOCK2,0.01181676243753461,1.5758771621692562,UP
ALPK1,0.011757055916582292,1.15606507629116,UP
HLA-DRB5,0.01171398133896248,1.6376791814249338,UP
SLAMF7,0.011605634746269283,2.2989777584716373,UP
HLA-DMA,0.01159765560404503,1.0068032191043503,UP
MNDA,0.011572785185796006,1.1928164850153034,UP
ELN,0.011386652306220577,1.1209041293567952,UP
COL4A2,0.011074731067995234,1.008751928977929,UP
HLA-DOA,0.01104829834250301,1.4771920114529429,UP
ANGPTL7,0.011001366780372534,1.7084021812878758,UP
AL162385.1,0.010957677591738973,1.0544864037102142,UP
AL139241.1,0.010957677591738973,1.822652430203341,UP
ZNF423,0.010957677591738973,1.1624452815109505,UP
PGC,0.010461951508973081,2.640182151608966,UP
BMPR1B,0.010394412387384222,1.9984930419141307,UP
COL8A2,0.010394412387384222,1.4488140876969753,UP
CDH11,0.010325350861409234,1.3555619941816426,UP
CYBB,0.010305276610858229,1.1973927238907185,UP
EHD2,0.010218418138641409,1.013343090970802,UP
TLK2P1,0.010153628385814946,1.6055372519725333,UP
SDC3,0.010153628385814946,1.0449188540798588,UP
C1S,0.010153628385814946,1.2221344248721075,UP
TAFA4,0.010127981567744693,-1.54875801852593,DOWN
IL4R,0.00976384247927405,1.112196887555068,UP
MMP19,0.009755409330682217,1.6155678543563157,UP
IGF1,0.009627356589783923,1.5274686538794569,UP
LST1,0.009610245324010827,1.3534163692322643,UP
RPS12P26,0.009476961985907872,1.1746615784418535,UP
CSF1R,0.009423498552843199,1.1138569335328863,UP
AL359924.1,0.009279596630904295,2.0101889893527902,UP
PLCB2,0.009238065919413698,1.4263790672468935,UP
PRF1,0.0091919886484401,1.5765145824515172,UP
GLDN,0.009113571826688495,2.0033184115656226,UP
LY96,0.009088989494841474,1.2443862534861436,UP
AL645929.2,0.00898333067822902,1.367779732149211,UP
TRBC1,0.008831400747786615,1.7175451359705263,UP
CARD16,0.008831314957700377,1.2524750282472668,UP
KCNK5,0.008753241425242336,1.6753953504941272,UP
ISG15,0.008753241425242336,1.0929904501664984,UP
EEF1DP7,0.008562622217499713,1.0879739959469557,UP
COL11A1,0.008556147853202157,2.1068893868013543,UP
,0.008556147853202157,1.0311150752023663,UP
IGLV2-11,0.008556147853202157,3.2894428104267246,UP
IFI44L,0.008502124633501331,1.7079829039839252,UP
CYP4F12,0.008489195446973609,1.6087612165128613,UP
APCDD1,0.008489195446973609,1.397497010055552,UP
NTS,0.008485777549795891,2.8877800089119754,UP
LGALS9,0.008342608202053755,1.4958759702642872,UP
MIR181A1HG,0.008246665629554792,1.392355409348854,UP
FGA,0.008082403280514095,2.6350955371589957,UP
GBP5,0.007885495128792223,1.6306684397921516,UP
MS4A6A,0.007874561636508588,1.1146150644128399,UP
COL1A1,0.007874561636508588,1.4416248853973823,UP
CYTH4,0.007727848252526437,1.3711200530655685,UP
PCDHGA9,0.007566940981721611,1.1899278191188754,UP
KLHL6,0.007508792759136072,1.4553633048504315,UP
IGKC,0.007452093749814009,2.4824270533592343,UP
TSPAN15,0.007452093749814009,1.2199256204098106,UP
TVP23A,0.00743773430905534,1.2939630192956908,UP
CYSRT1,0.007420272216527763,1.187381223944219,UP
TYROBP,0.006907736480405252,1.2184792619769644,UP
CXCL2,0.006898972454180496,2.5222194147037444,UP
ARHGEF6,0.006761702479125374,1.1647404894528661,UP
IGSF6,0.006575194557520611,1.2838797207401833,UP
FN1,0.006575194557520611,1.0302443739430365,UP
IL13RA2,0.006536108863085472,2.085194715923576,UP
AC020637.1,0.006522344529851002,1.0987141359664059,UP
HLA-DRA,0.006416222705983523,1.1536362551985204,UP
RGS16,0.006407209293225209,1.0011682926505827,UP
RAB34,0.006293774322318664,1.3341521414611477,UP
SULF1,0.006121052311397726,1.0619296595910108,UP
STAB1,0.006121052311397726,1.242545646319143,UP
IKZF1,0.0060503890598685795,1.473869603713033,UP
TNFRSF11B,0.0060503890598685795,1.2849651973769856,UP
ZMAT4,0.006022599028158845,-1.1482292181047624,DOWN
AKNA,0.0059890922542201585,1.1473817522253253,UP
COL8A1,0.005528543744918091,1.4722052281287332,UP
HCLS1,0.005509903760282239,1.0248121972832271,UP
FMO1,0.005337591535291355,1.3556638768368934,UP
FBLN1,0.005158954548266837,1.3881393798455826,UP
RHEX,0.005094261984790977,1.0772665628295195,UP
IGHGP,0.004972979154305647,3.418143659533207,UP
PRNCR1,0.004971754506316881,1.1108324248981256,UP
LCP1,0.004924727125103507,1.2182908832940034,UP
LPCAT2,0.004870359820513287,1.3831745395427917,UP
ACRBP,0.0047440859044165316,-1.0157933355574649,DOWN
NNMT,0.0047440859044165316,1.2268958464157413,UP
C4BPA,0.004736230653747061,1.4049957457895466,UP
APOD,0.004717590243754936,1.4509821291825578,UP
HES6,0.00454412660818429,1.3755618625427486,UP
,0.004489124101386494,1.397910549903706,UP
LINC01915,0.004478250203071702,1.6892778487421896,UP
VTN,0.004375989106116372,1.4118123287308313,UP
IAPP,0.004375989106116372,-1.1876709096056566,DOWN
CD84,0.004254338111479621,1.5823629985112337,UP
AC130404.1,0.004254338111479621,1.2424482389652678,UP
SHROOM3-AS1,0.004228695505380499,1.216934228404416,UP
HIC1,0.004228695505380499,1.3038842065151988,UP
,0.004228695505380499,1.1623785049573,UP
CPXM1,0.004199537548713718,2.568213625088355,UP
CLEC2D,0.004190951465037555,1.1043879253279865,UP
CHRDL2,0.004167448520138273,1.8474585189730133,UP
HLA-DRB1,0.004107320016994895,1.1859669283796934,UP
COL14A1,0.004076947743855484,1.2449569855488558,UP
VSTM4,0.004059788055673957,1.1110925826606688,UP
ANO9,0.003977444269244627,1.0156072742162088,UP
VCAN,0.00394986883178516,1.4677274625925893,UP
NTN1,0.003861461407279093,-1.0337191773588976,DOWN
COL16A1,0.00385878290077679,1.180705903812825,UP
VSTM2L,0.003844271942148431,1.1657645795329254,UP
LYZ,0.003713116386537466,1.8717667436340033,UP
HAND2,0.0036753732085253953,1.21283431060584,UP
HLA-DMB,0.003647648484338761,1.3858422422841694,UP
VIM,0.0035354171241584738,1.0802904867778507,UP
GABRA1,0.003441424612057576,-1.656049571264875,DOWN
MRO,0.003396098734382441,-1.0236384022388707,DOWN
NR2F2-AS1,0.0033582490421777177,1.4700521542537799,UP
SOD3,0.003343014244393333,1.2052048344932764,UP
TLR7,0.003334209894710707,2.3906609894339823,UP
HLA-DPB1,0.003311006120842632,1.1438839051021563,UP
TGM2,0.0032441671426555025,1.5477227066174155,UP
PCDH9,0.003222881059713417,1.0616768797343528,UP
CAPG,0.0032061342444344603,1.4002037544282593,UP
PACRG-AS3,0.00312207659366879,1.0320754296908194,UP
IL7R,0.0030673319020167555,2.3110527901533526,UP
PLXDC1,0.0029917654716421676,1.2679296494773522,UP
DTX1,0.0029374431719999595,1.6901922094643218,UP
TSKU,0.0029353926327989554,1.0010455921625194,UP
CD3E,0.0028627876154824496,1.7923092807459002,UP
NKX3-1,0.0028627876154824496,-1.0326652774990555,DOWN
ADIPOQ,0.002857032845069797,4.224084903680167,UP
,0.002832475756705872,-1.3254925155194393,DOWN
TYMP,0.002805368249869918,1.5441533811960766,UP
KIF19,0.002661859282742702,1.0885708564285006,UP
COL5A1,0.002659663620468781,1.3686313024545989,UP
MLPH,0.0026476334621214877,1.319863496460002,UP
CCDC80,0.0026034411655638176,1.6568304732978185,UP
DUOX2,0.0025973456458012276,2.4187651814454005,UP
HLA-DQA2,0.0025973456458012276,1.8254386410172547,UP
ZPLD1,0.0025973456458012276,-1.2661522398939369,DOWN
TCN1,0.0025656120847590558,2.803178479444321,UP
SHISA2,0.00252507465805425,1.9727992510733374,UP
GDF15,0.002478074802106397,1.8180188624113753,UP
FCER1G,0.0023907720265563598,1.3250865827134108,UP
IGKV3-20,0.0022830068617731704,3.1843394329025023,UP
C3orf70,0.0022135399009661043,-1.1113093804141498,DOWN
AKAP13-AS1,0.002203166972184607,1.2774252870628613,UP
ENPP3,0.002150590674794148,1.8425359359131006,UP
LAMB2,0.002150590674794148,1.003000282158613,UP
CD53,0.00212425071390541,1.7526827289228026,UP
CRHBP,0.0021129205840133823,1.320260646607651,UP
MXRA8,0.0020908873514708308,1.4392816056731301,UP
ATCAY,0.0020694922264888876,1.217156683097665,UP
FAS,0.002030448996150264,1.102405056074071,UP
QRICH2,0.001894619678372486,1.1341780015882095,UP
CHIT1,0.001894619678372486,4.765043073915042,UP
TRBC2,0.0018770508721656662,2.076029214848423,UP
C1QC,0.0018752392726483467,1.32904461610001,UP
AC097625.1,0.001827096814133327,-1.951646040878514,DOWN
IQSEC3-AS1,0.0017985101712078024,1.111028298738478,UP
COL4A5,0.0017867605738891333,1.7072768157947653,UP
CD37,0.001756730949522072,1.466827492946028,UP
MARCKSL1,0.001756730949522072,1.0339494127020101,UP
NPY,0.0017445166494849023,1.6286386217972644,UP
PTGDS,0.001672928913714374,1.5993185018376201,UP
SLC7A7,0.0015507661446721277,1.1819715014878494,UP
SIGLEC1,0.0015507661446721277,2.879360108437383,UP
MSR1,0.0014761064844125813,1.538668022036952,UP
,0.0014521502270853106,1.3855967256097128,UP
LINC01767,0.0014468717797762143,1.6538363455069196,UP
CMTM3,0.0013880748817782956,1.109273472968191,UP
PTAFR,0.0013614848975632777,1.4363066478336008,UP
WNT3,0.0013614848975632777,1.0377384315461649,UP
DLGAP1-AS1,0.0013601338743131867,1.189701743844083,UP
SERPINH1,0.0013585631596682254,1.0048682583379287,UP
FNDC9,0.0013449524081535385,1.7105444843566926,UP
RCN3,0.001325084555091978,1.348472757959623,UP
DPYSL3,0.0012943721183495875,1.1250797516804245,UP
NGFR,0.0012943721183495875,1.6377163884024482,UP
LY6E,0.0012521777096824592,1.1483129432110422,UP
C3,0.001251982085811277,1.9375181544142424,UP
NR4A2,0.0012294922287247616,1.2975494237930276,UP
SCARA3,0.0012214507310548007,1.62171113227548,UP
SLC15A3,0.001217865036642568,1.6457884530238729,UP
IGHG1,0.0011943269981293107,3.909921693837169,UP
RAMP3,0.0011146544270107847,1.315699910773057,UP
RUNX3,0.0011091033762498624,1.7519737537232387,UP
FOSB,0.0011017848206012484,1.9746483182287788,UP
MS4A1,0.0010885812809898576,4.454655480698173,UP
GGT5,0.0010379140078040452,1.4268512906752346,UP
TMEM59L,0.0010097234753003485,1.1547369034943185,UP
KCNE4,0.0009895211154629855,1.0695465965573274,UP
IGLV2-23,0.0008855076571995742,4.620512705537994,UP
NEAT1,0.000883089155130123,1.187181513420162,UP
AC103740.1,0.0008773612926535659,2.9207495562656236,UP
C1QB,0.0008695833851901353,1.537677765939739,UP
AC010601.1,0.0008385110510822931,1.738768564366488,UP
HDC,0.0008370456498139956,1.8538334698168606,UP
CCL21,0.0008095104193007054,3.2990644348627747,UP
LAMB4,0.0008095104193007054,-1.3061803918033734,DOWN
CD74,0.0007857016008586268,1.236909337433271,UP
PPP2R3B,0.0007364585880921459,1.3833930560198795,UP
DIO3OS,0.0006720057707950587,2.241399210906786,UP
MYH11,0.0006501284309509824,1.4451425335496748,UP
PTPRC,0.0006501284309509824,1.5016991278630014,UP
S100A4,0.0006359242313797098,1.4943693802145845,UP
ADAM19,0.0006352481583106234,1.5321362232561258,UP
DBH-AS1,0.0006274503292045098,1.6184225450527643,UP
CCDC162P,0.0006208578549635283,1.168994920034169,UP
AGT,0.0005952383068469144,1.1669426523710762,UP
SYTL4,0.0005952383068469144,1.4008587295393236,UP
SLC18A2,0.0005952383068469144,1.0534096408513764,UP
POSTN,0.0005855215495658302,2.391191487923295,UP
ITGAX,0.0005815945476259868,1.7802565516893731,UP
BASP1,0.000581129673788693,1.4039533346557724,UP
HLA-DQB2,0.0005558532813945128,1.9074337215839832,UP
TPSAB1,0.000552753401389722,1.585673032363708,UP
IGHG2,0.0004488760255587515,4.311088948122436,UP
C2,0.0004366437699786759,1.616470465311081,UP
POLQ,0.000398670839712255,1.2742586776913225,UP
FES,0.00036106655998169453,1.6240985409539666,UP
SLC16A11,0.0003163435262997011,1.3823958976952775,UP
CD52,0.0003163435262997011,1.9159109900456928,UP
CCL19,0.00031210061857619054,3.3755987348187477,UP
C1R,0.00030146191257497863,1.6510142368654102,UP
IGFBP4,0.0002938853306445768,1.360918611402243,UP
ADAM33,0.000267543339003257,1.8802430573167508,UP
AL390783.1,0.0002605967096871302,1.3299860079620176,UP
AC100803.4,0.0002605967096871302,2.193392658541817,UP
MMP2,0.00024798128873143436,1.7047772935039809,UP
IGHG3,0.00024798128873143436,4.347710823610739,UP
PTP4A3,0.0002383131222713695,1.5088451964526866,UP
NHLH2,0.00023816736358299472,1.6351397451097243,UP
FRMD4A,0.00023146610581570068,1.1036838611969835,UP
C1QA,0.00022327178906794766,1.6283681313934883,UP
IFI6,0.0002160862386362699,1.2546916709993958,UP
PCOLCE,0.00020956115099204006,1.0587838645119403,UP
ITGB2,0.00020956115099204006,1.9661002187572312,UP
UNC5D,0.00020073745691079385,-1.2288108296651952,DOWN
NOTUM,0.00019086393954329033,1.9448572000150155,UP
CALY,0.00019086393954329033,1.228144062290526,UP
DIO2,0.0001863209737129609,1.6255499391251462,UP
GAD1,0.00017393649670186277,1.8278545983119414,UP
APLNR,0.00017393649670186277,2.2217565840662963,UP
TSHR,0.00015995819611049875,1.5899030254889726,UP
CAPS,0.00015995819611049875,1.0376749101680602,UP
CARTPT,0.00012940785188724442,4.319590501932215,UP
GLRA1,0.00012369897126838781,-1.194262960183007,DOWN
PPP1R16B,0.00012369897126838781,1.518879471892524,UP
H1-10-AS1,0.00012369897126838781,1.144072367860783,UP
LINC01116,0.00012369897126838781,1.8030482601475502,UP
TBX2,0.00010545587903280703,1.8058348385592329,UP
GLI1,0.00010440285742175092,2.645976482938412,UP
HS6ST2,0.00010163968340367985,-1.3822848261077545,DOWN
IGHA2,9.797661457214564e-05,4.3399126279558375,UP
COL6A2,8.511303119783865e-05,1.4776206466407542,UP
MYOF,8.511303119783865e-05,1.2809163608265015,UP
CAPN13,7.843356889393805e-05,-1.0064274327538105,DOWN
JCHAIN,5.814976188365988e-05,3.2030369648273207,UP
IGKV3-15,5.158019008991586e-05,6.232827392313634,UP
TMEM132C,4.610059221443384e-05,1.4807364706036203,UP
REG3A,3.6155370544602186e-05,3.666896660043999,UP
PLA2G2A,3.6155370544602186e-05,4.410338281475194,UP
PARVG,3.395836354059681e-05,1.9410054220557411,UP
SLC26A4,3.3075325330792895e-05,1.4732297396038108,UP
C6orf58,3.2991078638861254e-05,3.1691371650456976,UP
TP73-AS3,3.268036419898702e-05,1.991532495422818,UP
IRF8,2.9743787883725577e-05,1.9451306101872987,UP
LAPTM5,2.6617248790244312e-05,1.8657842093025951,UP
AC092490.2,2.6236019056193293e-05,-1.1729099307206843,DOWN
OPRD1,1.888346860412468e-05,-1.1154397545498715,DOWN
PRICKLE2-AS3,1.6984693203373354e-05,1.5144719901453711,UP
PFKFB2,1.6678941528102145e-05,-1.055055460753689,DOWN
IGLC2,1.5506452044498483e-05,4.018526651520172,UP
INPP5D,1.2775099149930071e-05,1.274580029785408,UP
AC093866.1,6.756910663463766e-06,1.3566137156642541,UP
HHATL,4.431027575357414e-06,-1.5053405960249497,DOWN
AL139246.1,3.9536044159348755e-06,2.464088938666683,UP
COL6A1,2.1461623147642806e-06,1.0052324541824231,UP
TTLL10-AS1,2.0682870231683662e-06,2.597621722053939,UP
