	Reacciones	FlujosC1
254	ATPtn	-3.0605498076735333e-13
255	B_MANNASEly	0.0
256	B3GALT3g	0.0
257	B3GALT41g	0.0
258	B3GALT42g	0.0
259	B3GALT43g	0.0
260	B3GALT44g	0.0
261	B3GALT5g	0.0
262	BAAT1x	0.0
263	BAAT2x	0.0
264	BAAT3x	0.0
265	BAAT4x	0.0
266	BACCL	0.0
267	BACCLm	0.0
268	BALAtmr	0.0
269	BALAVECSEC	0.0
270	BAMPPALDOX	0.0
271	BDHm	-184.8988719227598
272	BETALDHxm	0.0
273	BHBtm	-184.89887192275987
274	BHMT	0.0
275	BILGLCURte	0.0
276	BILIRED	0.0
277	BIOCYTtn	0.0
278	BMTer_U	0.0
279	BPNT2	0.0
280	BTND1	0.0
281	BTND1n	0.0
282	BTNDe	0.0
283	BTNDm	0.0
284	BTNPL	0.0
285	BTNPLm	0.0
286	BTNt2	0.0
287	BUTt2m	0.0
288	BZt	0.0
289	BZtr	0.0
290	C14STRr	0.0
291	C160CPT1	0.0
292	C160CPT2	0.0
293	C160CRNt	0.0
294	C161CPT1	0.0
295	C161CPT12	0.0
296	C161CPT2	0.0
297	C161CPT22	273.9595487691039
298	C161CRN2t	0.0
299	C161CRNt	0.0
300	C180CPT1	0.0
301	C180CPT2	0.0
302	C180CRNt	0.0
303	C181CPT1	0.0
304	C181CPT2	0.0
305	C181CRNt	0.0
306	C204CPT1	0.0
307	C204CPT2	0.0
308	C204CRNt	0.0
309	C226CPT1	0.0
310	C226CPT2	0.0
311	C3STDH1Pr	0.0
312	C3STDH1r	0.0
313	C3STKR2r	0.0
314	C4STMO1r	0.0
315	C4STMO2Pr	0.0
316	C4STMO2r	0.0
317	CAATPS	0.0
318	CAT2p	0.0
319	CAt7r	0.0
320	CATm	249.99999999999997
321	CATp	546.2247179806899
322	CBPPer	0.0
323	CBPter	0.0
324	CBR2	0.0
325	CDIPTr	-3.192462733406941
326	CDS	0.0
327	CDSm	0.0
328	CEPTC	0.0
329	CEPTE	0.0
330	CERK	0.0
331	CERT1gt	0.0
332	CERT1rt	0.0
333	CH25H	0.0
334	CHLP	0.0
335	CHLPCTD	0.0
336	CHOLD2m	0.0
337	CHOLK	0.0
338	CHOLPtg	0.0
339	CHOLPtl	0.0
340	CHOLt4	0.0
341	CHOLtg	0.0
342	CHOLtr	0.0
343	CHOLtu	0.0
344	CHSTEROLSULT	0.0
345	CHSTEROLt1	0.0
346	CHSTEROLt3	0.0
347	CHTNASE	0.0
348	CITRtm	0.0
349	CITtam	0.0
350	CITtbm	0.0
351	CK	0.0
352	CKc	0.0
353	CLFORtex	92.44943596137992
354	CLHCO3tex2	0.0
355	CLI2tex	235.4217328229146
356	CLOHtex2	0.0
357	CLOXAtex2	0.0
358	CLPNDCOAtx	0.0
359	CLPNDCPT1	0.0
360	CLPNDCPT2	0.0
361	CLPNDCRNt	0.0
362	CLS_hs	3.1924627334069413
363	CMPACNAtg	-1.3359185793462556e-13
364	CMPACNAtn	0.0
365	CMPSAS	0.0
366	CMPSASn	0.0
367	CO2ter	0.0
368	CO2tg	0.0
369	CO2tp	1.1419203400886494e-13
370	COAtg	-999.9999999999998
371	COAtl	0.0
372	COAtm	1000.0
373	COKECBESr	0.0
374	COQ3m	0.0
375	COQ5m	0.0
376	COQ6m	0.0
377	COQ7m	0.0
378	CORE2GTg	0.0
379	CORE6GTg	0.0
380	COt	0.0
381	COUMARINte	0.0
382	CREATt4_2_r	0.0
383	CREATtmdiffir	0.0
384	CRNCAR3tp	0.0
385	CRNCARtp	630.20225615448
386	CRNt	0.0
387	CRNtHa	0.0
388	CRNtim	726.0404512308969
389	CRTSLtm	0.0
390	CRTSLtr	0.0
391	CRTSTRNt	0.0
392	CSAPASEly	0.0
393	CSBPASEly	0.0
394	CSCPASEly	0.0
395	CSDPASEly	0.0
396	CSEPASEly	0.0
397	CSm	0.0
398	CSNAT2m	999.9999999999999
399	CSNAT2x	-5.709601700443248e-14
400	CSNAT3x	0.0
401	CSNATer	0.0
402	CSNATm	-369.79774384551985
403	CSNATp	630.2022561544802
404	CSNATr	-999.9999999999999
405	CSPG_At	0.0
406	CSPG_Atly	0.0
407	CSPG_Bt	0.0
408	CSPG_Btly	0.0
409	CSPG_Ct	0.0
410	CSPG_Ctly	0.0
411	CSPG_Dt	0.0
412	CSPG_Dtly	0.0
413	CSPG_Et	0.0
414	CSPG_Etly	0.0
415	CTPtn	0.0
416	CYANt	0.0
417	CYANtm	0.0
418	CYSGLTH	0.0
419	CYSGLUexR	0.0
420	CYSGLYexR	0.0
421	CYSO	856.4649818890092
422	CYSTA	856.4649818890093
423	CYStec	0.0
424	CYTD	0.0
425	CYTDK1	934.1725028557818
426	CYTDt	934.1725028557818
427	CYTDtl	0.0
428	CYTK10	0.0
429	CYTK10n	0.0
430	CYTK11	0.0
431	CYTK11n	0.0
432	CYTK12	0.0
433	CYTK12n	0.0
434	CYTK13	0.0
435	CYTK13n	0.0
436	CYTK14	0.0
437	CYTK14n	0.0
438	CYTK1m	0.0
439	CYTK1n	0.0
440	CYTK2n	-923.4827640274001
441	CYTK3	0.0
442	CYTK3n	0.0
443	CYTK4	0.0
444	CYTK4n	0.0
445	CYTK5	0.0
446	CYTK5n	0.0
447	CYTK6	0.0
448	CYTK6n	0.0
449	CYTK7	0.0
450	CYTK7n	0.0
451	CYTK8	0.0
452	CYTK8n	0.0
453	CYTK9	0.0
454	CYTK9n	0.0
455	D_3AIBt	0.0
456	DADA	0.0
457	DADAe	0.0
458	DADNt4	0.0
459	DAG_HSter	0.0
460	DAGK_hs	4.788420257021254
461	DAGKn_hs	0.0
462	DALAt2r	-861.5367188289115
463	DASCBR	0.0
464	DASPO1p	0.0
465	DCIm	0.0
466	DCK1n	-923.4827640274001
467	DCK2n	0.0
468	DCSPTN1CPT1	0.0
469	DCSPTN1CPT2	0.0
470	DCSPTN1CRNt	0.0
471	DCT	0.0
472	DCTPtn	923.4827640274001
473	DCYTD	923.4827640274
474	DDPGAm	0.0
475	DECDPtm	0.0
476	DESAT16_2	0.0
477	DESAT18_10	0.0
478	DESAT18_3	0.0
479	DESAT18_4	0.0
480	DESAT18_5	0.0
481	DESAT18_6	0.0
482	DESAT18_7	0.0
483	DESAT18_8	0.0
484	DESAT18_9	0.0
485	DESAT20_1	0.0
486	DESAT20_2	0.0
487	DESAT22_1p	0.0
488	DESAT24_1	0.0
489	DGAT	0.0
490	DGCHOLtx	0.0
491	DGK2m	0.0
492	DGNSKm	0.0
493	DGSNtm	0.0
494	DGULND	-1000.0
495	DHAAt1r	0.0
496	DHCR241r	0.0
497	DHCR242r	0.0
498	DHCR243r	0.0
499	DHCR71r	0.0
500	DHCR72r	0.0
501	DHCRD1	0.0
502	DHCRD2	0.0
503	DHDPBMTm	0.0
504	DHEASt	0.0
505	DHEAStr	0.0
506	DHEASULT	0.0
507	DHFtl	0.0
508	DHFtm	0.0
509	DHORD9	0.0
510	DHPM1	908.8469462842479
511	DHPM2	0.0
512	DIDPtn	1000.0
513	DIGALSIDEtg	0.0
514	DIGALSIDEtl	0.0
515	DINt	0.0
516	DITPtn	-1000.0
517	D_LACt2	-1000.0
518	D_LACtm	-640.368533499588
519	DLNLCGCPT1	0.0
520	DLNLCGCPT2	0.0
521	DLNLCGCRNt	0.0
522	DLNLCGt	0.0
523	DM_13_cis_retn_n_	0.0
524	DM_Asn_X_Ser_Thr_ly_	0.0
525	DM_dctp_m_	0.0
526	DM_dem2emgacpail_prot_hs_r_	0.0
527	DM_dgpi_prot_hs_r_	0.0
528	DM_dttp_m_	0.0
529	DM_ethamp_r_	0.0
530	DM_gpi_sig_er_	0.0
531	DM_kdn_c_	0.0
532	DM_mem2emgacpail_prot_hs_r_	0.0
533	DM_Ser_Gly_Ala_X_Gly_ly_	0.0
534	DMATTx	0.0
535	DMGDHm	0.0
536	DMGtm	0.0
537	DMHPTCRNCPT2	5.709601700443248e-14
538	DMHPTCRNt	5.709601700443248e-14
539	DMHPTCRNte	-5.709601700443247e-14
540	DMNONCRNCPT2	-5.709601700443248e-14
541	DMNONCRNt	-5.709601700443248e-14
542	DNDPt25m	0.0
543	DNDPt28m	0.0
544	DNDPt38m	0.0
545	DNDPt39m	0.0
546	DNDPt60m	0.0
547	DNDPt62m	0.0
548	DOLGLCP_Lter	0.0
549	DOLGPP_Ler	0.0
550	DOLICHOL_Lter	0.0
551	DOLICHOL_Uter	0.0
552	DOLK_U	0.0
553	DOLMANP_Uter	0.0
554	DOLPGT3_Ler	0.0
555	DOLPGT3_Uer	0.0
556	DOLPMT3_Uer	0.0
557	DOLPMT4_Uer	0.0
558	DOPABMO	0.0
559	DOPAMT	0.0
560	DOPAQNISO1	0.0
561	DOPASFt	0.0
562	DOPASULT	0.0
563	DOPAt4_2_r	0.0
564	DOPAtu	0.0
565	DOPAVESSEC	0.0
566	DPCOAtl	0.0
567	DPGase	0.0
568	DPGM	0.0
569	DPHMBDCm	0.0
570	DPMVDx	0.0
571	DPPS	0.0
572	DRPA	923.4827640274001
573	DSAT	0.0
574	DUDPtn	1000.0
575	DUMPtn	0.0
576	DURAD	-908.8469462842478
577	DURAD2	0.0
578	DURIK1	0.0
579	DURIK1m	0.0
580	DUTPDPm	0.0
581	DUTPDPn	0.0
582	EAFLATOXINte	0.0
583	EBASTINEOHte	0.0
584	EBASTINEOHtr	0.0
585	EBASTINEte	0.0
586	EBASTINEtr	0.0
587	EBP1r	0.0
588	EBP2r	0.0
589	ECOAH12m	0.0
590	ECOAH1m	0.0
591	ECOAH1x	0.0
592	ECOAH9m	-1000.0
593	EHGLAT2m	0.0
594	EHGLATm	0.0
595	EICOSTETCPT1	0.0
596	EICOSTETCPT2	0.0
597	EICOSTETCRNt	0.0
598	ELAIDCPT1	0.0
599	ELAIDCPT2	0.0
600	ELAIDCRNt	0.0
601	ENGASE2ly	0.0
602	ENGASE3ly	0.0
603	ENGASEly	0.0
604	ESTRADIOLtr	0.0
605	ESTRIOLtr	0.0
606	ESTRONESt	0.0
607	ESTSULT	0.0
608	ETF	0.0
609	ETFQO	0.0
610	ETHAK	0.0
611	ETHP	0.0
612	ETOHtx	0.0
613	EX_10fthf[e]	0.0
614	EX_10fthf7glu[e]	0.0
615	EX_2hb[e]	0.0
616	EX_34dhoxpeg[e]	0.0
617	EX_3aib[e]	0.0
618	EX_3aib_D[e]	0.0
619	EX_3mlda[e]	0.0
620	EX_4hphac[e]	0.0
621	EX_4mptnl[e]	0.0
622	EX_4nph[e]	0.0
623	EX_4nphsf[e]	0.0
624	EX_4pyrdx[e]	0.0
625	EX_5adtststerones[e]	1000.0
626	EX_5fthf[e]	0.0
627	EX_5htrp[e]	0.0
628	EX_5mthf[e]	63.36671776652357
629	EX_7dhf[e]	0.0
630	EX_7thf[e]	-63.366717766523585
631	EX_ach[e]	0.0
632	EX_acn13acngalgbside_hs[e]	0.0
633	EX_acn23acngalgbside_hs[e]	0.0
634	EX_acnacngal14acglcgalgluside_hs[e]	0.0
635	EX_acnacngalgbside_hs[e]	0.0
636	EX_acngalacglcgal14acglcgalgluside_hs[e]	0.0
637	EX_adprbp[e]	0.0
638	EX_adrn[e]	0.0
639	EX_aflatoxin[e]	0.0
640	EX_ak2lgchol_hs[e]	0.0
641	EX_ala_B[e]	0.0
642	EX_ala_D[e]	861.5367188289115
643	EX_aldstrn[e]	0.0
644	EX_aprgstrn[e]	0.0
645	EX_arachd[e]	0.0
646	EX_asp_D[e]	0.0
647	EX_atp[e]	-24.595764738923602
648	EX_bhb[e]	184.89887192275984
649	EX_bilglcur[e]	0.0
650	EX_biocyt[e]	0.0
651	EX_chsterol[e]	-5.586672861917568
652	EX_chtn[e]	0.0
653	EX_co[e]	0.0
654	EX_coumarin[e]	0.0
655	EX_crtstrn[e]	0.0
656	EX_cspg_a[e]	0.0
657	EX_cspg_b[e]	0.0
658	EX_cspg_c[e]	0.0
659	EX_cspg_d[e]	0.0
660	EX_cyan[e]	0.0
661	EX_dag_hs[e]	0.0
662	EX_dheas[e]	0.0
663	EX_dhf[e]	0.0
664	EX_dlnlcg[e]	0.0
665	EX_dmhptcrn[e]	-5.709601700443247e-14
666	EX_dopasf[e]	0.0
667	EX_eaflatoxin[e]	0.0
668	EX_ebastine[e]	0.0
669	EX_ebastineoh[e]	0.0
670	EX_estrones[e]	0.0
671	EX_fuc13galacglcgal14acglcgalgluside_hs[e]	0.0
672	EX_fucacngal14acglcgalgluside_hs[e]	1.335918579346256e-13
673	EX_fucgalgbside_hs[e]	0.0
674	EX_fuc_L[e]	0.0
675	EX_gd1c_hs[e]	0.0
676	EX_gluala[e]	0.0
677	EX_glygn2[e]	0.0
678	EX_glygn4[e]	0.0
679	EX_gp1c_hs[e]	0.0
680	EX_gp1calpha_hs[e]	0.0
681	EX_gq1b_hs[e]	0.0
682	EX_gq1balpha_hs[e]	0.0
683	EX_gt1a_hs[e]	0.0
684	EX_gthox[e]	0.0
685	EX_gthrd[e]	-869.2181283941983
686	EX_gtp[e]	0.0
687	EX_hcoumarin[e]	0.0
688	EX_hestratriol[e]	0.0
689	EX_hom_L[e]	0.0
690	EX_htaxol[e]	0.0
691	EX_i[e]	470.8434656458292
692	EX_idp[e]	0.0
693	EX_imp[e]	0.0
694	EX_inost[e]	0.0
695	EX_ksi[e]	0.0
696	EX_ksi_deg1[e]	0.0
697	EX_ksii_core2[e]	0.0
698	EX_ksii_core4[e]	0.0
699	EX_lac_D[e]	1000.0
700	EX_leuktrA4[e]	1000.0
701	EX_leuktrB4[e]	0.0
702	EX_leuktrC4[e]	0.0
703	EX_leuktrD4[e]	0.0
704	EX_leuktrE4[e]	0.0
705	EX_lgnc[e]	0.0
706	EX_lnlc[e]	726.0404512308958
707	EX_lnlnca[e]	0.0
708	EX_lpchol_hs[e]	0.0
709	EX_mercplaccys[e]	0.0
710	EX_n2m2nmasn[e]	0.0
711	EX_nad[e]	0.0
712	EX_nadp[e]	0.0
713	EX_nifedipine[e]	0.0
714	EX_no[e]	0.0
715	EX_nrvnc[e]	0.0
716	EX_o2s[e]	-1000.0
717	EX_oagd3_hs[e]	1000.0
718	EX_oagt3_hs[e]	-1.3359185793462554e-13
719	EX_octa[e]	0.0
720	EX_oxa[e]	0.0
721	EX_paf_hs[e]	0.0
722	EX_pe_hs[e]	-15.163787219049235
723	EX_peplys[e]	0.0
724	EX_pglyc_hs[e]	-3.9904414952140974
725	EX_phyt[e]	0.0
726	EX_prgstrn[e]	0.0
727	EX_prostgd2[e]	-1000.0
728	EX_prostge1[e]	0.0
729	EX_ps_hs[e]	-53.47114927521926
730	EX_ptdca[e]	0.0
731	EX_retn[e]	0.0
732	EX_s2l2fn2m2masn[e]	0.0
733	EX_s2l2n2m2masn[e]	0.0
734	EX_sl_L[e]	0.0
735	EX_spc_hs[e]	0.0
736	EX_sphs1p[e]	0.0
737	EX_strch1[e]	0.0
738	EX_strch2[e]	0.0
739	EX_tagat_D[e]	0.0
740	EX_taxol[e]	0.0
741	EX_tchola[e]	0.0
742	EX_tcynt[e]	0.0
743	EX_tetpent3[e]	0.0
744	EX_tetpent6[e]	0.0
745	EX_tettet6[e]	0.0
746	EX_thyox_L[e]	-470.8434656458292
747	EX_triodthy[e]	470.8434656458292
748	EX_tststerone[e]	-999.9999999999998
749	EX_tststerones[e]	0.0
750	EX_tsul[e]	0.0
751	EX_txa2[e]	0.0
752	EX_tymsf[e]	0.0
753	EX_urate[e]	1000.0
754	EX_utp[e]	-1000.0
755	EX_whhdca[e]	0.0
756	EX_whtststerone[e]	0.0
757	EX_xolest_hs[e]	0.0
758	EX_xolest2_hs[e]	0.0
759	EX_xoltri24[e]	0.0
760	EX_xoltri25[e]	0.0
761	EX_xoltri27[e]	0.0
762	F1PGT	0.0
763	FACOAL140i	0.0
764	FACOAL150	0.0
765	FACOAL160i	0.0
766	FACOAL170	0.0
767	FACOAL180i	0.0
768	FACOAL1812	0.0
769	FACOAL1813	0.0
770	FACOAL181i	0.0
771	FACOAL1821	0.0
772	FACOAL1822	0.0
773	FACOAL1831	0.0
774	FACOAL1832	0.0
775	FACOAL184	0.0
776	FACOAL191	0.0
777	FACOAL200	0.0
778	FACOAL203	0.0
779	FACOAL204	0.0
780	FACOAL2042	0.0
781	FACOAL205	0.0
782	FACOAL206	0.0
783	FACOAL224	0.0
784	FACOAL2251	0.0
785	FACOAL2252	0.0
786	FACOAL226	0.0
787	FACOAL240	0.0
788	FACOAL241	0.0
789	FACOAL244_1	0.0
790	FACOAL245_1	0.0
791	FACOAL245_2	0.0
792	FACOAL246_1	0.0
793	FACOAL260	0.0
794	FACOAL40im	0.0
795	FACOAL80i	0.0
796	FADDP	0.0
797	FADH2tru	0.0
798	FADtru	0.0
799	FAEL183	0.0
800	FAEL184	0.0
801	FAEL204	0.0
802	FAEL205	0.0
803	FALDH	0.0
804	FALDtly	0.0
805	FALDtm	0.0
806	FAOXC11	-5.709601700443248e-14
807	FAOXC140	0.0
808	FAOXC150m	0.0
809	FAOXC160	0.0
810	FAOXC16080m	0.0
811	FAOXC16080x	0.0
812	FAOXC161802m	0.0
813	FAOXC16180m	0.0
814	FAOXC170m	0.0
815	FAOXC180	0.0
816	FAOXC180x	0.0
817	FAOXC1811601m	0.0
818	FAOXC1811602m	0.0
819	FAOXC1811603m	0.0
820	FAOXC182806m	0.0
821	FAOXC18280m	0.0
822	FAOXC183803m	0.0
823	FAOXC183806m	0.0
824	FAOXC183806x	0.0
825	FAOXC18480m	0.0
826	FAOXC18480x	0.0
827	FAOXC200180m	0.0
828	FAOXC200180x	0.0
829	FAOXC2031836m	0.0
830	FAOXC204	0.0
831	FAOXC204184m	0.0
832	FAOXC2051843m	0.0
833	FAOXC2051843x	0.0
834	FAOXC2242046m	0.0
835	FAOXC2242046x	0.0
836	FAOXC2251836m	0.0
837	FAOXC2251836x	0.0
838	FAOXC2252053m	0.0
839	FAOXC2252053x	0.0
840	FAOXC226	0.0
841	FAOXC226205m	0.0
842	FAOXC226205x	0.0
843	FAOXC240200x	0.0
844	FAOXC241181x	0.0
845	FAOXC2442246x	0.0
846	FAOXC2452253x	0.0
847	FAOXC2452256x	0.0
848	FAOXC246226x	0.0
849	FAOXC260240x	0.0
850	FAOXC80	0.0
851	FAS100COA	0.0
852	FAS120COA	0.0
853	FAS140COA	0.0
854	FAS160COA	0.0
855	FAS180COA	0.0
856	FAS80COA_L	0.0
857	FATP1t	0.0
858	FATP2t	0.0
859	FATP3t	0.0
860	FATP5t	999.9999999999999
861	FATP6t	0.0
862	FATP8t	0.0
863	FATP9t	0.0
864	FBA4	0.0
865	FBA5	0.0
866	FBP26	0.0
867	FCLTm	0.0
868	FCOAH	0.0
869	FDH	0.0
870	FE3R2e	0.0
871	FK	0.0
872	FKYNH	0.0
873	FOLR2	0.0
874	FOLt2	-1000.0
875	FORMCOAtx	-5.709601700443247e-14
876	FORt2m	0.0
877	FORtr	0.0
878	FPGS2	0.0
879	FPGS2m	0.0
880	FPGS3	0.0
881	FPGS3m	0.0
882	FPGS4	0.0
883	FPGS4m	0.0
884	FPGS5	0.0
885	FPGS5m	0.0
886	FPGS6	0.0
887	FPGS6m	0.0
888	FPGS7m	0.0
889	FPGS8	0.0
890	FPGS8m	0.0
891	FPGS9	0.0
892	FPGS9m	0.0
893	FPGSm	0.0
894	FRDPtr	0.0
895	FRUt1r	0.0
896	FTHFDH	0.0
897	FTHFLm	0.0
898	FUC13GALACGLCGAL14ACGLCGALGLUSIDEte	0.0
899	FUCACNGAL14ACGLCGALGLUSIDEte	-1.335918579346256e-13
900	FUCASE2e	0.0
901	FUCASE2ly	0.0
902	FUCASEe	0.0
903	FUCASEly	0.0
904	FUCGALGBSIDEte	0.0
905	FUCGALGBSIDEtg	0.0
906	FUCtly	0.0
907	FUMAC	0.0
908	FUMm	179.81573325020628
909	FUMSO3tm	0.0
910	FUMSO4tm	0.0
911	FUMtm	0.0
912	FUMTSULtm	0.0
913	FUT11g	0.0
914	G14T2g	0.0
915	G14T3g	0.0
916	G14T4g	0.0
917	G14T5g	0.0
918	G3PD2m	0.0
919	G5SADrm	0.0
920	G5SDym	0.0
921	G6PDH1rer	0.0
922	G6PDH2rer	0.0
923	G6PPer	15.185731425778044
