	Reacciones	FlujosN3
269	CHSTEROLt1	0.0
270	CHSTEROLt2	0.0
271	CHSTEROLt3	0.0
272	CITtam	0.0
273	CITtbm	0.0
274	CK	0.0
275	CKc	0.0
276	CLOXAtex2	0.0
277	CLPNDCPT1	0.0
278	CLPNDCPT2	0.0
279	CLPNDCRNt	0.0
280	CLS_hs	2.7915889888312977
281	CMPACNAtg	0.0
282	CMPACNAtn	0.0
283	CMPSAS	0.0
284	CMPSASn	0.0
285	CO2ter	0.0
286	CO2tp	35.71428571428568
287	COAtl	0.0
288	COKECBESr	0.0
289	COQ3m	0.0
290	COQ5m	0.0
291	COQ6m	0.0
292	COQ7m	0.0
293	CORE2GTg	0.0
294	COt	0.0
295	COUCOAFm	0.0
296	CREATt4_2_r	0.0
297	CREATtmdiffir	0.0
298	CRNCAR3tp	6.053271190497604
299	CRNCARtp	0.0
300	CRNt	485.41451491947356
301	CRNtim	0.0
302	CRTSLtm	0.0
303	CRTSLtr	0.0
304	CRTSTRNt	0.0
305	CSAPASEly	0.0
306	CSBPASEly	0.0
307	CSCPASEly	0.0
308	CSDPASEly	0.0
309	CSEPASEly	0.0
310	CSm	0.0
311	CSNAT2m	407.9326723004046
312	CSNAT2x	0.0
313	CSNAT3x	6.053271190497604
314	CSNATer	0.0
315	CSNATm	-831.8921298214907
316	CSNATp	0.0
317	CSNATr	-831.8921298214908
318	CSPG_At	0.0
319	CSPG_Atly	0.0
320	CSPG_Bt	0.0
321	CSPG_Btly	0.0
322	CSPG_Ct	0.0
323	CSPG_Ctly	0.0
324	CSPG_Dt	0.0
325	CSPG_Dtly	0.0
326	CSPG_Et	0.0
327	CSPG_Etly	0.0
328	CTPtn	0.0
329	CYANt	695.9930360312181
330	CYANtm	389.3692900595028
331	CYSGLTH	-99.8536647861576
332	CYSGLYexR	0.0
333	CYSO	0.0
334	CYSTA	695.9930360312183
335	CYTDK1	9.347441050610612
336	CYTDt	9.347441050610612
337	CYTDtl	0.0
338	CYTK10	0.0
339	CYTK10n	0.0
340	CYTK11	0.0
341	CYTK11n	0.0
342	CYTK12	0.0
343	CYTK12n	0.0
344	CYTK13	0.0
345	CYTK13n	0.0
346	CYTK14	396.3592775507538
347	CYTK14n	0.0
348	CYTK1m	0.0
349	CYTK1n	0.0
350	CYTK2n	0.0
351	CYTK3n	0.0
352	CYTK4n	0.0
353	CYTK5	0.0
354	CYTK5n	0.0
355	CYTK6	0.0
356	CYTK6n	0.0
357	CYTK7	0.0
358	CYTK7n	0.0
359	CYTK8	0.0
360	CYTK8n	0.0
361	CYTK9	0.0
362	CYTK9n	0.0
363	D_3AIBt	0.0
364	DAG_HSter	0.0
365	DAGK_hs	4.187144026308464
366	DAGKn_hs	0.0
367	DASCBR	0.0
368	DASPO1p	0.0
369	DCIm	0.0
370	DCK2n	0.0
371	DCSPTN1COAtx	0.0
372	DCSPTN1CPT1	0.0
373	DCSPTN1CPT2	0.0
374	DCSPTN1CRNt	0.0
375	DCSPTN1t	0.0
376	DCTPtn	0.0
377	DCYTD	0.0
378	DDPGAm	0.0
379	DECDPtm	0.0
380	DEDOLP1_L	0.0
381	DEDOLP2_L	0.0
382	DEDOLR_L	0.0
383	DESAT16_2	0.0
384	DESAT18_10	0.0
385	DESAT18_3	0.0
386	DESAT18_4	0.0
387	DESAT18_5	77.48184261906901
388	DESAT18_6	0.0
389	DESAT18_7	0.0
390	DESAT18_8	0.0
391	DESAT18_9	0.0
392	DESAT20_1	0.0
393	DESAT20_2	0.0
394	DESAT22_1p	0.0
395	DESAT22_2p	0.0
396	DESAT24_1	0.0
397	DGAT	0.0
398	DGCHOLtx	83.33333333333324
399	DGK2m	0.0
400	DGNSKm	0.0
401	DGSNtm	0.0
402	DHAAt1r	0.0
403	DHCR241r	0.0
404	DHCR242r	0.0
405	DHCR243r	0.0
406	DHCR71r	0.0
407	DHCR72r	0.0
408	DHCRD1	0.0
409	DHCRD2	0.0
410	DHDPBMTm	0.0
411	DHEASt	0.0
412	DHEASULT	0.0
413	DHEAtr	0.0
414	DHFtl	0.0
415	DHFtm	0.0
416	DHPM1	987.2019844658538
417	DIDPtn	0.0
418	DIGALSIDEtg	0.0
419	DIGALSIDEtl	0.0
420	DITPtn	0.0
421	D_LACtm	-389.36929005950304
422	DLNLCGCPT1	0.0
423	DLNLCGCPT2	0.0
424	DLNLCGCRNt	0.0
425	DM_Asn_X_Ser_Thr_ly_	0.0
426	DM_dctp_m_	0.0
427	DM_dem2emgacpail_prot_hs_r_	0.0
428	DM_dgpi_prot_hs_r_	0.0
429	DM_dttp_m_	0.0
430	DM_dttp_n_	0.0
431	DM_ethamp_r_	0.0
432	DM_gpi_sig_er_	0.0
433	DM_mem2emgacpail_prot_hs_r_	0.0
434	DM_Ser_Gly_Ala_X_Gly_ly_	0.0
435	DMATTx	0.0
436	DMHPTCRNCPT2	0.0
437	DMHPTCRNte	0.0
438	DMNONCRNCPT2	0.0
439	DNADtn	0.0
440	DNDPt28m	0.0
441	DOLGLCP_Lter	0.0
442	DOLGPP_Ler	0.0
443	DOLICHOL_Lter	0.0
444	DOLMANP_Uter	0.0
445	DOLPGT3_Ler	0.0
446	DOLPMT3_Uer	0.0
447	DOLPMT4_Uer	0.0
448	DOPABMO	0.0
449	DOPAMT	0.0
450	DOPASFt	0.0
451	DOPASULT	0.0
452	DOPAt4_2_r	-1000.0
453	DOPAtu	1000.0
454	DPCOAtl	0.0
455	DPGase	0.0
456	DPGM	0.0
457	DPHMBDCm	0.0
458	DPMVDx	0.0
459	DPPS	0.0
460	DRPA	963.3582992733775
461	DSAT	0.0
462	DTTPtn	0.0
463	DUDPtn	0.0
464	DUMPtn	0.0
465	DURAD	-987.2019844658538
466	DURAD2	0.0
467	DURIK1	0.0
468	DURIK1m	0.0
469	DUTPDPm	0.0
470	DUTPDPn	0.0
471	EBP1r	0.0
472	EBP2r	0.0
473	ECOAH12m	185.54713416670907
474	ECOAH1m	0.0
475	ECOAH1x	0.0
476	ECOAH9m	-407.9326723004046
477	EHGLAT2m	0.0
478	EHGLATm	0.0
479	EICOSTETCPT1	0.0
480	EICOSTETCPT2	0.0
481	EICOSTETCRNt	0.0
482	ELAIDCPT1	77.48184261906901
483	ELAIDCPT2	77.48184261906901
484	ELAIDCRNt	0.0
485	ENGASE2ly	0.0
486	ENGASE3ly	0.0
487	ENGASEly	0.0
488	ESTRADIOLtr	0.0
489	ESTRONEtr	0.0
490	ESTSULT	0.0
491	ETF	0.0
492	ETFQO	0.0
493	ETHAK	0.0
494	ETHP	0.0
495	ETOHtx	0.0
496	EX_2hb[e]	0.0
497	EX_34dhoxpeg[e]	0.0
498	EX_3aib[e]	0.0
499	EX_3aib_D[e]	0.0
500	EX_3mlda[e]	0.0
501	EX_4hphac[e]	0.0
502	EX_4mptnl[e]	0.0
503	EX_4nphsf[e]	0.0
504	EX_4pyrdx[e]	0.0
505	EX_5adtststerones[e]	0.0
506	EX_5fthf[e]	0.0
507	EX_abt[e]	0.0
508	EX_adrn[e]	0.0
509	EX_adrnl[e]	0.0
510	EX_ala_B[e]	0.0
511	EX_aldstrn[e]	0.0
512	EX_arach[e]	0.0
513	EX_asp_D[e]	0.0
514	EX_atp[e]	-21.5073038436981
515	EX_bilglcur[e]	0.0
516	EX_biocyt[e]	0.0
517	EX_chsterol[e]	0.0
518	EX_cmp[e]	0.0
519	EX_co[e]	0.0
520	EX_creat[e]	-326.71657182585255
521	EX_crn[e]	-485.41451491947356
522	EX_crtstrn[e]	0.0
523	EX_cspg_a[e]	0.0
524	EX_cspg_b[e]	0.0
525	EX_cspg_c[e]	0.0
526	EX_cspg_d[e]	0.0
527	EX_cyan[e]	-695.9930360312181
528	EX_dcsptn1[e]	0.0
529	EX_dheas[e]	0.0
530	EX_dmhptcrn[e]	0.0
531	EX_dopa[e]	0.0
532	EX_dopasf[e]	0.0
533	EX_fuc_L[e]	0.0
534	EX_gbside_hs[e]	0.0
535	EX_gluala[e]	0.0
536	EX_glyc_S[e]	0.0
537	EX_glygn2[e]	0.0
538	EX_glygn4[e]	0.0
539	EX_gq1b_hs[e]	0.0
540	EX_gq1balpha_hs[e]	0.0
541	EX_gthox[e]	0.0
542	EX_gthrd[e]	-517.4828246261073
543	EX_gtp[e]	0.0
544	EX_hpdca[e]	0.0
545	EX_idp[e]	0.0
546	EX_ksi[e]	0.0
547	EX_ksi_deg1[e]	0.0
548	EX_ksii_core2[e]	0.0
549	EX_ksii_core4[e]	0.0
550	EX_leuktrA4[e]	0.0
551	EX_leuktrB4[e]	517.4828246261075
552	EX_leuktrC4[e]	0.0
553	EX_leuktrD4[e]	0.0
554	EX_lgnc[e]	0.0
555	EX_lpchol_hs[e]	0.0
556	EX_mercplaccys[e]	0.0
557	EX_n2m2nmasn[e]	0.0
558	EX_nrpphr[e]	0.0
559	EX_nrvnc[e]	0.0
560	EX_o2s[e]	-1000.0
561	EX_ocdca[e]	-77.48184261906901
562	EX_ocdcea[e]	0.0
563	EX_octa[e]	0.0
564	EX_oxa[e]	0.0
565	EX_pe_hs[e]	-122.1652124534917
566	EX_peplys[e]	0.0
567	EX_pglyc_hs[e]	-3.4893665075698803
568	EX_phyt[e]	0.0
569	EX_prgstrn[e]	0.0
570	EX_ps_hs[e]	62.148683219942114
571	EX_ptdca[e]	0.0
572	EX_Rtotal[e]	0.0
573	EX_s2l2fn2m2masn[e]	0.0
574	EX_s2l2n2m2masn[e]	0.0
575	EX_sl_L[e]	0.0
576	EX_strch1[e]	0.0
577	EX_strch2[e]	0.0
578	EX_strdnc[e]	0.0
579	EX_tagat_D[e]	0.0
580	EX_tcynt[e]	695.9930360312181
581	EX_tetpent3[e]	0.0
582	EX_tetpent6[e]	0.0
583	EX_tettet6[e]	0.0
584	EX_thym[e]	963.3582992733773
585	EX_triodthy[e]	0.0
586	EX_triodthysuf[e]	0.0
587	EX_tststerones[e]	0.0
588	EX_tsul[e]	-389.3692900595028
589	EX_tymsf[e]	0.0
590	EX_urate[e]	1000.0
591	EX_utp[e]	-1000.0
592	EX_whhdca[e]	0.0
593	EX_xolest_hs[e]	0.0
594	EX_xoltri27[e]	0.0
595	EX_xylt[e]	0.0
596	F1PGT	0.0
597	FACOAL140i	0.0
598	FACOAL150	0.0
599	FACOAL160i	0.0
600	FACOAL170	0.0
601	FACOAL180i	0.0
602	FACOAL1812	0.0
603	FACOAL1813	0.0
604	FACOAL181i	0.0
605	FACOAL1821	0.0
606	FACOAL1822	0.0
607	FACOAL1831	0.0
608	FACOAL1832	0.0
609	FACOAL184	0.0
610	FACOAL191	0.0
611	FACOAL200	0.0
612	FACOAL203	0.0
613	FACOAL204	0.0
614	FACOAL2042	0.0
615	FACOAL205	0.0
616	FACOAL206	0.0
617	FACOAL224	0.0
618	FACOAL2251	0.0
619	FACOAL2252	0.0
620	FACOAL226	0.0
621	FACOAL240	0.0
622	FACOAL241	0.0
623	FACOAL244_1	0.0
624	FACOAL245_1	0.0
625	FACOAL245_2	0.0
626	FACOAL246_1	0.0
627	FACOAL260	0.0
628	FACOAL80i	0.0
629	FADDP	0.0
630	FADH2tru	0.0
631	FADH2tx	0.0
632	FADtru	0.0
633	FADtx	0.0
634	FAEL183	0.0
635	FAEL184	0.0
636	FAEL204	0.0
637	FAEL205	0.0
638	FALDH	0.0
639	FAOXC11	0.0
640	FAOXC140	0.0
641	FAOXC150m	0.0
642	FAOXC160	0.0
643	FAOXC16080m	0.0
644	FAOXC16080x	0.0
645	FAOXC161802m	0.0
646	FAOXC16180m	0.0
647	FAOXC170m	0.0
648	FAOXC180	0.0
649	FAOXC180x	0.0
650	FAOXC1811601m	0.0
651	FAOXC1811602m	0.0
652	FAOXC1811603m	0.0
653	FAOXC182806m	0.0
654	FAOXC18280m	0.0
655	FAOXC183803m	47.734352401954276
656	FAOXC183806m	0.0
657	FAOXC183806x	0.0
658	FAOXC18480m	0.0
659	FAOXC18480x	0.0
660	FAOXC200180m	0.0
661	FAOXC200180x	0.0
662	FAOXC2031836m	0.0
663	FAOXC204	0.0
664	FAOXC204184m	0.0
665	FAOXC2051843m	0.0
666	FAOXC2051843x	0.0
667	FAOXC2242046m	0.0
668	FAOXC2242046x	0.0
669	FAOXC2251836m	0.0
670	FAOXC2251836x	0.0
671	FAOXC2252053m	0.0
672	FAOXC2252053x	0.0
673	FAOXC226	0.0
674	FAOXC226205m	0.0
675	FAOXC226205x	0.0
676	FAOXC240200x	0.0
677	FAOXC241181x	0.0
678	FAOXC2442246x	0.0
679	FAOXC2452253x	0.0
680	FAOXC2452256x	0.0
681	FAOXC246226x	0.0
682	FAOXC260240x	0.0
683	FAOXC80	0.0
684	FAS100COA	0.0
685	FAS120COA	0.0
686	FAS140COA	0.0
687	FAS160COA	0.0
688	FAS180COA	0.0
689	FAS80COA_L	0.0
690	FATP1t	0.0
691	FATP2t	0.0
692	FATP3t	-77.48184261906903
693	FATP6t	0.0
694	FATP8t	0.0
695	FATP9t	0.0
696	FBA4	0.0
697	FBA5	0.0
698	FBP26	0.0
699	FCLTm	0.0
700	FCOAH	0.0
701	FDH	0.0
702	FE3R2e	0.0
703	FK	0.0
704	FORMCOAtx	0.0
705	FORtr	0.0
706	FPGS2	0.0
707	FPGS2m	0.0
708	FPGS3	0.0
709	FPGS3m	0.0
710	FPGS4	0.0
711	FPGS4m	0.0
712	FPGS5	0.0
713	FPGS5m	0.0
714	FPGS6	0.0
715	FPGS6m	0.0
716	FPGS7m	0.0
717	FPGS8	0.0
718	FPGS8m	0.0
719	FPGS9	0.0
720	FPGS9m	0.0
721	FPGSm	0.0
722	FRDPtr	0.0
723	FTHFDH	0.0
724	FUCASE2e	0.0
725	FUCASE2ly	0.0
726	FUCASEe	0.0
727	FUCASEly	0.0
728	FUCtly	0.0
729	FUMAC	0.0
730	FUMm	685.5471341667093
731	FUMSO3tm	0.0
732	FUMSO4tm	0.0
733	FUMtm	0.0
734	FUMTSULtm	-389.3692900595028
735	G14T2g	0.0
736	G14T3g	0.0
737	G14T4g	0.0
738	G14T5g	0.0
739	G5SADrm	0.0
740	G5SDym	0.0
741	G6PDH1rer	0.0
742	G6PDH2rer	0.0
743	G6PPer	0.0
744	G6Pter	0.0
745	GACMTRc	-326.7165718258525
746	GACPAILter	0.0
747	GALASE10ly	0.0
748	GALASE11ly	0.0
749	GALASE12ly	0.0
750	GALASE13ly	0.0
751	GALASE14ly	0.0
752	GALASE15ly	0.0
753	GALASE16ly	0.0
754	GALASE17ly	0.0
755	GALASE18ly	0.0
756	GALASE19ly	0.0
757	GALASE1ly	0.0
758	GALASE20ly	0.0
759	GALASE3ly	0.0
760	GALASE4ly	0.0
761	GALASE5ly	0.0
762	GALASE6ly	0.0
763	GALASE7ly	0.0
764	GALASE8ly	0.0
765	GALASE9ly	0.0
766	GALC	0.0
767	GALGLUSIDEtl	0.0
768	GALGT1	0.0
769	GALGT3	0.0
770	GALNACT1g	0.0
771	GALNACT2g	0.0
772	GALNACT3g	0.0
773	GALNACT4g	0.0
774	GALNACT5g	0.0
775	GALNTg	0.0
776	GALOR	0.0
777	GALSIDEtg	0.0
778	GALSIDEtl	0.0
779	GALt1r	0.0
780	GALT2g	0.0
781	GALTg	0.0
782	GALtly	0.0
783	GAMt1r	0.0
784	GARFT	0.0
785	GASNASE2ly	0.0
786	GASNASE3ly	0.0
787	GASNASEly	0.0
788	GBA	4.187144026308464
789	GBAl	0.0
790	GBGT1	0.0
791	GBSIDEte	0.0
792	GCALDDm	0.0
793	GFUCS	0.0
794	GGH_10FTHF5GLUl	0.0
795	GGH_10FTHF6GLUl	0.0
796	GGH_10FTHF7GLUl	0.0
797	GGH_5DHFl	0.0
798	GGH_6DHFl	0.0
799	GGH_7DHFl	0.0
800	GGLUCT	0.0
801	GGNG	0.0
802	GGT_L	0.0
803	GGT5r	0.0
804	GHMT2rm	0.0
805	GHMT3	0.0
806	GLACO	0.0
807	GLACter	0.0
808	GLAl	0.0
809	GLB1	0.0
810	GLBRAN	0.0
811	GLCAASE1ly	0.0
812	GLCAASE4ly	0.0
813	GLCAASE5ly	0.0
814	GLCAASE6ly	0.0
815	GLCAASE7ly	0.0
816	GLCAASE8ly	0.0
817	GLCAASE9ly	0.0
818	GLCAE1g	0.0
819	GLCAE2g	0.0
820	GLCAT2g	0.0
821	GLCAT3g	0.0
822	GLCAT4g	0.0
823	GLCAT5g	0.0
824	GLCAT6g	0.0
825	GLCAT7g	0.0
826	GLCAT8g	0.0
827	GLCAT9g	0.0
828	GLCATg	0.0
829	GLCNACASE1ly	0.0
830	GLCNACASE2ly	0.0
831	GLCNACASE3ly	0.0
832	GLCNACASE4ly	0.0
833	GLCNACASE5ly	0.0
834	GLCNACDASg	0.0
835	GLCNACT1g	0.0
836	GLCNACT2g	0.0
837	GLCNACT3g	0.0
838	GLCNACT4g	0.0
839	GLCNACT5g	0.0
840	GLCt1r	0.0
841	GLCter	0.0
842	GLCtg	0.0
843	GLCtly	0.0
844	GLCURter	0.0
845	GLCURtly	0.0
846	GLDBRAN	0.0
847	GLGNS1	0.0
848	GLNTHRNaEx	0.0
849	GLNtm	407.2264329166455
850	GLPASE1	0.0
851	GLPASE2	0.0
852	GLU5Km	0.0
853	GLUCYS	0.0
854	GLUDxm	-407.2264329166455
855	GLUDym	0.0
856	GLUNm	407.2264329166455
857	GLUt2m	1000.0
858	GLUt7l	0.0
859	GLUTCOADHm	0.0
860	GLUtr	0.0
861	GLYAMDTRc	-326.71657182585244
862	GLYC3Ptm	0.0
863	GLYCK2	3.0605498076735333e-13
864	GLYCLTDy	0.0
865	GLYC_St	0.0
866	GLYCtm	0.0
867	GLYOXm	389.369290059503
868	GLYt4	123.93105738498653
869	GLYtp	83.33333333333324
870	GNDer	0.0
871	GPAM_hs	0.0
872	GPIAT	0.0
873	GPIDA2er	0.0
874	GPIDAer	0.0
875	GPIMTer_U	0.0
876	GQ1BALPHAte	0.0
877	GQ1BALPHAtg	0.0
878	GRTTx	0.0
879	GSNt	0.0
880	GSNtl	0.0
881	GTHO	0.0
882	GTHOm	0.0
883	GTHP	295.66588680647266
884	GTHPe	0.0
885	GTHPm	0.0
886	GTHRDtr	0.0
887	GTHS	0.0
888	GUACYC	0.0
889	GULNDer	0.0
890	GULNter	0.0
891	H2CO3Dm	17.857142857142826
892	H2ETer	0.0
893	H2MTer_U	0.0
894	H2O2syn	0.0
895	H2O2tly	0.0
896	H2O2tn	0.0
897	H2O2tp	93.7034032530303
898	H2Oter	0.0
899	H2Otg	0.0
900	H2Otly	0.0
901	H2Otn	0.0
902	H3MTer_U	0.0
903	H4ET3er	0.0
904	H5MTer_U	0.0
905	H6ET3er	0.0
906	H6MTer_U	0.0
907	H7_ETer	0.0
908	H7_TAer	0.0
909	H8TAer	0.0
910	HACD1m	0.0
911	HACD1x	0.0
912	HACD9m	-407.9326723004046
913	HAS1	0.0
914	HAS2	0.0
915	HAtly	0.0
916	HBZOPT10m	0.0
917	HCO3_CLt	0.0
918	HEX10	0.0
919	HEX4	0.0
920	HEXCCOAtx	0.0
921	HGNTOR	0.0
922	HIBDm	185.5471341667091
923	HISDC	0.0
924	HISTASE	0.0
925	HMGCOASi	277.2973766071635
926	HMGCOAtm	610.6307099404968
927	HMGLm	610.6307099404968
928	HMGLx	0.0
929	HOXG	0.0
930	HPACtr	0.0
931	HPDCACRNCPT1	0.0
932	HPDCACRNCPT2	0.0
933	HPDCACRNt	0.0
934	HPDCAt	0.0
935	HPYRDCm	0.0
936	HPYRR2x	0.0
937	HPYRRy	0.0
938	HS1ly	0.0
939	HS2ly	0.0
940	HS3ly	0.0
941	HS4ly	0.0
942	HSAT1ly	0.0
943	HSAT2ly	0.0
944	HSAT3ly	0.0
945	HSAT4ly	0.0
946	HSD11B1r	0.0
947	HSD11B2r	0.0
948	HSD17B1	0.0
949	HSD17B42x	48.38639361158027
950	HSD17B4x	0.0
951	HSD17B9r	0.0
952	HSD3B11r	0.0
953	HSD3B12r	0.0
954	HSD3B13r	0.0
955	HSD3B2r	0.0
956	HSD3B3r	0.0
957	HSD3B7P	0.0
958	HSPASEly	0.0
959	HSPGt	0.0
960	HSPGtly	0.0
961	Htg	0.0
962	HYPTROX	0.0
963	ICDHxm	0.0
